股票代码,股票简称,主营
300384.SZ,三联虹普,"合成高分子材料工艺解决方案,聚酯工程技术服务,新材料及可再生材料工艺解决方案,工业互联网系统集成服务,再生材料及可降解材料工艺解决方案,聚酰胺工程技术整体解决方案,工业AI应用集成解决方案,智能制造系统解决方案,工业AI集成应用解决方案,新材料及合成材料工艺解决方案"
601069.SH,西部黄金,"硫酸,自产金,铁矿石,铁精粉,提金剂,.外购金,金精矿,.自产金,外购金,黄金,标准金"
301071.SZ,力量钻石,"金刚石单晶,非金属矿物制品业,培育钻石,金刚石微粉"
003038.SZ,鑫铂股份,"有色金属冶炼和压延加工业,工业铝型材,工业铝部件,建筑铝型材,铝制品"
300394.SZ,天孚通信,"光有源器件,光通信元器件,光无源器件"
300621.SZ,维业股份,"装饰设计,住宅精装修,装饰施工,土木工程,公共建筑装饰,土木工程建筑业,销售,土建施工,建筑装饰业"
600405.SH,动力源,"交直流电源,车载相关电源,节能服务及高压变频器,高压变频器及综合节能,新能源汽车零部件,通信电源,充换电电源,新能源,绿色出行,综合节能,新能源汽车,定制电源及模块电源,智慧能源,光储相关电源,数据通信,定制及模块电源"
600929.SH,雪天盐业,"烧碱,纯碱,各盐,工业盐,氯化铵,芒硝,盐及盐化工,食盐,联碱,畜牧盐,双氧水"
002338.SZ,奥普光电,"光栅传感,光栅传感器,光电测控仪器,光学仪器制造业,光学材料"
600558.SH,大西洋,"焊条,焊材矿石原材料,原材料业,焊丝"
301222.SZ,浙江恒威,"碳性电池,电气机械及制造业,碱性电池"
688270.SH,臻镭科技,"微系统及模组,电源管理芯片,集成电路,射频收发芯片及高速高精度ADC/DAC芯片,终端射频前端芯片,技术服务"
,,旅游酒店饮食服务业
300571.SZ,平治信息,"智慧家庭,互联网和相关服务业,移动阅读平台,移动阅读,互联网和相关服物业,G天线,宽带网络终端设备,通信设备制造,IoT泛智能终端,互联网和相关服务"
300067.SZ,安诺其,"助剂,酸性染料,中间体,环保,活性染料,分散染料,染料"
,,"助剂,酸性染料,中间体,环保,活性染料,分散染料,染料"
300969.SZ,恒帅股份,"清洗泵,清洗系统,微电机,汽车,汽车电机,汽车零部件"
603615.SH,茶花股份,"塑料制品,制造业,非塑料制品"
002927.SZ,泰永长征,"成套设备,配网设备,变压器设备,工业,电源电器,配电电器"
002897.SZ,意华股份,"新能源,消费电子连接器,太阳能支架,通讯连接器,连接器"
300722.SZ,新余国科,"民品,军品"
300811.SZ,铂科新材,"磁性电感元件,电子元器件,合金软磁粉芯,合金软磁粉,电感元件,金属软磁粉芯,金属软磁粉"
300153.SZ,科泰电源,"设备厂房租赁,工程劳务零配件,通信及数据中心,通信,环保低噪声柴油发电机组"
000927.SZ,中国铁物,"商品流通业,汽车制造业,提供劳务,轿车销售,备件销售,物流业,轨道交通物资供应链管理及运维技术服务,工程建设物资生产制造及集成服务,轨道交通物资供应链管理及轨道运维技术服务,大宗物资供应链集成服务"
,,"商品流通业,汽车制造业,提供劳务,轿车销售,备件销售,物流业,轨道交通物资供应链管理及运维技术服务,工程建设物资生产制造及集成服务,轨道交通物资供应链管理及轨道运维技术服务,大宗物资供应链集成服务"
605298.SH,必得科技,"动车组车辆配套,城轨车辆配套,轨道交通设备"
300160.SZ,秀强股份,"教育产业,玻璃深加工产业,教育学杂费及教育咨询服务,家电玻璃,光伏玻璃,玻璃深加工"
688168.SH,安博通,"网络安全服务,虚拟化安全网关,安全管理,嵌入式安全网关,安全服务,安全网关,网络安全,硬件销售,安全"
300637.SZ,扬帆新材,"精细化工,光引发剂,巯基化合物及衍生品"
600787.SH,中储股份,"陕西地区,商品贸易,四川地区,安徽地区,江苏地区,仓储,金融物流,交通运输,商品流通,北京地区,上海地区,进出库,现货市场,河北地区,云南地区,内蒙古地区,配送运输,山西地区,宁夏地区,集装箱,山东地区,湖北地区,分部间抵销,物流贸易,辽宁地区,广东地区,天津地区,河南地区,境外地区,湖南地区"
001201.SZ,东瑞股份,"养殖,饲料加工业,生猪,有机肥猪精液,饲料加工,饲料"
002281.SZ,光迅科技,"数据与接入,传输,通信设备制造业,接入与数据"
002150.SZ,通润装备,"高低压成套开关设备及电器元器件,工具箱柜,输配电及控制设备制造业,电气机械和器材制造业,机电钣金制品,电器元器件,高低压成套开关设备,钣金制品,金属制品业"
603786.SH,科博达,"主光源控制器,能源管理系统,管理系统,车载电子与电器,电机控制系统,分部间抵销,照明控制系统,氛围灯控制器,辅助光源控制器,汽车零部件,车载电器与电子"
000534.SZ,万泽股份,"高温合金,有色金属冶炼和压延加工业,医药制造业,今日益菌,定君生,金属检测,金双歧,制造业"
688153.SH,唯捷创芯,"Wi-Fi射频前端模组,射频开关,接收端模组,射频功率放大器模组"
300417.SZ,南华仪器,"租金,机动车检测设备及系统,租赁,环境监测设备及系统,专业仪器仪表制造业"
002277.SZ,友阿股份,"便利店零售,房地产,房地产销售,百货零售,宾馆餐饮,家电零售,零售,宾馆餐饮业"
301076.SZ,新瀚新材,"光引发剂,化工新材料,特种工程塑料核心原料,化妆品原料"
600681.SH,百川能源,"燃气具,燃气工程安装,成品油,天然气,供暖,分部间抵销,供热分部,燃气,燃气分部"
002148.SZ,北纬科技,",手机游戏,物联网应用及移动增值,移动互联网产业园,移动增值及应用,物联网应用及移"
603803.SH,瑞斯康达,"专用无线网络设备,辅助性接入设备,软件,综合接入终端设备,工业网络设备,通信,宽带网络设备,无线网络设备,辅助性设备,传输设备,集中式局端设备,服务"
688126.SH,沪硅产业,"受托加工,mm及以下半导体硅片（含SOI硅片）,集成电路,mm半导体硅片,受托加工服务,分部,半导体硅片,mm半导体片,mm及以下尺寸半导体硅片"
301282.SZ,金禄电子,
605162.SH,新中港,"热电联产,蒸汽,电力"
603069.SH,海汽集团,"维修及销售,客运站经营,销售及维修,汽车运输,汽车客运,汽车综合服务"
300256.SZ,*ST星星,"触控显示,结构件,电子器件,视窗防护屏"
605259.SH,绿田机械,"高压清洗机,通用设备制造业,材料销售,发动机,通用动力机械,配件,发电机组,水泵机组"
,,"房地产,商务服务业"
000526.SZ,学大教育,"设备租赁,教育培训服务费,房屋租赁"
002159.SZ,三特索道,"景区观光车,索道,景区观光旅游车,景区,旅游,酒店餐饮,温泉,索道营运,景区门票"
601106.SH,中国一重,"工程总包新材料,金属加工,机械制造,石化设备,矿山设备,工程总包,冶金成套设备,大型铸锻件,出口,核能设备,高端装备,设计,运营与服务,总包,锻压设备,重型装备,专项,冶金及运营,石化容器设备,重型压力容器"
603500.SH,祥和实业,"轨道扣件系统非金属零部件,工业,橡胶塞,胶塞,电子元器件配件,底座,改性塑料,WJ铁垫板下弹性垫板,扣件系统用尼龙件,扣件系统用橡胶件,扣件系统用塑料件,盖板,塑料尼龙制品"
002205.SZ,国统股份,"建材,塑化管材,pccp管材,建筑安装服务,建筑安装服务（脚手架）,钢筋混凝土管片,PPP项目施工服务,基建建设"
600172.SH,黄河旋风,"超硬材料,建筑机械,超硬材料制品,工业智能化,超硬材料及制品,超硬刀具,金属粉末,超硬复合材料"
603390.SH,通达电气,"车载部件,公交多媒体信息发布系统,车载智能系统,新能源汽车电机与热管理系统"
600583.SH,海油工程,"海洋工程总承包项目,海上安装及海管铺设,非海洋工程,其中:维修,陆地建造,其中:海上安装及海管铺设,非海洋工程项目,海洋工程,维修,设计,其中:陆地建造,海洋工程非总承包项目,其中:设计"
002962.SZ,五方光电,"红外截止滤光片,生物识别滤光片,光学光电子"
300155.SZ,安居宝,"工业,显示屏,监控及系统集成,楼宇对讲系统,停车场系统及道闸广告,智能家居系统"
002089.SZ,ST新海,"锂电材料,IDC数据中心,通信制造业,计算机技术开发,新能源,通信网络,系统工程,软件开发,专网通信及贸易,LED"
603901.SH,永创智能,"废品,包装,包装设备及配件,缠绕捆扎,智能包装生产线,贴标打码,服务费,包装材料,标准单机设备,成型填充封口,材料,口罩"
603896.SH,寿仙谷,"制造业,灵芝孢,灵芝孢子粉,铁皮石斛"
603416.SH,信捷电气,"智能装置,仪器仪表,驱动系统,可编程控制器,人机界面,智能装备"
603829.SH,洛凯股份,"配电及控制设备制造业,低压断路器框（抽）架,中高压断路器操作机构,低压断路器操作机构"
002284.SZ,亚太股份,"汽车基础制动系统,鼓式制动器,汽车零部件,汽车电子控制系统,盘式制动器"
600118.SH,中国卫星,宇航制造及卫星应用
301098.SZ,金埔园林,"苗木与建材销售,景观设计,材料销售,苗木销售,园林绿化工程与设计,工程施工"
300631.SZ,久吾高科,"专用设备制造业,膜集成技术整体解决方案及其成套设备,膜材料及配件"
300328.SZ,宜安科技,"液态金属,镁铝锌锆合金液态金属压铸件的生产和销售,铝合金镁合金精密压铸件,有机硅胶,分部间抵销,镁制品,铝合金镁合金轻合金精密压铸件,室温固化硅橡胶的生产和销售分部,铝制品"
603237.SH,五芳斋,
003025.SZ,思进智能,"压铸设备,冷成形设备,通用设备制造业,冷成形装备"
300973.SZ,立高食品,"烘焙食品原材料,水果制品,酱料,烘焙食品,奶油,冷冻烘焙食品"
002158.SZ,汉钟精机,"真空,制冷,新能源,工业制造,半导体,压缩机（组）,流体机械,加工制造业,铸件,空压,零件及维修"
688819.SH,天能股份,"电池,铅酸电池,锂电池,铅蓄电池"
300716.SZ,国立科技,"TPR环保改性材料及制品,橡胶和塑料制品,针织材料及制品,纺织服装服饰业,纺织服装服饰,改性工程塑料,材料,EVA环保改性材料及制品,汽车配件,供应链管理,环保改性材料,橡胶和塑料制品业,贸易"
300129.SZ,泰胜风能,"海上风电装备,工业,陆上风电装备,风力发电,陆上风电装备-内销,陆上风电装备-外销"
300080.SZ,易成新能,"工业污水处理,石墨电极及相关,石墨,工业,锂电池,边框,光伏施工,光伏发电,电池片,金刚线制品"
605005.SH,合兴股份,"新能源,分部间抵销,传统能源车动力总成,消费电子,汽车转向与制动系统,汽车电子,车身电子控制系统"
600539.SH,狮头股份,"水环境综合治理,净水龙头（含配件）,电商代运营,电子商务代运营,电子商务经销,净水龙头及配件,电商服务,水环境综合治,制造,电商经销"
000049.SZ,德赛电池,"笔记本电脑和平板电脑,工业,电池及配件销售,智能手机,电动工具智能家居和出行,电池及配件,智能穿戴"
300617.SZ,安靠智电,"kV-kV电缆连接件,智慧模块化变电站,智能电力系统服务,电力工程施工,电力勘测设计,GIL,KV-KV,kV电缆连接件,中低压电缆连接件,()KV,KV,电力工程承包,电力勘察设计,电力,GIL及系统服务,中低压"
301268.SZ,铭利达,"光伏,型材冲压结构件,消费电子,精密模具,安防,汽车,精密注塑结构件,精密压铸结构件"
002303.SZ,美盈森,"纸制品,第三方采购,轻型包装,重型包装,蛋白,食品"
002526.SZ,山东矿机,"建材机械设备,游戏,机械,智能散料输送装备工程及运维,网络游戏,智能输送装备,印刷设备,机械制造,IT,煤炭销售及采煤服务,煤炭机械设备"
600688.SH,上海石化,"石油化工贸易,石油注,中间石化,柴油,汽油,聚乙烯,合成纤维,树脂及塑料,对二甲苯,石油,苯,乙二醇,环氧乙烷,聚丙烯,聚酯切片,涤纶,腈纶,航空煤油"
000587.SZ,*ST金洲,"短融,保理,来料加工,融资租赁,加工批发,批发,镶嵌,工艺美术品,白银,K金饰品,黄金,零售,铂金"
,,"短融,保理,来料加工,融资租赁,加工批发,批发,镶嵌,工艺美术品,白银,K金饰品,黄金,零售,铂金"
301086.SZ,鸿富瀚,"消费电子功能性器件,自动化设备及相关,制造业"
600797.SH,浙大网新,"智能民生,数智云服务,智能城市,智能云服务,智慧商务,基建数智化,智能商务,智慧云服务,产业数智化,智慧城市,政府数字化,智慧生活"
002076.SZ,*ST雪莱,"紫外线杀菌灯,汽车照明,LED室内照明,荧光灯室内照明,智能包装设备,电器机械及器材制造业,环境净化,LED户外照明,锂电池生产设备,充电桩设备及系统"
603279.SH,景津装备,"滤布,隔膜压滤机,他配件及配套设备,通用设备制造业,厢式压滤机,一压滤机整机,二配件,配件,压滤机及配套设备和配件,压滤机整机,滤板"
300793.SZ,佳禾智能,"音箱,电子,耳机,耳机部品,音频线"
300065.SZ,海兰信,"智能船舶与智能航行,海洋观（探）测仪器装备与信息系统,海洋观探测装备与系统,智能船舶与智能航行系统,海洋观探测,海事综合导航智能装备与系统,环�布嗖庖瞧饔胂低�"
603828.SH,柯利达,"公共建筑装饰工程,装配式,基础工程建设,装配式装修,建筑幕墙工程,设计,装饰装修,EPC+PPP项目"
,,"公共建筑装饰工程,装配式,基础工程建设,装配式装修,建筑幕墙工程,设计,装饰装修,EPC+PPP项目"
002652.SZ,扬子新材,"原材料,有机涂层板,金属制品(金属表面处理),有机涂层钢板,基板,商品贸易"
002610.SZ,爱康科技,"太阳能电站运营,太阳能安装支架,电力销售,太阳能电池板（组件）,太阳能电池边框"
600066.SH,宇通客车,"服务业,工业,房地产,客车,对外贸易分部,分部间抵销,客运服务,客运分部,客车制造分部"
002615.SZ,哈尔斯,"塑料杯,真空器皿,塑杯,铝瓶,不锈钢真空器皿,玻璃杯,金属制品业,不锈钢非真空器皿"
688308.SH,欧科亿,"数控刀具,制造业,硬质合金制品"
688223.SH,晶科能源,"硅片,光伏电池片,光伏组件,光伏"
002869.SZ,金溢科技,"智能交通,高速公路ETC设备,智能停车场设备,智能网联,智慧高速,智慧城市"
000055.SZ,方大集团,"金属制造业,轨道交通业,房产销售,房产租售,房地产业,地铁屏蔽门,建筑装饰业,幕墙系统及材料,新能源产业,光伏发电,地铁屏蔽门及服务"
300177.SZ,中海达,"卫星导航系统技术开发及装备制造业,北斗高精度定位装备,应用解决方案,高精度时空信息解决方案,时空数据,精准定位装备"
002827.SZ,高争民爆,"信息系统服务,爆破服务,工业管,工业雷管,工业炸药,运输服务,民爆器材,信息化服务,工业索,工业起爆,起爆"
600299.SH,安迪苏,"特种,功能性,营养及健康"
300975.SZ,商络电子,"晶体器件,分立器件,存储器件,铝电容,消费电子,电阻,陶瓷电容,电感,工业控制,保护器件,网络通信,汽车及工业,汽车电子,连接器,工业电子,电容,射频器件,IC,薄膜电容,被动电子元器件,综合"
603336.SH,宏辉果蔬,"水果,分部间抵销,农副食品加工业,果蔬服务业,蔬菜,食品,粮油"
300470.SZ,中密控股,"机械密封辅助系统,特种阀门,煤化工,零配件,装备制造业,干气密封,橡塑密封,机械密封,石油化工,干气密封及控制系统,密封修复,装备制造业（主机厂）,矿山"
300875.SZ,捷强装备,"生物检测设备,核化生安全装备,核生化安全装备,核辐射监测设备,液压动力系统,销售,技术服务"
688103.SH,国力股份,"真空有源器件,电子真空器件,直流接触器,真空继电器,交流接触器,真空开关管,磁控管,真空电容器,接触点组,闸流管"
688777.SH,中控技术,"建材,四运维服务,公用事业,冶金,工业自动化及智能制造解决方案,一工业自动化及智能制造解决方案,控制系统+仪表,控制系统,化工,石化,自动化仪表,制药食品,SB平台,二仪器仪表,装备制造,五SB平台,造纸,二自动化仪表,仪器仪表,运维服务,工业软件,三工业软件,电力"
002010.SZ,传化智联,"皮革化纤油剂,印染助剂及染料,园区,物流,化学,网络货运平台,物流供应链,顺丁橡胶,涂料及建筑化学品,化工,房产销售及工程代建,智能公路港,车后,印染助剂,涂料及建筑新材料"
603712.SH,七一二,"材料销售维修费及房租,材料销售及维修,专用无线通信,专用无线通信终端,系统"
003022.SZ,联泓新科,"乙烯-醋酸乙烯共聚物,特种气体,环氧乙烷衍生物,聚丙烯专用料,环氧乙烷,先进高分子材料,贸易,特种精细材料"
603133.SH,碳元科技,"D盖板玻璃及陶瓷背板,D玻璃及陶瓷盖板,导热膜及热管,智能家居,导热膜,五恒系统,分部间抵销,外观结构件,散热材料,消费电子"
688039.SH,当虹科技,"互动运营,传媒文化,传媒文化视频解决方案,泛安全,视频解决方案,技术服务费,内容生产,公共安全,视频直播,技术服务"
002782.SZ,可立克,"磁性元件,开关电源"
601700.SH,风范股份,"商业,工业,成方焊管及钢结构,钢管塔,角钢塔,脚手架,钢管塔及直缝焊管"
,,
000793.SZ,华闻集团,"综合体管理服务,网络游戏,代理保险佣金,软件信息服务业,动漫及动漫服务业,数字内容服务业,商业服务业,销售硬件软件及提供服务,出国留学咨询及相关,商品销售及配送,印刷,休闲观光旅游活动,视频信息服务,信息技术服务费,传播与文化产业,信息传播服务业,动漫服务,信息技术服务,娱乐业,漫画图书期刊及周边"
301229.SZ,纽泰格,"悬架系统零部件,内外饰塑料件,模具,支架铝铸件,汽车零部件加工业"
300843.SZ,胜蓝股份,"光学透镜,新能源汽车连接器及组件,制造业,消费电子连接器及组件"
300607.SZ,拓斯达,"智能能源及环境管理系统,注塑机配套设备及自动供料系统,通用设备制造业,数控机床,注塑机及其配套设备自动供料系统,工业机器人及自动化应用系统,CNC"
300886.SZ,华业香料,"丙位内酯,香料香精,香料,丁位内酯"
300056.SZ,中创环保,"环卫服务,工业,危固废处置,散物料输储系统,危废处置,有色金属材料,锂电池材料,清洁能源,过滤材料,滤料,贸易,环保工程"
002090.SZ,金智科技,"电力设计及总包,变电站综合自动化装置及系统,模块化变电站,电力设计及集成运维,房屋租赁,配用电自动化装置及系统,智能化及服务,新能源发电,电力,IT服务相关及服务,委托管理,智慧城市,智慧能源,发电厂电气自动化装置及系统,新能源投资运营"
603266.SH,天龙股份,"汽车电子控制零部件,塑料零件制造业,汽车精密塑料零部件,汽车精密塑料功能结构件,电工电器精密塑料结构件,模具,消费电子塑料件,电气与电子,电工电器塑料件,汽车塑料件"
688585.SH,上纬新材,"风电叶片用材料,化工,新型复合材料,环保高性能耐腐蚀材料"
600714.SH,金瑞矿业,"亚硫酸纳,碳酸锶,铝锭,铝锶合金,零星材料,化工,重庆地区,锶盐,商贸,金属锶,硫磺,贸易,氧化锶"
300511.SZ,雪榕生物,"金针菇,食用菌,真姬菇,杏鲍菇"
603209.SH,兴通股份,"期租,LPG运输,程租-外租船舶,化学品运输,成品油运输,程租-自有船舶"
002975.SZ,博杰股份,"技术服务,专用设备制造业,工业自动化设备,设备配件"
000679.SZ,大连友谊,"房地产分部,零售业,地产业,商业零售分部"
300945.SZ,曼卡龙,"素金饰品,销售商品,电商,直营店,镶嵌饰品,专柜,加盟"
002129.SZ,TCL中环,"服务业,光伏组件,半导体材料及器件,半导体光伏材料及组件,新能源光伏,新能源,电力,新能源材料,半导体材料,光伏硅片,光伏电站,半导体器件,半导体,半导体光伏,服务"
002144.SZ,宏达高科,"染整和家纺,服饰面料,交运面料,医疗器械,面料织造,贸易"
002103.SZ,广博股份,"互联网广告及服务,休闲生活,互联网广告,本册,创意文具,互联网营销,办公用品,文具,跨境电商,办公直销,互联网及相关服务业"
300676.SZ,华大基因,"精准医学检测综合解决方案,生育健康基础研究和临床应用服务,感染防控基础研究和临床应用服务,多组学大数据服务与合成,肿瘤防控及转化医学服务,基因组学应用"
,,
300350.SZ,华鹏飞,"测绘及数据,综合物流服务,供应链,物流服务业,智能移动服务,信息服务业,智慧物联服务"
002858.SZ,力盛体育,"体育,体育俱乐部经营,批发和零售业,批发业,赛事经营,汽车推广活动,市场营销服务,汽车活动推广,体育装备制造与销售,赛车场经营,赛车队经营,体育赛事经营,卡丁车销售,体育场馆经营"
300278.SZ,华昌达,"物流与仓储自动化设备系统,工业机器人集成装备,终端及复合材料成型设备,汽车,军工,仓储物流,自动化输送智能装配生产线"
300839.SZ,博汇股份,"沥青,销售商品,贸易油,白油,租赁,硫酸铵,燃料油,精炼石油-自产,轻质燃料油,重芳烃,贸易,硫磺,精炼石油-贸易"
601016.SH,节能风电,"电力,风力发电"
002045.SZ,国光电器,"音箱及扬声器,电池,电子元器件,电子零配件"
002401.SZ,中远海科,"智慧航运,智能交通,智慧物流,信息技术,智慧交通,航运信息化,软件和信息技术服务业"
002674.SZ,兴业科技,"牛皮革销售,汽车内饰用皮革,二层皮胶原原料,牛皮革,鞋包带用皮革"
688800.SH,瑞可达,"通信连接器,新能源连接器,连接器"
000159.SZ,国际实业,"油品销售产业,制造业,房地产开发业,钢管杆,仓储服务,房地产业,油品产业销售,房地产开发,光伏支架,角钢塔,钢结构,处置投资性房地产"
605189.SH,富春染织,"批发和零售业,贸易纱,色纱,加工费,制造业"
603950.SH,长源东谷,"缸体,受托加工,汽车制造业,销售,连杆,缸盖"
002963.SZ,豪尔赛,"照明工程施工,照明工程设计,照明工程,照明销售"
833454.BJ,同心传动,"中型传动轴,轻型传动轴,消防车,传动轴配件,中型,轨道车,配件,工程机械,重型传动轴,重型,轻型,商用车"
688269.SH,凯立新材,"化学试剂与助剂,多相催化剂,贵金属催化剂销售,技术服务费,催化应用技术服务,催化应用相关技术服务,均相催化剂,技术服务,贵金属催化剂加工"
603327.SH,福蓉科技,消费电子材
,,消费电子材
300588.SZ,熙菱信息,"服务与综合解决方案,非政府客户,房租,政府客户,智能安防及信息化工程,信息安全服务与综合解决方案"
301182.SZ,凯旺科技,"精密线缆连接组件,通讯,安防,通讯精密线缆连接组件,安防精密线缆连接组件"
300304.SZ,云意电气,"整流器,胎压检测系统(TPMS),胎压监测（TPMS）,智能控制总成,智能雨刮系统,电力,调节器,汽车零部件,汽车电子"
002093.SZ,国脉科技,"物联网咨询与设计服务,物联网技术服务,教育服务,企业,物联网和相关服务,物联网科学园运营与开发服务,消费,电信,教育"
600232.SH,金鹰股份,"纺织,机械,新能源电池材料及加工,麻纺,绢纺,纺织品,注塑机及配件,纺机及配件,新能源,注塑机,织造,新能源材料,棉纺,干纺,服装,新能源电池材料"
600257.SH,大湖股份,"药品,医疗分部,医贸分部,酒业分部,工业,保健食品分部,医药分部,白酒,医疗服务,分部间抵销,水产分部,保健品,农业,总部,水"
300254.SZ,仟源医药,"服务业,泌尿系统药,医药,商业,抗过敏药,销售商品,抗感染药,保健食品,肾病药,提供劳务,呼吸系统药,儿童用药,医药原料及中间体"
002544.SZ,普天科技,"公网通信,智慧应用,通信网络服务,信息通信,通信,高端装备制造,通信网络系统,智能制造,专网通信与智慧应用"
002002.SZ,鸿达兴业,"综合服务,PVC,氢气,稀土化工,烧碱,氢气及相关设备,环保,PVC制品,氢能,化工,化工贸易,土壤调理剂,电子交易平台综合服务,液氯脱硫剂,商贸,电力,新材料"
603868.SH,飞科电器,"烫发器,颈椎按摩器,生活电器,加湿器,吸尘器,个护电器,毛球修剪器,电工电器,电吹风,女士剃毛器,电熨斗和挂烫机,电动剃须刀,鼻毛修剪器,小家电,电动理发器,电动牙刷,延长线插座"
603758.SH,秦安股份,"铸造分布,曲轴,机加分部,分部间抵销,缸盖,缸体,汽车零部件,铸造分部,机加分布"
300812.SZ,易天股份,"背光组装,设备,偏光片贴附,平板显示设备行,全贴合,偏贴,清洗设备,平板显示设备"
300344.SZ,立方数科,"建筑材料销售安装,工程数字化服务,工程数字化云服务,软件销售及技术服务,软件销售,太空板销售及安装,软件销售技术服务,硬件销售,技术服务,课程培训及相关服务"
300928.SZ,华安鑫创,"汽车电子,核心器件定制,软件系统开发,通用器件分销"
688200.SH,华峰测控,"测试系统,半导体器件专用设备制造,测试系统配件,配件"
601865.SH,福莱特,"工程玻璃,家居玻璃,浮法玻璃,矿石,光伏玻璃,福莱特集团,采矿"
,,"工程玻璃,家居玻璃,浮法玻璃,矿石,光伏玻璃,福莱特集团,采矿"
300916.SZ,朗特智能,"新型消费电子,智能控制器智能家居及家电,智能离网照明,智能家居及家电,智能,智能控制器消费电子,智能控制器汽车电子,智能新型消费电子,离网照明,智能控制器,消费电子,汽车电子"
000969.SZ,安泰科技,"特种粉末冶金材料及制品,先进功能材料及器件,金属新材料及制品,环保与高端科技服务业,高品质特钢及焊接材料,粉末冶金材料及制品"
300814.SZ,中富电路,"医疗电子,通信,多层板,印制电路板,单/双面板,消费电子,工业控制,汽车电子"
605378.SH,野马电池,"碳性电池,电气机械和器材制造业,碱性电池"
000639.SZ,西王食品,"植物油,营养补给品,食品加工"
600757.SH,长江传媒,",印刷,音像制品,纸浆物资贸易,期刊杂志,物资贸易,物资销售,大宗贸易,印装,一般图书,分部间抵销数,教材教辅"
300034.SZ,钢研高纳,"铸造合金,变形合金制品,新型合金,变形高温合金,新型高温合金,有色金属冶炼及压延加工,变形合金,新型合金制品,铸造合金制品,铸造高温合金"
688787.SH,海天瑞声,"训练数据相兰的应用服务,自然语言,软件和信息技术服务,智能语音,训练数据,训练数据相关的应用服务,应用服务,训练数据定制服务,计算机视觉,软件和信息技术服务业"
688670.SH,金迪克,"四价流感病毒裂解疫苗,疫苗,生物制药"
837242.BJ,建邦科技,"传动系统,制动系统,发动系统,转向系统,电子电气系统,汽车电子"
603511.SH,爱慕股份,"文胸,内裤,爱慕,品牌服饰运营,代工OEM,兰卡文,代加工,爱美丽,爱慕儿童,保暖衣,爱慕先生"
,,
601222.SH,林洋能源,"电工仪表,光伏,光伏--电费,智能配用电,节能储能,储能,电能表系统及配件,节能,电能表及系统,储能节能,光伏-EPC,LED,光伏发电,光伏EPC"
600189.SH,泉阳泉,"园林绿化,矿泉水报告分部,园林绿化分部,矿泉水,木材,矿泉水分部,绿化养护,木门及其配套,门业分部,设计,养护工程,售苗,门业,人造板,分部间抵销,未分配项目,绿化工程,苗木销售,设计费"
688401.SH,路维光电,
600006.SH,东风汽车,"轻型商用车,汽车制造业,客车及底盘,发动机,新能源车,铸件"
600156.SH,华升股份,",合并抵销,国际贸易,贸易-仪器设备,贸易-服装,贸易-布,贸易,药机销售,贸易-纱,医卫,贸易-出口机械贸易,纺织销售,纺织-服装,纺织生产-布,纺织-布,制药机械,医卫-口罩防护服,纺织生产-服装,抵消数,纺织生产-纱,纺织生产,纺织-纱"
300666.SZ,江丰电子,"钛靶,铝靶,LCD用碳纤维支撑,钽靶,零部件"
600452.SH,涪陵电力,"配电网节能,电网,节能,电力销售及工程安装,电力,节能服务"
600333.SH,长春燃气,"燃气安装,燃气销售"
832000.BJ,安徽凤凰,"空调滤清器,燃油滤清器,空气滤清器,机油滤清器"
002387.SZ,维信诺,"IT服务,OLED显示,OLED"
839680.BJ,广道高新,"广道网络行为安全管理平台,智感安防社区视频门禁系统,智感安防社区,广道网络安全管理系统,数据智能化应用,服务费,广道移动终端特征静默采集系统,社会视频资源统一接入系统,公共信息安全及解决方案,广道无线接入系统,数据采集"
600726.SH,*ST华源,"并网费,煤炭销售,售电,副销售,热力销售,供热,电力销售,电表销售及热能工程,咨询服务费,电表销售,工程施工"
688345.SH,博力威,"轻型车用锂离子电池,储能电池,锂离子电芯,消费电子电池,电气机械和器材制造业"
688365.SH,光云科技,"运营服务,配套硬件,SaaS,CRM短信,电商SaaS,SaaS及其增值服务业"
603328.SH,依顿电子,"四层线路板,印刷线路板,线路板,八层及以上线路板,双面线路板,六层线路板,线路板及相关"
688568.SH,中科星图,"系统集成,气象海洋,自然资源,航天测运控,市政,GEOVIS软件与数据销售,智慧政府,气象生态,GEOVIS技术开发与服务,GEOVIS软件销售与数据服务,交通,企业能源,GEOVIS一体机销售,特种领域,安全应急"
002171.SZ,楚江新材,"装备制造及新材料,铜导体材料,金属材料研发及制造,铜基材料,钢基材料,高端装备制造及新材料,碳纤维复合材料,高端装备碳纤维复合材料研发及制造,精密铜合金线材,高端装备碳纤维复合材料,高精度铜合金板带,特种钢材"
002687.SZ,乔治白,"衬衫,职业装,零售,设计费,西裤,上衣"
300547.SZ,川环科技,"非轮胎橡胶制品,汽车附件系统及制动软管,汽车附身系统软管,汽车附身系统及制动软管,汽车冷却系统软管,汽车燃油系统软管,摩托车软管"
002223.SZ,鱼跃医疗,"急救,医用临床,家用电子检测及体外诊断,感染控制解决方案,家用医疗,呼吸治疗解决方案,康复及临床器械,糖尿病护理解决方案,医用呼吸与供氧,外贸"
001231.SZ,农心科技,"杀虫剂,杀菌剂,除草剂"
300880.SZ,迦南智能,"电工仪器仪表,电能计量箱,物联网模组,三相智能电表,用电信息采集终端,用电信息采集,单相智能电表"
