证券代码,股票简称,所属同花顺行业,沪深指数,公司亮点,所属概念,机构持股占流通股比例,最终控制人持股比例,企业性质,最终控制人类型,最终控制人,控制人,三级行业,二级行业,一级行业,主营产品,投资逻辑,index,国家队机构名称,国家队持股比例
688480.SH,赛恩斯,环保-环境治理-综合环境治理,,主营重金属污染防治，主要客户包括江西铜业、紫金矿业等,"土壤修复,节能环保",39.12,33.41,民营企业,个人,"高亮云,高伟荣,高时会",个人,综合环保,环保,公共事业,污染防治,技术水平业内领先的重金属污染防治企业,,,
600708.SH,光明地产,房地产-房地产-住宅开发,中证2000,上海国资委控股公司，深耕华东地区的地产开发商,"冷链物流,土地流转,进口博览会,电子商务,迪士尼,统一大市场,特色小镇,国企改革,上海国企改革,地方国企改革",58.66,52.39,省属国资控股,地方国资委,上海市国资委,上海市国资委,住宅,房地产,金融,地产开发,上海国资委控股公司，深耕华东地区的地产开发商,,,
002289.SZ,ST宇顺,电子-光学光电子-面板,,中小尺寸液晶显示器产业链布局较为完善,"全息手机,触摸屏,消费电子,柔性屏(折叠屏),WIN升级",31.4,15.0,民营企业,个人,张建云,个人,显示面板,消费电子,科技,触控显示,液晶显示模组供应商之一,,,
688111.SH,金山办公,计算机-软件开发-横向通用软件,"沪深300,上证50",国内领先的办公软件和服务提供商，主营WPS Office办公软件,"人工智能,同花顺漂亮100,云办公,智谱AI,腾讯,鸿蒙,信创",76.05,13.85,民营企业,个人,雷军,个人,办公软件,计算机,科技,办公软件,国内领先的办公软件和服务提供商,,,
600360.SH,ST华微,电子-半导体-分立器件,,中国功率半导体器件行业连续十年排名第一,"小米,汽车芯片,第三代半导体,华为,节能电机,芯片封装测试,碳化硅,振兴东北,先进封装,超级计算机,芯片,汽车电子,新能源汽车,微电子,IGBT,芯片制造,军工",24.58,6.63,民营企业,个人,曾涛,个人,功率,半导体,科技,分立器件,国内家电用功率半导体的龙头企业,,,
301628.SZ,强达电路,电子-元件-印制电路板,,中国PCB百强企业，专注于中高端样板和小批量板产品,"5G,PCB,专精特新,毫米波雷达",,33.71,民营企业,个人,祝小华,个人,PCB,半导体,科技,PCB,,,,
000752.SZ,ST西发,食品饮料-饮料制造-啤酒,,西藏自治区唯一的啤酒生产企业,"西部大开发,啤酒,大消费",21.79,12.74,民营企业,个人,罗希,个人,啤酒,饮料,必需消费,啤酒,西藏自治区唯一的啤酒生产企业,,,
688321.SH,微芯生物,医药生物-化学制药-化学制剂,中证1000,自主研发出中国唯一治疗外周T细胞淋巴瘤的药物西达本胺片,"医保目录,猴痘,抗肿瘤,创新药",36.33,5.45,外资企业,境外,XIANPING LU,境外,制药,生物,生物医药,西达本胺片,自主研发中国唯一治疗外周T细胞淋巴瘤药物西达本胺片,,,
688336.SH,三生国健,医药生物-生物制品-其他生物制品,中证1000,中国第一批专注于抗体药物的创新型生物医药企业,"重组蛋白,单抗,创新药",88.26,4.08,外资企业,境外,LOU JING,境外,生物制品,生物,生物医药,益赛普,有自主研发、产业化及商业化能力的中国抗体药物领导者,,,
000040.SZ,ST旭蓝,公用事业-电力-新能源发电,,“智慧能源+环保治理”独特的产业模式，领先的环保新能源服务商,"储能,节能环保,美丽中国,华为,农村环境治理,TOPCON电池,绿色电力,固废处理,粮食,光伏,区块链,光伏建筑一体化,风电,生态农业,PPP,粤港澳大湾区,太阳能,大运会",17.43,19.22,民营企业,个人,李兆廷,个人,风光发电,电力,公共事业,光伏发电,环保新能源服务商之一,,,
000070.SZ,ST特信,通信-通信设备-通信线缆及配套,,深圳国资委旗下，深耕光通信行业30余年,"光纤,军工信息化,数据中心,无人机,东数西算(算力),地方国企改革,5G,芯片,百度,6G,F5G,抖音,深圳国企改革,国企改革,信创,IPV6,华为,算力租赁,智慧城市,一带一路,广东国企改革,宽带中国,智慧灯杆,人工智能,特高压,新基建,卫星导航,国资云,粤港澳大湾区,军工,智能电网",38.79,23.69,地市国资控股,地方国资委,深圳市人民政府国资委,深圳市人民政府国资委,光缆,通信,科技,光纤光缆,国内光纤光缆行业10强,,,
688307.SH,中润光学,计算机-计算机设备-安防设备,,数字安防超大倍率变焦镜头市占率全球第一，在超长焦镜头、工业无人机镜头等领域具备突出竞争地位,"人工智能,虚拟现实,华为,专精特新,无人机,智能座舱,机器视觉,机器人,无人驾驶,安防",18.66,30.04,民营企业,个人,张平华,个人,光学镜头,消费电子,科技,光学镜头,国内优质精密光学镜头研发商,,,
000506.SZ,*ST中润,有色金属-贵金属-贵金属Ⅲ,,国内、国际布局了相当规模的黄金及铅锌等矿产资源储量,"人民币贬值受益,小金属,一带一路,股权转让(并购重组),黄金",37.81,0.02,民营企业,个人,郭昌玮,个人,黄金,贵金属,资源,黄金,公司布局了相当规模的黄金及铅锌等矿产资源,,,
002586.SZ,*ST围海,建筑装饰-建筑装饰-基础建设,,国内现代海堤工程施工专业化水平位居前列的企业,"facebook,影视娱乐,海绵城市,文化传媒,海洋经济,舟山自贸区,PPP,水利,海岛整治修复,雄安新区,国企改革,地方国企改革",30.33,18.61,地市国资控股,地方国资委,余姚市国资办,余姚市国资办,电力建设,基建,建筑业,水利水电工程,全国水利系统中在近岸海域工程建设规模最大的公司之一,,,
300224.SZ,正海磁材,有色金属-金属新材料-磁性材料,中证1000,国内高性能钕铁硼永磁材料种类最全的生产企业,"小金属,新能源汽车,消费电子,电机电控,超级高铁,稀土永磁,磁悬浮,永磁高铁,北汽新能源",51.66,19.0,民营企业,个人,秘波海,个人,磁性材料,有色金属,资源,磁性器件,国内高性能钕铁硼永磁材料种类最全的生产企业,,,
000989.SZ,ST九芝,医药生物-中药-中药Ⅲ,,国家重点中药企业，公司是中国著名老字号,"创新药,医保目录,医药电商,互联网医疗,干细胞,中医药,毛发医疗,高股息精选",31.56,25.17,民营企业,个人,李振国,个人,中药,中药,生物医药,中成药,湖南省中华老字号医药企业,,,
603131.SH,上海沪工,机械设备-通用设备-其他通用设备,中证2000,国内较早从事焊接与切割设备生产的企业之一，国家高新技术企业,"工业母机,海工装备,长三角一体化,新能源汽车,卫星导航,专精特新,商业航天,工业机器人,机器人,军工,新型工业化",14.86,42.79,民营企业,个人,"舒宏瑞,缪莉萍,舒振宇",个人,焊割设备,机械设备,机械,焊接与切割设备,焊接、切割行业的龙头企业之一,,,
002750.SZ,*ST龙津,医药生物-中药-中药Ⅲ,,国内高纯度灯盏花素原料药制备工艺专利最早、最多的企业之一，子公司牧亚农业主营规模化种植工业大麻,"仿制药,西部大开发,工业大麻,中医药,细胞免疫治疗,创新药",57.04,32.11,民营企业,个人,樊献俄,个人,中药,中药,生物医药,心脑血管,生产天然植物药及化学药品冻干粉针剂的生物制药企业,,,
600715.SH,*ST文投,传媒-影视院线-影视院线Ⅲ,,北京市文资中心旗下，主营影院电影放映、影视投资、网络游戏,"影视娱乐,文化传媒,网络游戏,范冰冰,环球主题公园,股权转让(并购重组),虚拟现实,NFT,手机游戏,国企改革,网络直播,北京国企改革,地方国企改革",48.44,17.43,省属国资控股,地方国资委,北京市人民政府国资委,北京市人民政府国资委,影视,传媒,科技,院线+网游,从事影视投资、影院电影放映、网络游戏三大业务,,,
300724.SZ,捷佳伟创,电力设备-光伏设备-光伏加工设备,中证500,全球领先的光伏设备供应商，PERC工艺设备市占率第一，TOPCon工艺设备率先放量,"HJT电池,第三代半导体,TOPCON电池,光伏,钙钛矿电池,芯片,BC电池,2024三季报预增,锂电池,粤港澳大湾区,太阳能,芯片设备",11.33,23.43,民营企业,个人,"梁美珍,左国军,余仲",个人,光伏加工设备,光伏,电力设备,PECVD设备,在国内太阳能光伏设备和半导体设备领域处于领先地位,,,
000909.SZ,ST数源,房地产-房地产-住宅开发,,杭州市政府旗下，业务涉及商贸、电子信息、房产园区等，研产了国内首台一体化数字电视接收机,"智能建筑,物联网,智慧停车,充电桩,智能电视,智慧城市,共同富裕示范区,电子信息,无人驾驶,消费电子,车联网(车路协同),地方国企改革,浙江国企改革,5G,网络电视,换电,ETC,元宇宙,云办公,智能交通,数字电视,国企改革,智慧政务",42.06,37.29,地市国资控股,地方政府,杭州市人民政府,杭州市人民政府,住宅,房地产,金融,商贸业务,国内一体化数字电视接收机领先企业,,,
002528.SZ,ST英飞拓,计算机-计算机设备-安防设备,,深圳国资委旗下，国内为数不多的高端安防产品供应商之一,"智能建筑,物联网,军民融合,数字经济,商汤科技,华为,数据要素,智慧城市,东数西算(算力),机器视觉,谷歌,安防,地方国企改革,区块链,广东国企改革,5G,智慧灯杆,数字孪生,人工智能,智能家居,智能交通,华为鲲鹏,国资云,智能医疗,深圳国企改革,国企改革,智慧政务,信创,人脸识别,反恐",48.72,26.35,地市国资控股,地方国资委,深圳市国资委,深圳市国资委,安防,计算机,科技,安全监控,国内领先的数字经济建设与运营服务商,,,
688516.SH,奥特维,电力设备-光伏设备-光伏加工设备,中证500,江苏省民营科技企业,"储能,芯片,BC电池,锂电池,TOPCON电池,高端装备,机器视觉,光伏",13.73,47.31,民营企业,个人,"李文,葛志勇",个人,光伏加工设备,光伏,电力设备,光伏设备,光伏串焊机龙头,,,
002602.SZ,ST华通,传媒-游戏-游戏Ⅲ,,网络游戏和汽车用塑料零部件双主业的企业,"虚拟数字人,特斯拉,数据安全,脑机接口,数据中心,手机游戏,华为,IP,算力租赁,东数西算(算力),共同富裕示范区,中概股回归,云游戏,比亚迪,同花顺出海50,长三角一体化,新能源汽车,人工智能,虚拟现实,元宇宙,NFT,腾讯,电子竞技,VR游戏,网络游戏",30.94,,民营企业,,,,游戏,传媒,科技,游戏、汽车零部件,网络游戏和汽车用塑料零部件双主业的企业,,,
688279.SH,峰岹科技,电子-半导体-数字芯片设计,中证1000,国内在内核层面突破技术壁垒的首家电机驱动芯片设计企业,"芯片,新能源汽车",62.91,26.96,外资企业,"个人,境外","毕磊,毕超,高帅","个人,境外",电源管理,半导体,科技,电机主控芯片,专业的电机驱动芯片半导体公司,,,
603879.SH,ST永悦,基础化工-塑料制品-合成树脂,,福建地区较大的不饱和聚酯树脂生产企业之一，拥有区位优势,"贸易战受益股,低空经济,无人机,机器人,农机",24.46,13.45,民营企业,个人,陈翔,个人,合成树脂,合成材料,化工,不饱和聚酯树脂,不饱和聚酯树脂领域品种较为齐全的厂商之一,,,
688556.SH,高测股份,电力设备-光伏设备-光伏加工设备,中证1000,专业从事高硬脆材料切割设备和切割耗材的研发,"光伏,机器视觉,第三代半导体",11.02,29.13,民营企业,个人,张顼,个人,光伏加工设备,光伏,电力设备,高硬脆材料切割设备,三家主要的光伏切割设备的供应商之一,,,
688416.SH,恒烁股份,电子-半导体-数字芯片设计,中证2000,主营存储芯片和MCU芯片,"中芯国际,小米,芯片,人工智能,AI芯片,存储芯片,MCU芯片",43.24,23.42,民营企业,"个人,境外","吕轶南,XIANGDONG LU","个人,境外",存储,半导体,科技,存储芯片和MCU,“存储+控制”芯片领域领先企业,,,
603388.SH,ST元成,建筑装饰-建筑装饰-装饰园林,,浙江省级林业重点龙头企业,"先进封装,节能环保,园林开发,美丽中国,风电,新型城镇化,旅游",8.45,22.41,民营企业,个人,祝昌人,个人,园林景观,家居装修,建筑业,园林工程,环境综合服务商，浙江省级林业重点龙头企业,,,
301236.SZ,软通动力,计算机-IT服务-IT服务Ⅲ,中证500,国内IT外包市场头部企业，为众多国际知名企业提供综合性软件与信息技术服务,"虚拟数字人,小米,ERP,跨境支付(CIPS),多模态AI,职业教育,东数西算(算力),无人驾驶,5G,智能汽车,区块链底层,数字孪生,数字乡村,芯片,京津冀一体化,百度,联想,元宇宙,互联网金融,ChatGPT,虚拟电厂,低空经济,智能医疗,抖音,AI PC,信创,财税数字化,养老,芯片设计,数据安全,数字经济,人形机器人,AIGC,华为,数据要素,鸿蒙,电子信息,华为昇腾,阿里巴巴,智能座舱,工业互联网,算力租赁,长安汽车,区块链,国产操作系统,车联网(车路协同),数字货币,换电,华为欧拉,人工智能,跨境电商,腾讯,华为鲲鹏,机器人",34.06,23.8,民营企业,个人,刘天文,个人,软件外包,计算机,科技,软件外包业务,国内IT外包龙头，核心客户包括华为,,,
002050.SZ,三花智控,家用电器-白色家电-家电零部件,沪深300,全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制部件制造商，电子膨胀阀、四通换向阀、微通道换热器、新能源车热管理集成组件等产品市占率全球第一,"储能,华为汽车,特斯拉,小鹏汽车,人形机器人,家用电器,长安汽车,比亚迪,同花顺出海50,蔚来汽车,元器件,新能源汽车,空气能热泵,汽车热管理,理想汽车,燃料电池,机器人",68.33,24.62,民营企业,个人,"张道才,张少波,张亚波",个人,制冷电器,家电,可选消费,制冷器件,全球制冷控制元器件和新能源车热管理的龙头企业,,,
001207.SZ,联科科技,基础化工-橡胶制品-炭黑,中证2000,轮胎助剂行业的区域龙头企业,"炭黑,特高压,白炭黑",57.73,51.46,民营企业,个人,"吴晓林,吴晓强",个人,炭黑,合成材料,化工,二氧化硅和炭黑,公司炭黑产能行业第三,,,
688150.SH,莱特光电,电子-电子化学品-电子化学品Ⅲ,中证2000,国内为数不多能够生产OLED终端有机材料企业之一,"专精特新,OLED,西部大开发,OLED材料",40.6,53.97,民营企业,个人,王亚龙,个人,LED,消费电子,科技,OLED有机材料,国产OLED材料龙头企业之一，京东方国产供应商,,,
002336.SZ,*ST人乐,商贸零售-零售-百货零售,,西安曲江管委会旗下，中国30强零售连锁企业品牌之一,"广东自贸区,商超百货,跨境电商,预制菜,粤港澳大湾区,电子商务,网络直播,国企改革,地方国企改革",60.72,21.13,地市国资控股,地方政府,西安曲江新区管理委员会,西安曲江新区管理委员会,百货,零售,可选消费,全国性超市,高端精品超市运营者,,,
300546.SZ,雄帝科技,计算机-计算机设备-其他计算机设备,中证2000,联合国ICAO机读旅行证件设备供应商,"移动支付,量子科技,网约车,数据安全,电子车牌,电子身份证,数据要素,智慧城市,鸿蒙,无人驾驶,车联网(车路协同),区块链,蚂蚁金服,数字孪生,数字货币,人工智能,数字中国,专精特新,网络安全,腾讯,无人银行,二维码识别,机器人,智慧政务,信创,人脸识别",1.35,37.49,民营企业,个人,"高晶,郑嵩",个人,智能卡,通信,科技,身份识别、支付终端,身份信息+交通出行支付解决方案服务商,,,
000559.SZ,万向钱潮,汽车-汽车零部件-底盘与发动机系统,中证500,国内主要的独立汽车系统零部件专业生产基地之一,"固态电池,小米,电机电控,高股息精选,工业互联网,MCU芯片,比亚迪,小米汽车,新能源汽车,股权转让(并购重组),电动汽车,军工,北汽新能源",69.6,,民营企业,个人,鲁伟鼎,个人,汽车底盘,汽车零部件,汽车,万向节、减震器,国内主要的独立汽车系统零部件专业生产基地之一,,,
002424.SZ,ST百灵,医药生物-中药-中药Ⅲ,,苗药研发、生产龙头企业,"民营医院,乡村振兴,仿制药一致性评价,鱼蛋白,黔中经济区,抗癌,西部大开发,银屑病,创新药,流感,腾讯,医疗器械,中医药,肝炎,互联网医疗",13.75,17.55,民营企业,个人,姜伟,个人,中药,中药,生物医药,苗药,苗药领域龙头，终端覆盖率在全国名列前茅,,,
002451.SZ,摩恩电气,电力设备-电网设备-线缆部件及其他,中证2000,中国特种电缆行业领军企业,"高铁,充电桩,化债(AMC),物业管理,高端装备,智慧城市,光伏,融资租赁,5G,风电,机器人,智能电网,上海自贸区",6.99,38.23,民营企业,个人,问泽鸿,个人,电缆,电气设备,电力设备,电缆,中国特种电缆行业领军企业,,,
300806.SZ,斯迪克,基础化工-塑料制品-膜材料,中证2000,国内领先的多功能涂层复合材料综合解决方案供应商,"氢能源,特斯拉,苹果,PCB,华为,消费电子,无线耳机,富士康,新能源汽车,汽车电子,柔性屏(折叠屏),虚拟现实,光刻胶,专精特新,石墨烯",20.68,40.13,民营企业,个人,"金闯,施蓉",个人,膜材料,合成材料,化工,功能性薄膜材料,国内领先的多功能涂层复合材料综合解决方案供应商,,,
000584.SZ,*ST工智,机械设备-自动化设备-机器人,,以智能制造和工业机器人为主营业务，人工智能为研究方向,"固态电池,特斯拉,一体化压铸,高端装备,长安汽车,医疗机器人,机器视觉,工业机器人,比亚迪,蔚来汽车,医美,新能源汽车,人工智能,专精特新,锂电池,理想汽车,机器人,军工,新型工业化",27.11,10.9,民营企业,个人,"艾迪,乔徽",个人,机器人,机械设备,机械,高端智能装备制造,拥有完整的工业机器人产业链,,,
600530.SH,交大昂立,食品饮料-食品加工制造-其他食品,,中国保健品十大最具公信力品牌,"幽门螺杆菌,养老,保健品,电子商务,高校",56.81,21.19,民营企业,个人,嵇霖,个人,保健品,食品,必需消费,保健品,保健食品行业品牌优势,,,
000627.SZ,天茂集团,非银金融-保险-保险Ⅲ,中证1000,子公司国华人寿是一家全国性寿险公司,"养老,互联网保险,线型",51.4,49.96,民营企业,个人,刘益谦,个人,保险,非银金融,金融,寿险,控股子公司国华人寿是一家全国性寿险公司,,,
603557.SH,ST起步,纺织服饰-服装家纺-鞋帽及其他,,知名母婴童健康时尚产业品牌运营服务商，拥有中国最具价值前500品牌：ABC KIDS,"网红经济,网络直播,三胎",38.13,15.18,民营企业,个人,陈丽红,个人,鞋帽,纺织,可选消费,童鞋,知名母婴童健康时尚产业品牌运营服务商,,,
688123.SH,聚辰股份,电子-半导体-数字芯片设计,中证1000,领先的集成电路产品的研发设计和销售企业,"中芯国际,比亚迪,小米,特斯拉,芯片,汽车电子,汽车芯片,华为,专精特新,存储芯片,消费电子",56.27,25.96,民营企业,个人,陈作涛,个人,存储,半导体,科技,EEPROM,EEPROM市场占有率全球第三，国内第一,,,
603963.SH,*ST大药,医药生物-中药-中药Ⅲ,,主要产品为“中精牌”醒脑静注射液和参麦注射液，中国驰名商标,"中医药,西部大开发",32.2,38.31,民营企业,个人,"杨君祥,杨清龙,尹翠仙",个人,中药,中药,生物医药,醒脑静注射液,心脑血管中药注射剂生产企业,,,
688432.SH,有研硅,电子-半导体-半导体材料,中证1000,日资控股的半导体硅抛光片和刻蚀设备用硅材料生产商,"中芯国际,硅能源,台积电,芯片",65.22,17.26,外资企业,境外,方永义,境外,材料,半导体,科技,半导体硅材料,国内最早开展半导体硅片产业化的企业,,,
002261.SZ,拓维信息,计算机-软件开发-垂直应用软件,中证500,以教育科技、软件服务、移动游戏为主营业务的互联网公司,"虚拟数字人,移动支付,物联网,SNS,手机游戏,托育服务,电子商务,东数西算(算力),智能交通,SAAS,智慧政务,信创,动漫,幼儿教育,三胎,华为,算力租赁,鸿蒙,电子信息,华为昇腾,智慧城市,工业互联网,国产操作系统,车联网(车路协同),在线教育,人工智能,华为欧拉,华为鲲鹏,机器人",3.55,11.78,民营企业,个人,李新宇,个人,教育软件,社会服务,可选消费,教育云平台,业务涵盖政企数字化、智能计算、鸿蒙生态的软件厂商,,,
688356.SH,键凯科技,医药生物-化学制药-原料药,中证2000,致力于医用药用聚乙二醇产业化的高新技术企业,"医疗器械,3D打印,医美,创新药",8.27,24.55,外资企业,,XUAN ZHAO,XUAN ZHAO,原料药,生物,生物医药,医用药用聚乙二醇,在聚乙二醇研发、生产等技术领域处于国内领先地位,,,
688348.SH,昱能科技,电力设备-光伏设备-逆变器,中证500,外销为主的微型逆变器厂商，市占率全球居前，兼营储能、智控关断器等产品,"储能,人民币贬值受益,专精特新,共同富裕示范区,光伏",26.53,26.87,其他,"个人,境外","凌志敏,罗宇浩","个人,境外",逆变器,光伏,电力设备,微型逆变器,微型逆变器市占率国内第一，全球第二,,,
000622.SZ,*ST恒立,综合-综合-综合Ⅲ,,我国最早从事汽车空调开发的生产企业,"新能源汽车,小金属,汽车热管理",27.98,,民营企业,,,,汽车热管理,汽车零部件,汽车,空调及零部件贸易,全资子公司目前主要开展国内大宗商品贸易业务,,,
002121.SZ,科陆电子,电力设备-电网设备-电气自控设备,,国内用电采集系统领域龙头企业,"储能,充电桩,电力改革,能源互联网,一带一路,电力物联网,新能源汽车,磷酸铁锂,虚拟电厂,锂电制造,新基建,锂电池,智能电网",26.2,6.75,民营企业,个人,何享健,个人,电控设备,电气设备,电力设备,电力测量仪器仪表及检查装置,国内用电采集系统领域龙头企业,,,
300444.SZ,双杰电气,电力设备-电网设备-输变电设备,中证2000,立足智能电气设备和新能源产业，为客户提供集“风、光、储、充、换” 一站式全生命周期综合能源服务,"储能,高压快充,充电桩,数字经济,数据中心,华为,轨道交通,一带一路,高端装备,绿色电力,长安汽车,电力物联网,钒电池,工业互联网,光伏,新疆振兴,比亚迪,换电,新能源汽车,股权转让(并购重组),光伏建筑一体化,碳中和,虚拟电厂,风电,柔性直流输电,锂电池,机器人,智能电网",7.45,19.82,民营企业,个人,赵志宏,个人,输变电,电气设备,电力设备,变压器,国内第一批自主研发、制造生产环网配电设备的企业之一,,,
300720.SZ,海川智能,机械设备-通用设备-仪器仪表,,主要从事自动衡器领域，建立了较为完整的研发体系,"机器人,服务机器人,东盟自贸区,台湾",1.03,40.86,民营企业,个人,郑锦康,个人,仪器仪表,机械设备,机械,自动衡器,掌握了完整的组合秤设计生产相关的技术工艺,,,
002305.SZ,南国置业,房地产-房地产-商业地产,中证2000,中国电建集团旗下，以商业地产为引导的综合性物业开发企业,"央企国企改革,武汉自贸区,租售同权,PPP,物业管理,雄安新区,特色小镇,国企改革,土地增值",42.58,40.49,央企国资控股,国资委,国资委,国资委,商业地产,房地产,金融,湖北武汉地产,中国电建集团旗下，以商业地产为引导的综合性开发企业,,,
688347.SH,华虹公司,电子-半导体-集成电路制造,,上海国资委旗下，全球最大的智能卡IC制造代工企业，全球产能第一的功率器件晶圆代工企业,"芯片,国企改革,国家大基金持股,消费电子,存储芯片,上海国企改革,地方国企改革",34.03,25.93,省属国资控股,地方国资委,上海市国资委,上海市国资委,代工,半导体,科技,晶圆代工,,434.0,大基金二期,12.35
688682.SH,霍莱沃,国防军工-军工电子-军工电子Ⅲ,,电磁场仿真分析和相控阵校准测试细分领域具有高知名度和强竞争力的高新技术企业,"5G,军工信息化,卫星导航,低空经济,商业航天,军工,毫米波雷达",13.51,28.03,民营企业,个人,周建华,个人,军工电子,军工,公共事业,无线通信系统,国内无线通信系统细分领域领先企业,,,
688621.SH,阳光诺和,医药生物-医疗服务-医疗研发外包,中证2000,国内较早对外提供药物研发服务的CRO公司之一,"养老金持股,创新药,专精特新,仿制药,CRO,减肥药",17.75,27.59,民营企业,个人,利虔,个人,CRO,医疗服务,生物医药,研发外包服务,CRO行业领先企业,448.0,社保基金,3.24
600775.SH,南京熊猫,通信-通信设备-通信终端及配件,中证1000,爱立信重要的全球供应中心之一,"央企国企改革,脑机接口,军工,数据中心,无人机,轨道交通,智慧城市,电子信息,工业机器人,消费电子,工业互联网,卫星导航,通信基站,新基建,智能交通,机器人,国企改革,新型工业化",32.93,19.91,央企国资控股,国资委,国资委,国资委,通信终端,通信,科技,电子制造、信息网络设备,智能制造和平安城市领域重要企业,,,
688435.SH,英方软件,计算机-软件开发-横向通用软件,中证2000,国内数据复制与保护的纯软件市场前三大供应商之一,"数据安全,数字经济,互联网金融,华为鲲鹏,专精特新,华为,数据要素,信创",33.23,32.88,民营企业,个人,"江俊,胡军擎",个人,信息安全,计算机,科技,数据复制相关软件,国内领先的第三方数据备份与恢复软件,,,
300711.SZ,广哈通信,通信-通信设备-其他通信设备,中证2000,广州国资委旗下，在国防、电力领域指挥调度通信产品市场中处于领先地位,"军工信息化,高铁,军民融合,量子科技,军工,语音技术,广东国企改革,地方国企改革,5G,专网通信,人工智能,卫星导航,低空经济,华为鲲鹏,智能电网,国企改革,信创,人脸识别",66.86,59.7,地市国资控股,地方国资委,广州市国资委,广州市国资委,交通管理,计算机,科技,多媒体指挥调度系,国内领先的数字与多媒体指挥调度系统供应商,,,
300580.SZ,贝斯特,汽车-汽车零部件-底盘与发动机系统,中证2000,主营各类精密零部件及工装夹具产品，拥有优质的客户资源,"华为汽车,比亚迪,工业母机,特斯拉,新能源汽车,人形机器人,轨道交通,燃料电池,工业机器人,机器人,新型工业化",59.58,55.89,民营企业,个人,曹余华,个人,汽车模具,汽车零部件,汽车,精密零部件、夹具,中国工装夹具制造业的龙头核心企业,,,
600178.SH,东安动力,汽车-汽车零部件-底盘与发动机系统,中证2000,兵装集团所属中国长安旗下，国内最大的微型汽车发动机生产企业,"华为汽车,央企国企改革,中兵系,减速器,华为,振兴东北,长安汽车,黑龙江自贸区,新能源汽车,低空经济,理想汽车,飞行汽车(eVTOL),国六标准、国六排放、国六,国企改革,北汽新能源",51.72,49.99,央企国资控股,国资委,国资委,国资委,动力系统,汽车零部件,汽车,微型发动机,国内汽车油位传感器领域市占率领先的高新技术企业,,,
000099.SZ,中信海直,交通运输-机场航运-航空运输,中证2000,全国性甲类通用航空企业，我国通用航空业首家上市公司,"海上风电,海洋经济,军工,华为,无人机,三沙,卫星导航,风电,低空经济,粤港澳大湾区,飞行汽车(eVTOL),国企改革",41.67,12.67,央企国资控股,中央国家机关,财政部,财政部,航空公司,空运,交通运输,通航运输,国内通用航空业首家上市公司,,,
300696.SZ,爱乐达,国防军工-军工装备-航空装备,中证2000,曾获获得中航工业下属飞机制造单位“优秀供应商”荣誉,"贸易战受益股,西部大开发,军民融合,成飞,大飞机,低空经济,商业航天,无人机,军工",4.15,48.08,民营企业,个人,"丁洪涛,范庆新,冉光文,谢鹏",个人,飞机,军工,公共事业,飞机零部件精加工,航空零件加工龙头，参与了30余型号、上万项产品的研产,,,
688798.SH,艾为电子,电子-半导体-模拟芯片设计,中证1000,国内智能手机中数模混合信号、模拟、射频芯片产品的主要供应商之一,"比亚迪,小米,芯片,联想,汽车芯片,智能穿戴,华为,专精特新,MCU芯片",26.49,41.89,民营企业,个人,孙洪军,个人,射频,半导体,科技,音频功放芯片,智能手机中数模混合信号、模拟芯片的主要供应商之一,,,
600579.SH,克劳斯,机械设备-专用设备-其他专用设备,,中国化工集团旗下的化工装备上市平台，全球最大的橡塑机械和系统解决方案供应商之一,"可降解塑料,央企国企改革,3D打印,节能环保,新能源汽车,股权转让(并购重组),跨境电商,高端装备,机器人,国企改革,新型工业化",62.89,62.28,央企国资控股,国资委,国资委,国资委,油气设备,机械设备,机械,注塑成型设备,塑料和橡胶加工机械行业的全球领先企业,,,
600165.SH,*ST宁科,基础化工-化学制品-其他化学制品,,公司钢丝绳制造技术在国内处于领先水平,"线材,节能环保,西部大开发,活性炭",29.2,28.32,民营企业,个人,虞建明,个人,化学制品,化学制品,化工,活性炭制品,子公司宁夏华辉是国内单厂生产规模最大活性炭企业之一,,,
000688.SZ,国城矿业,有色金属-工业金属-铅锌,中证1000,以锌、铅、铜为主要品种的有色金属采选企业,"白银,铁矿石,小金属,锂矿,钼,西部大开发,金属锌,锂电池,金属铅,金属钴,金属铜,钛白粉",79.02,54.02,民营企业,个人,吴城,个人,铅锌,有色金属,资源,锌,国内重要的锌精矿、铅精矿、银精矿生产企业,,,
600719.SH,大连热电,公用事业-电力-热力,,大连国资委旗下，大连地区供热、供电联产龙头企业,"大连自贸区,振兴东北,辽宁国企改革,国企改革,东北亚经贸中心,地方国企改革",37.04,31.1,地市国资控股,地方国资委,大连市人民政府国资委,大连市人民政府国资委,热电,电力,公共事业,蒸汽,大连市城市中心区核心供热企业,,,
688615.SH,合合信息,计算机-软件开发-垂直应用软件,,中国商业信息查询领先企业，主营智能文字识别等业务,"数据安全,AIGC,华为,数据要素,鸿蒙,华为昇腾,人工智能,互联网金融,抖音,机器人,智慧政务,财税数字化",9.26,24.19,民营企业,个人,镇立新,个人,人工智能,计算机,科技,文字识别,,,,
600078.SH,澄星股份,基础化工-农化制品-磷肥及磷化工,,国内精细化程度高、产品种类多和技术成熟的精细磷化工企业,"循环经济,磷化工,绿色电力",41.8,18.39,民营企业,个人,李星星,个人,化肥,化学制品,化工,磷酸,国内精细磷化工的龙头企业,,,
