证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
002176.SZ,江特电机,-102.57,-26.51,4.55,-6.61,-3.27,-1.44,,0.0,-17.88,12.7,43.39,0.03,扣非亏损,扣非亏损,亏损,-0.97
603188.SH,亚邦股份,106.11,-13.91,3.8,-1.33,2.73,1.99,,0.0,56.52,-3.31,55.48,0.03,扣非亏损,扣非亏损,77.73,-0.97
600877.SH,电科芯片,1881.3,-1306.6,10.08,-0.39,0.4,0.23,,0.0,-121.12,-13.17,16.44,0.03,扣非亏损,扣非亏损,9406.51,-0.97
600693.SH,东百集团,112.1,197.08,3.72,2.2,2.49,2.92,1.14,60.75,-0.6,-0.89,69.72,0.03,-221.69,89.75,45.02,0.05
920046.BJ,亿能电力,180.75,245.13,11.82,4.91,4.94,3.81,0.53,0.0,1.07,-3.33,44.08,0.03,-73.57,99.83,73.18,0.04
301299.SZ,卓创资讯,53.96,58.2,6.0,7.45,8.02,6.06,3.14,50.85,-0.24,5.56,39.87,0.03,10.48,7.81,6.73,0.16
300587.SZ,天铁科技,-101.74,-86.62,3.28,-2.9,-2.36,-0.74,0.61,0.0,-159.57,9.91,59.71,0.03,扣非亏损,扣非亏损,亏损,-0.97
600552.SH,凯盛科技,78.4,161.24,3.16,2.0,3.04,2.27,0.44,0.0,23212.75,-9.21,60.65,0.03,-17.5,161.6,51.58,0.04
688500.SH,慧辰股份,-80.18,-48.58,6.48,-6.46,-5.94,-4.24,,0.0,19.11,0.29,27.7,0.03,扣非亏损,扣非亏损,亏损,-0.97
300549.SZ,优德精密,220.57,604.18,4.55,0.64,1.54,1.25,0.31,0.0,-58.52,-3.53,24.12,0.03,-171.07,1897.86,286.45,0.03
600976.SH,健民集团,13.64,18.02,2.01,10.19,11.42,7.3,2.16,0.0,-5.58,3.09,40.05,0.03,5.84,3.54,2.39,0.32
688480.SH,赛恩斯,69.91,64.05,6.31,6.64,6.72,4.71,2.32,0.0,-10.78,34.9,41.57,0.03,1.84,19.3,20.81,0.09
688303.SH,大全能源,-35.55,-19.91,1.3,-2.76,-2.71,-2.73,,0.0,6.54,27.93,8.2,0.03,扣非亏损,扣非亏损,亏损,-0.97
300004.SZ,南风股份,149.58,93.63,3.75,1.81,1.89,1.7,,0.0,2.85,6.83,17.5,0.03,13.71,103.27,158.28,0.04
002418.SZ,康盛股份,283.43,-60.72,3.63,0.79,0.97,1.04,,0.0,179.75,6.43,50.05,0.03,扣非亏损,危险信号,584.38,0.03
300322.SZ,硕贝德,177.73,-638.58,12.05,4.62,5.1,2.86,,0.0,4893.25,-0.53,69.12,0.03,扣非亏损,危险信号,69.7,0.03
603665.SH,康隆达,31.64,-15.92,7.88,7.02,19.87,6.84,,0.0,207.72,13.85,69.59,0.03,扣非亏损,危险信号,3.18,-0.19
688323.SH,瑞华泰,-54.91,-64.36,6.07,-6.91,-6.88,-1.09,,0.0,-27.84,2.99,65.42,0.03,扣非亏损,扣非亏损,亏损,-0.97
002992.SZ,宝明科技,-1409.87,-1263.95,12.88,-0.75,-0.69,0.46,,0.0,93.36,13.37,66.72,0.03,扣非亏损,扣非亏损,亏损,-0.97
002311.SZ,海大集团,15.43,16.39,3.37,16.99,16.67,10.04,2.24,12.58,18.71,10.4,47.78,0.03,1.58,0.96,0.93,1.07
300565.SZ,科信技术,-33.21,-20.83,5.49,-11.72,-11.63,-3.97,,0.0,46.98,-3.85,61.64,0.03,扣非亏损,扣非亏损,亏损,-0.97
688683.SH,莱尔科技,137.87,156.5,5.53,2.79,3.04,2.19,0.33,0.0,26.7,5.54,36.41,0.03,28.26,112.17,90.7,0.04
688010.SH,福光股份,-77.64,-85.77,2.9,-4.18,-2.82,-1.91,0.2,0.0,-41.43,-1.08,37.43,0.03,扣非亏损,扣非亏损,亏损,-0.97
688244.SH,永信至诚,-45.91,-148.21,3.47,-5.94,-5.5,-4.85,0.2,0.0,-53.28,4.34,12.89,0.03,扣非亏损,扣非亏损,亏损,-0.97
000056.SZ,皇庭国际,-0.66,-3.14,-1.03,,,-58.19,,0.0,-23.01,6.91,201.63,0.03,扣非亏损,,,-10.0
600706.SH,曲江文旅,-81.01,-87.76,4.23,-12.86,-3.84,0.02,,0.0,54.68,5.79,76.61,0.03,扣非亏损,扣非亏损,亏损,-0.97
002058.SZ,*ST威尔,11.64,-398.08,75.76,-0.24,39.56,35.97,,0.0,98.27,-9.95,75.43,0.03,扣非亏损,扣非亏损,0.59,-0.97
688019.SH,安集科技,53.71,64.04,13.12,17.81,20.2,15.87,0.32,0.0,40.16,40.0,30.16,0.03,1.6,7.19,5.32,0.17
603099.SH,长白山,58.08,79.03,8.96,12.21,11.92,12.97,0.19,0.0,-3.73,79.88,22.77,0.03,0.99,12.95,9.74,0.11
002654.SZ,万润科技,328.19,1094.82,7.76,0.56,1.73,1.34,,0.0,-42.09,4.35,65.32,0.03,251.88,3938.19,379.41,0.03
002792.SZ,通宇通讯,746.28,-1085.5,9.02,0.06,1.0,0.49,0.17,0.0,-93.09,-4.77,19.75,0.03,扣非亏损,危险信号,1492.57,0.03
688558.SH,国盛智科,26.21,30.75,2.5,6.86,7.22,6.02,2.81,0.0,20.72,-2.93,24.94,0.03,-10.48,8.96,7.26,0.14
688510.SH,航亚科技,87.31,116.68,7.63,5.6,6.65,4.59,1.15,0.0,-27.93,31.76,38.77,0.03,3.67,41.66,26.25,0.06
688786.SH,悦安新材,53.07,60.3,5.82,7.89,8.43,7.24,1.02,0.0,10.65,1.88,28.87,0.03,32.07,15.28,12.59,0.1
688135.SH,利扬芯片,6914.44,-125.17,6.38,-0.17,0.07,0.89,,0.0,84.06,7.96,55.25,0.03,扣非亏损,扣非亏损,197555.31,-0.97
688027.SH,国盾量子,-1792.36,-1177.81,19.69,-1.99,-0.82,-1.04,,0.0,12.19,17.79,9.66,0.03,扣非亏损,扣非亏损,亏损,-0.97
300441.SZ,鲍斯股份,23.01,25.35,2.0,6.08,6.23,5.54,5.16,0.0,-39.23,2.75,27.57,0.03,9.2,8.33,7.39,0.15
301281.SZ,科源制药,84.75,87.93,2.59,1.66,2.3,1.93,0.67,0.0,-15.84,3.3,14.6,0.03,26.67,105.99,73.7,0.04
600127.SH,金健米业,267.62,730.02,6.59,0.87,1.86,1.13,,0.0,305.5,-13.55,58.86,0.03,-53.86,1681.49,287.76,0.03
002679.SZ,福建金森,-84.21,156.54,3.62,-3.18,-3.15,0.35,0.45,0.0,16.05,-7.14,62.17,0.03,-21.92,困境反转,亏损,0.05
603755.SH,日辰股份,39.45,50.57,4.52,8.67,8.68,7.15,0.92,55.17,21.99,6.75,31.85,0.03,7.49,5.84,4.55,0.2
920593.BJ,鼎智科技,178.14,228.0,8.79,3.49,3.91,3.41,0.53,0.0,-10.98,10.63,8.68,0.03,21.45,130.75,91.12,0.04
603496.SH,恒为科技,174.88,-391.68,6.53,2.5,2.83,2.09,0.15,8.99,-56.89,19.52,28.48,0.03,扣非亏损,危险信号,61.8,0.03
603332.SH,苏州龙杰,39.56,79.93,2.26,3.03,4.27,3.81,2.56,0.0,-25.27,18.13,15.07,0.03,4.41,52.74,18.53,0.05
603058.SH,永吉股份,34.85,61.8,3.67,5.2,7.89,7.98,1.3,0.0,-44.84,28.57,29.46,0.03,2.16,23.76,8.83,0.08
688701.SH,卓锦股份,-20.5,-15.99,9.72,-28.59,-30.18,-8.59,,0.0,-15.58,-9.83,69.65,0.03,扣非亏损,扣非亏损,亏损,-0.97
600773.SH,西藏城投,-83.74,-45.78,2.66,-2.39,-2.35,-0.61,0.09,0.0,23.22,-18.47,58.23,0.03,扣非亏损,扣非亏损,亏损,-0.97
002846.SZ,英联股份,140.68,-416.01,4.7,1.92,2.54,2.25,,0.0,1737.5,3.86,60.53,0.03,扣非亏损,危险信号,110.77,0.03
601698.SH,中国卫通,426.78,726.28,10.25,1.74,1.82,1.29,0.16,0.0,-2.73,-1.13,12.56,0.03,-642.15,836.1,469.76,0.03
300606.SZ,金太阳,158.41,-278.89,6.56,3.2,3.1,2.6,0.63,0.0,11.58,6.19,43.64,0.03,扣非亏损,危险信号,102.2,0.03
300851.SZ,交大思诺,84.16,54.38,2.03,1.54,1.8,1.47,1.62,0.0,40.54,-0.85,11.5,0.03,-63.89,70.52,93.51,0.05
300319.SZ,麦捷科技,32.84,41.95,2.27,3.93,5.29,3.85,0.92,0.0,-16.68,-1.63,34.65,0.03,-25.75,21.37,12.42,0.08
688652.SH,京仪装备,112.31,156.36,8.82,5.16,6.03,3.15,0.25,0.0,7.15,27.5,51.63,0.03,5.69,60.56,37.25,0.05
920566.BJ,梓橦宫,22.15,22.3,2.05,6.21,7.0,6.97,2.19,0.0,-0.41,-0.53,12.04,0.03,-41.95,7.18,6.33,0.17
301522.SZ,上大股份,140.43,171.42,7.58,2.98,4.1,2.43,0.32,0.0,-45.32,40.82,50.71,0.03,4.2,114.87,68.5,0.04
603159.SH,上海亚虹,-665.23,998.81,7.47,-1.1,-0.83,-0.65,0.42,0.0,-135.73,-10.2,16.97,0.03,-97.89,困境反转,亏损,0.03
002753.SZ,永东股份,48.86,42.96,1.38,1.94,2.09,2.27,2.39,0.0,-44.37,4.59,30.74,0.03,9.35,44.25,46.75,0.06
600071.SH,凤凰光学,151.36,1259.6,11.78,1.85,6.0,2.64,,0.0,117.97,2.33,65.91,0.03,540.68,1362.32,50.46,0.03
920273.BJ,一致魔芋,41.21,42.2,5.27,8.8,9.86,9.49,2.39,0.0,-2.94,8.38,14.28,0.03,5.04,9.59,8.36,0.14
688021.SH,奥福科技,-18997.8,-74.65,2.01,-0.47,-0.01,0.35,,0.0,88.37,0.02,26.25,0.03,扣非亏损,扣非亏损,亏损,-0.97
002819.SZ,东方中科,-75.38,-39.71,2.05,-3.47,-2.96,-2.56,0.11,0.0,-1.46,20.44,30.16,0.03,扣非亏损,扣非亏损,亏损,-0.97
300855.SZ,图南股份,85.63,109.25,7.15,6.12,6.23,5.06,1.14,41.67,-53.64,24.3,31.06,0.03,4.5,17.86,13.75,0.09
300025.SZ,华星创业,-55.56,-36.98,5.48,-7.04,-7.13,-4.06,,0.0,6.42,-1.12,39.88,0.03,扣非亏损,扣非亏损,亏损,-0.97
688759.SH,必贝特,-126.82,,84.38,-47.67,-42.51,-36.89,,0.0,9.43,,14.04,0.03,,,亏损,0.2
300466.SZ,赛摩智能,-428.54,-62.65,7.48,-1.63,-1.3,-0.79,,0.0,45.01,2.24,46.49,0.03,扣非亏损,扣非亏损,亏损,-0.97
000566.SZ,海南海药,-24.94,-6.62,28.94,-67.79,-60.17,-2.25,,0.0,-8.82,-21.16,94.43,0.03,扣非亏损,扣非亏损,亏损,-0.97
000518.SZ,*ST四环,-157.51,-33.59,7.43,-4.03,-3.48,-2.35,,0.0,9.61,-16.48,24.29,0.03,扣非亏损,扣非亏损,亏损,-0.97
000716.SZ,黑芝麻,511.73,277.16,1.83,-0.25,0.27,1.01,0.73,0.0,-114.28,-14.75,40.85,0.03,-18.79,-2239.65,3790.56,0.03
603959.SH,百利科技,-18.1,-8.01,117.24,-154.94,-141.68,-4.25,,0.0,28.98,44.1,98.16,0.03,扣非亏损,扣非亏损,亏损,-0.97
688799.SH,华纳药厂,22.09,59.47,3.06,5.21,11.01,7.94,1.43,0.0,-26.52,7.4,28.36,0.03,8.04,22.84,4.01,0.08
920010.BJ,凯添燃气,72.2,80.06,3.82,3.92,4.01,3.64,0.57,0.0,-21.32,6.3,31.35,0.03,12.71,40.89,36.01,0.06
688536.SH,思瑞浦,152.91,-885.45,4.43,1.49,2.29,2.01,,0.0,149.03,2.45,13.72,0.03,扣非亏损,危险信号,133.54,0.03
688363.SH,华熙生物,67.53,-672.53,3.22,2.67,3.63,3.26,0.22,0.0,-43.2,4.16,16.29,0.03,扣非亏损,危险信号,37.21,0.03
603030.SH,全筑股份,-30.51,-35.76,4.13,-7.54,-9.83,-2.35,,0.0,-27.1,-41.11,54.59,0.03,扣非亏损,扣非亏损,亏损,-0.97
002079.SZ,苏州固锝,100.94,155.09,2.73,0.69,2.04,1.75,0.19,0.0,26.14,31.67,19.73,0.03,4.9,447.32,98.96,0.03
300774.SZ,倍杰特,65.74,121.59,6.16,6.19,7.06,5.04,3.42,0.0,-35.83,18.29,36.17,0.03,6.65,39.28,18.62,0.06
301007.SZ,德迈仕,111.1,112.17,8.28,5.19,5.64,3.71,1.25,0.0,-2.16,10.5,34.56,0.03,10.68,43.26,39.4,0.06
300343.SZ,ST联创,290.21,-808.01,3.31,0.36,0.84,0.66,,0.0,124.44,-17.83,19.84,0.03,扣非亏损,危险信号,690.98,0.03
301272.SZ,英华特,90.46,82.03,2.39,1.44,1.96,1.4,1.74,0.0,-68.26,16.13,19.21,0.03,5.08,113.75,92.31,0.04
002759.SZ,天际股份,-137.37,-14.45,6.0,-3.25,-3.24,-1.57,,0.0,46.1,2.01,41.88,0.03,扣非亏损,扣非亏损,亏损,-0.97
002366.SZ,融发核电,-158.64,-205.36,3.4,-1.41,-1.59,-0.87,,0.0,-167.7,34.72,36.12,0.03,扣非亏损,扣非亏损,亏损,-0.97
688166.SH,博瑞医药,283.27,358.24,7.96,1.91,2.01,1.07,0.32,0.0,-73.41,7.11,52.77,0.03,50.35,375.73,281.86,0.03
603683.SH,晶华新材,88.89,110.77,4.74,4.2,4.39,2.69,1.0,0.0,8.62,10.85,46.06,0.03,10.21,52.79,40.48,0.05
688120.SH,华海清科,59.32,64.9,8.69,10.57,11.55,7.12,0.34,0.0,17.61,64.26,42.44,0.03,1.01,12.28,10.27,0.11
002951.SZ,金时科技,-117.44,-83.55,3.22,-2.04,-1.88,-1.93,14.97,0.0,-5.22,291.49,15.7,0.03,扣非亏损,扣非亏损,亏损,-0.97
688116.SH,天奈科技,62.52,69.8,4.42,5.19,5.72,4.52,0.38,0.0,-1.79,6.3,34.44,0.03,11.08,26.92,21.86,0.07
301293.SZ,三博脑科,141.43,175.26,6.75,3.67,3.59,3.56,0.34,0.0,-4.85,8.5,29.57,0.03,20.61,95.63,78.79,0.04
300260.SZ,新莱应材,110.82,118.31,10.32,6.87,7.16,3.68,0.22,0.0,-24.65,12.03,61.75,0.03,9.83,34.44,30.96,0.06
600337.SH,美克家居,-12.39,-4.54,1.45,-17.12,-8.37,-1.48,0.65,0.0,15.33,-13.53,63.25,0.03,扣非亏损,扣非亏损,亏损,-0.97
920455.BJ,汇隆活塞,51.12,61.94,4.58,6.31,6.61,6.86,2.58,0.0,8.33,4.13,12.74,0.03,14.99,19.64,15.47,0.08
603778.SH,国晟科技,-43.59,-34.48,12.07,-19.07,-19.17,-5.94,,0.0,0.39,174.4,70.52,0.03,扣非亏损,扣非亏损,亏损,-0.97
603488.SH,展鹏科技,-39.59,-49.58,3.18,-6.49,-5.79,-5.68,0.38,0.0,-211.45,-1.03,33.84,0.03,扣非亏损,扣非亏损,亏损,-0.97
002130.SZ,沃尔核材,31.24,35.12,5.54,13.6,13.97,9.77,0.54,0.0,28.45,8.99,44.73,0.03,3.91,5.17,4.47,0.23
300884.SZ,狄耐克,-1845.68,-75.79,3.11,-1.18,-0.13,-0.71,0.89,0.0,-6269.25,-8.07,27.22,0.03,扣非亏损,扣非亏损,亏损,-0.97
301372.SZ,科净源,89.32,-21.84,2.41,1.21,2.04,1.54,,0.0,124.07,-25.49,44.91,0.03,扣非亏损,危险信号,87.57,0.0
920199.BJ,倍益康,618.54,822.77,5.25,-0.29,0.64,0.48,0.76,0.0,-109.22,-2.85,26.56,0.03,-288.52,-5600.9,1932.95,0.03
002186.SZ,全聚德,105.36,-112.92,4.25,1.89,3.07,2.28,,0.0,-75.14,24.34,41.52,0.03,扣非亏损,危险信号,68.64,0.02
688600.SH,皖仪科技,102.51,74.38,4.63,1.33,3.37,2.25,0.74,0.0,126.44,10.22,41.47,0.03,7.28,111.97,60.84,0.04
300808.SZ,久量股份,-80.01,-109.63,5.23,-4.26,-4.82,-4.51,,0.0,-171.43,-11.61,17.4,0.03,扣非亏损,扣非亏损,亏损,-0.97
301137.SZ,哈焊华通,266.16,228.88,6.75,1.23,1.9,1.56,0.52,0.0,397.16,-2.77,39.67,0.03,-82.68,371.16,280.17,0.03
688311.SH,盟升电子,-116.26,-40.44,4.66,-3.49,-2.95,-2.38,,0.0,60.69,-29.37,29.99,0.03,扣非亏损,扣非亏损,亏损,-0.97
300076.SZ,GQY视讯,-74.65,-44.13,3.49,-3.96,-3.45,-3.41,,0.0,-12.66,3.4,10.31,0.03,扣非亏损,扣非亏损,亏损,-0.97
000586.SZ,汇源通信,138.36,715.53,8.04,3.54,4.46,3.35,,0.0,454.14,-1.5,43.66,0.03,-477.4,403.78,62.05,0.03
300131.SZ,英唐智控,480.0,757.04,9.44,1.44,1.48,2.25,,0.0,-44.74,-4.9,50.02,0.03,-154.57,1049.62,648.65,0.03
000615.SZ,*ST美谷,-33.34,-17.22,-21.74,,,-3.48,,0.0,-25.6,-10.34,102.72,0.03,扣非亏损,,,-10.0
688617.SH,惠泰医疗,38.08,42.94,10.59,21.88,22.41,21.66,0.47,0.0,18.5,35.88,12.24,0.03,1.2,3.93,3.4,0.29
605028.SH,世茂能源,26.69,34.21,3.06,5.73,8.55,8.59,4.73,76.92,-29.51,-2.28,11.66,0.03,-14.98,5.97,3.12,0.2
002063.SZ,远光软件,74.13,40.26,3.24,3.29,3.32,2.58,0.52,0.0,12.86,7.92,14.29,0.03,5.08,24.5,44.65,0.07
001203.SZ,大中矿业,54.44,63.88,6.73,9.01,9.08,5.28,3.46,0.0,-8.65,-8.27,61.06,0.03,-7.73,14.19,11.99,0.1
300628.SZ,亿联网络,17.99,19.89,5.41,20.92,21.39,21.91,4.92,50.98,-3.86,16.75,11.34,0.03,1.19,0.95,0.84,1.08
002354.SZ,天娱数科,209.23,-134.08,9.27,2.8,3.44,4.06,,0.0,149.41,-3.51,32.83,0.03,扣非亏损,危险信号,121.65,0.02
300327.SZ,中颖电子,136.48,104.88,5.93,3.16,3.22,0.81,0.82,0.0,-36.99,-2.76,18.59,0.03,-38.0,66.47,84.77,0.05
688335.SH,复洁科技,1947.32,-125.44,5.5,-1.02,0.21,0.1,2.37,0.0,45.07,19.21,21.32,0.03,扣非亏损,扣非亏损,18545.95,-0.97
688720.SH,艾森股份,135.55,159.27,6.17,3.2,3.48,2.48,0.11,0.0,86.8,11.4,24.96,0.03,13.97,99.7,77.9,0.04
920978.BJ,开特股份,30.24,30.6,7.0,17.97,18.11,12.68,2.48,0.0,50.98,29.52,41.18,0.03,1.04,3.41,3.34,0.32
688502.SH,茂莱光学,309.6,386.72,15.67,3.28,3.82,3.06,0.1,20.86,109.45,15.51,23.28,0.03,24.93,118.0,81.05,0.04
300511.SZ,雪榕生物,-46.25,-7.14,2.65,-7.11,-5.35,-0.29,,0.0,52.75,2.45,62.55,0.03,扣非亏损,扣非亏损,亏损,-0.97
301613.SZ,新铝时代,29.6,35.86,4.57,11.07,11.88,7.38,1.73,0.0,11.15,54.07,55.59,0.03,0.66,6.48,4.98,0.19
300680.SZ,隆盛科技,41.83,72.32,5.92,6.66,10.34,6.64,0.83,0.0,-13.53,37.95,49.47,0.03,1.91,21.7,8.09,0.08
002028.SZ,思源电气,50.07,58.31,10.12,15.17,16.11,10.17,0.69,0.0,44.87,21.16,45.94,0.03,2.76,7.69,6.22,0.16
301181.SZ,标榜股份,37.44,44.81,3.15,5.17,6.27,6.15,3.1,37.74,11.0,2.8,12.29,0.03,16.0,8.67,5.97,0.15
300291.SZ,百纳千成,-87.96,-18.75,2.59,-2.95,-2.18,-3.16,,0.0,-25.69,7.19,23.48,0.03,扣非亏损,扣非亏损,亏损,-0.97
605068.SH,明新旭腾,-86.07,-18.3,3.01,-3.19,-2.39,-0.22,,0.0,-14971.46,13.44,56.49,0.03,扣非亏损,扣非亏损,亏损,-0.97
600506.SH,统一股份,70.28,107.38,9.61,9.83,10.66,4.27,,0.0,110.17,163.31,58.05,0.03,0.66,21.86,13.18,0.08
000516.SZ,国际医学,-27.68,-28.59,3.25,-8.89,-8.37,-2.44,,0.0,-41.94,22.48,68.8,0.03,扣非亏损,扣非亏损,亏损,-0.97
301189.SZ,奥尼电子,-39.78,-32.83,2.27,-4.34,-4.23,-4.59,,0.0,-129.17,-15.33,28.05,0.03,扣非亏损,扣非亏损,亏损,-0.97
603038.SH,华立股份,76.62,143.45,3.43,3.28,3.39,3.04,0.31,0.0,98.13,0.76,42.98,0.03,189.69,87.44,45.2,0.04
301510.SZ,固高科技,246.3,260.3,10.4,2.84,3.18,3.11,0.15,0.0,101.3,7.51,12.27,0.03,34.66,183.56,154.91,0.04
920634.BJ,新威凌,85.65,91.21,6.1,4.86,5.51,3.84,0.66,0.0,-38.68,21.32,26.98,0.03,4.28,37.55,31.09,0.06
600879.SH,航天电子,302.53,616.12,4.06,0.82,1.01,0.7,0.56,0.0,-15.17,-2.43,49.99,0.03,-253.69,1497.62,599.67,0.03
688215.SH,瑞晟智能,379.14,292.98,9.77,1.58,1.91,1.46,0.5,0.0,212.98,26.3,49.0,0.03,11.14,370.49,397.0,0.03
002293.SZ,罗莱生活,18.09,17.87,2.05,7.26,8.12,6.13,7.69,89.61,23.21,-7.31,38.6,0.03,-2.44,2.46,2.23,0.44
600712.SH,南宁百货,9178.7,-40.92,4.46,-4.33,0.04,0.75,,0.0,-4780.48,-8.12,41.8,0.03,扣非亏损,扣非亏损,458934.8,-0.97
300081.SZ,恒信东方,-15.7,-9.55,2.98,-13.63,-13.32,-8.53,,0.0,-7.48,-4.27,54.45,0.03,扣非亏损,扣非亏损,亏损,-0.97
688169.SH,石头科技,26.78,29.2,2.69,6.27,7.78,4.54,0.49,0.0,-29.63,27.38,28.67,0.03,1.07,9.32,6.88,0.14
300593.SZ,新雷能,-131.22,-32.91,6.59,-4.22,-3.71,-1.45,,0.0,29.27,-11.87,41.41,0.03,扣非亏损,扣非亏损,亏损,-0.97
002909.SZ,集泰股份,-485.79,-738.08,3.11,-0.76,-0.47,0.71,2.01,0.0,-164.14,-8.38,60.11,0.03,扣非亏损,扣非亏损,亏损,-0.97
688155.SH,先惠技术,42.03,50.43,5.43,9.65,9.97,7.05,1.58,24.59,11.91,33.36,54.55,0.03,1.51,5.23,4.22,0.22
920505.BJ,九菱科技,176.69,170.19,9.54,3.68,4.05,3.87,0.8,0.0,-25.96,-0.4,14.13,0.03,-423.53,92.4,87.25,0.04
603214.SH,爱婴室,35.26,28.15,2.14,3.35,4.51,3.92,1.6,38.53,65.9,10.86,54.36,0.03,2.59,8.4,7.82,0.15
300507.SZ,苏奥传感,64.67,88.9,3.49,2.74,4.08,3.46,0.89,0.0,-14.61,25.89,38.27,0.03,3.43,64.96,31.7,0.05
300421.SZ,力星股份,122.2,155.94,6.63,3.72,4.09,3.11,2.14,0.0,-4.98,2.37,35.47,0.03,65.72,83.92,59.76,0.04
300485.SZ,赛升药业,75.44,-521.11,1.53,-0.12,1.53,1.63,,0.0,-124.06,-25.94,4.75,0.03,扣非亏损,扣非亏损,98.62,-0.97
002265.SZ,建设工业,616.59,322.04,6.74,0.15,0.82,0.3,,0.0,-95.15,-1.23,52.33,0.03,-261.13,4319.83,1503.89,0.03
600550.SH,保变电气,147.36,292.34,36.62,12.05,21.11,2.97,,0.0,9.16,6.88,87.83,0.03,42.5,48.54,13.96,0.05
603360.SH,百傲化学,127.97,110.29,14.16,7.09,7.34,4.63,2.7,0.0,-52.13,10.92,43.15,0.03,10.1,31.13,34.87,0.06
300380.SZ,安硕信息,318.33,469.34,14.4,1.14,3.41,0.93,0.11,0.0,554.19,9.56,65.49,0.03,49.09,823.83,186.7,0.03
300013.SZ,新宁物流,-327.71,-34.66,11.29,-13.91,-2.55,0.98,,0.0,29.97,-15.3,62.04,0.03,扣非亏损,扣非亏损,亏损,-0.97
300012.SZ,华测检测,23.57,27.59,3.38,10.59,11.57,9.49,0.8,17.9,9.26,12.1,21.08,0.03,2.28,2.61,2.04,0.41
300535.SZ,达威股份,61.22,80.0,2.3,2.54,2.86,2.56,,0.0,-15.91,8.98,30.7,0.03,8.91,62.88,42.81,0.05
002856.SZ,美芝股份,-35.11,-7.56,24.93,-54.51,-52.58,-2.45,,0.0,13.46,38.8,95.41,0.03,扣非亏损,扣非亏损,亏损,-0.97
688257.SH,新锐股份,56.27,62.71,5.36,6.83,7.33,5.52,1.98,9.92,35.9,27.8,45.63,0.03,2.26,9.19,7.68,0.14
603638.SH,艾迪精密,43.27,50.33,5.18,8.19,8.9,6.0,0.77,0.0,15.23,2.58,44.26,0.03,19.52,12.29,9.72,0.11
002077.SZ,大港股份,122.27,352.32,2.94,1.32,1.82,2.08,,0.0,20.36,-21.0,17.8,0.03,-16.78,533.78,134.37,0.03
688182.SH,灿勤科技,111.32,169.37,5.72,3.32,3.91,3.57,0.42,0.0,135.5,7.24,15.1,0.03,23.39,102.17,56.94,0.04
000567.SZ,海德股份,49.32,-237.7,2.08,2.86,3.22,4.18,,0.0,-68.94,15.07,37.38,0.03,扣非亏损,危险信号,30.64,0.02
300125.SZ,*ST聆达,-29.71,-10.41,-7.62,,,-10.39,,0.0,76.64,-30.75,172.63,0.03,扣非亏损,,,-10.0
603716.SH,塞力医疗,-39.59,-21.77,4.35,-10.13,-9.71,-1.84,,0.0,-292.71,-11.35,49.61,0.03,扣非亏损,扣非亏损,亏损,-0.97
603167.SH,渤海轮渡,12.1,19.77,1.25,5.54,7.51,10.07,10.07,181.82,2.75,10.99,11.93,0.03,1.8,3.57,1.61,0.31
002245.SZ,蔚蓝锂芯,27.86,25.89,2.57,7.54,7.13,5.8,0.61,0.0,131.86,2.18,34.05,0.03,11.86,6.87,7.81,0.18
002167.SZ,东方锆业,190.46,-401.66,5.61,2.23,2.23,1.8,,0.0,182.78,6.25,21.76,0.03,扣非亏损,危险信号,170.81,0.03
688383.SH,新益昌,696.61,-288.49,5.31,0.53,0.57,1.03,0.45,0.0,-88.37,-7.81,53.55,0.03,扣非亏损,危险信号,2444.24,0.03
301306.SZ,西测测试,-62.28,-51.83,9.62,-11.09,-10.97,-5.87,,0.0,-9.76,17.72,40.51,0.03,扣非亏损,扣非亏损,亏损,-0.97
688367.SH,工大高科,496.24,621.57,5.31,0.08,0.8,0.42,0.72,0.0,-97.09,8.53,19.65,0.03,72.89,15999.21,1240.6,0.03
603019.SH,中科曙光,99.01,75.74,6.05,3.65,4.67,2.73,0.37,0.0,70.17,5.79,40.67,0.03,13.08,41.47,42.4,0.05
301012.SZ,扬电科技,119.23,117.64,4.73,2.82,3.0,2.57,0.57,0.0,-38.12,48.85,24.87,0.03,2.41,83.4,79.48,0.04
300547.SZ,川环科技,41.2,40.72,5.89,10.72,11.05,9.63,1.51,0.0,-5.69,20.67,19.83,0.03,1.97,7.6,7.46,0.16
600406.SH,国电南瑞,31.61,26.6,4.16,9.42,9.68,6.15,2.26,39.73,7.04,10.57,43.18,0.03,2.52,2.82,3.27,0.38
002632.SZ,道明光学,31.15,43.19,3.48,7.63,8.24,6.61,2.92,71.19,27.26,3.99,28.95,0.03,10.81,5.66,3.78,0.21
300034.SZ,钢研高纳,96.79,131.51,4.21,3.13,3.35,3.46,0.64,0.0,-48.86,21.85,44.46,0.03,6.02,84.03,57.78,0.04
300007.SZ,汉威科技,157.75,919.97,6.14,1.33,2.95,1.87,0.34,0.0,56.27,-1.23,46.59,0.03,-745.03,1382.16,106.95,0.03
600698.SH,湖南天雁,5020.82,-252.76,11.22,-0.27,0.17,0.03,,0.0,79.52,-1.88,36.2,0.03,扣非亏损,扣非亏损,59068.43,-0.97
