证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
MMSI,Merit Medical Systems,42.33,42.33,73.07,0.25,1.63,0.23,0.55,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.04558653232337671
HNI,HNI,21.19,21.19,44.82,0.25,2.01,0.11,0.52,,,,,,,,,办公服务与用品,商业服务,工业,主板,0.03498676601687679
SBSI,Southside Bancshares,8.64,8.64,28.55,0.25,2.67,0.04,0.42,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.024435809712293078
WSBC,韦斯银行,17.21,17.21,28.99,0.24,2.66,0.06,0.32,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.030509280443139105
NMM,Navios Maritime Partners LP,12.56,12.56,41.62,0.24,2.22,0.03,0.21,,,,,,,,,海运,运输,工业,主板,0.0126024002424291
TSEM,Tower半导体,36.97,36.97,33.36,0.24,2.52,0.15,0.39,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.05924457863027293
STRL,Sterling Infrastructure,34.0,34.0,109.95,0.24,3.03,0.49,1.42,,,,,,,,水利,建筑与工程,资本品,工业,Nasdaq Global Select Market,0.2584058450789546
GIC,Global Industrial Co,17.77,17.77,46.59,0.24,1.64,0.05,0.28,,,,,,,,,贸易公司与经销商,资本品,工业,主板,0.012133068908036218
CWEN,Clearway Energy,35.59,42.94,21.25,0.24,2.92,0.19,0.53,,,,,,,,,电力公用事业,电力,公用事业,主板,0.09041003138603808
MPW,Medical Properties Trust,25.52,25.52,4.26,0.24,5.41,0.5,1.97,,,,,,,,,医疗保健REIT,股权房地产投资信托 (REITs),房地产,主板,0.6403277411878651
TIXT,TELUS International (Cda),23.55,23.55,8.59,0.23,2.45,0.02,0.07,,,,,,,,,数据处理和外包服务,信息技术服务,科技,主板,0.008361485826746815
WTBA,West Bancorporation,2.88,2.88,17.24,0.23,2.79,0.01,0.27,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.009035909426974749
ZLAB,再鼎医药,17.11,17.11,17.25,0.23,5.0,0.14,0.84,,,中概股,回港中概股,SEC确定摘牌名单,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.17639522501647842
HL,赫克拉矿业,26.68,26.68,4.33,0.23,3.24,0.31,1.17,,,,,,,,黄金,多种金属与采矿,金属与采矿,原材料,主板,0.19001018143926587
EVBG,Everbridge,14.38,14.38,34.79,0.23,0.4,0.37,2.61,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.009007322307536326
BEAM,Beam Therapeutics,28.54,28.54,34.95,0.23,6.45,0.41,1.41,,,,,,,,基因编辑,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.6525238469601791
WES,Western Midstream Partners LP,133.09,133.09,34.98,0.23,1.95,0.18,0.13,,,,,,,,,综合性石油与天然气企业,石油,能源,主板,0.03799814598013737
ELS,宜居生活资产信托,122.47,122.47,65.67,0.23,1.68,0.81,0.66,,,,,,,,,住宅REIT,股权房地产投资信托 (REITs),房地产,主板,0.1379477557814777
LAND,Gladstone Land,4.72,4.72,13.17,0.23,1.45,0.02,0.41,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,Nasdaq Global Market,0.005738906550541355
NBR,纳伯斯工业,8.41,8.41,88.75,0.23,3.16,0.18,2.14,,,,,,,,,石油与天然气钻井,油服工程,能源,主板,0.14180560882030188
TTI,脂鲤技术,5.86,5.86,4.49,0.22,2.9,0.04,0.63,,,,,,,,,石油天然气设备与服务,油服工程,能源,主板,0.030803746381083255
BALY,Bally's,5.42,5.42,13.51,0.22,4.82,0.05,0.9,,,,,,,,,赌场与赌博,酒店餐饮,可选消费,主板,0.08155608679026244
MXCT,MaxCyte,4.7,4.7,4.51,0.22,3.78,0.03,0.64,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.03619814634304993
HWM,Howmet Aerospace,277.69,277.69,67.68,0.22,1.21,2.56,0.92,,,,,,,,,航天航空与国防,资本品,工业,主板,0.22819425223363823
POR,波特兰通用电气,41.38,41.38,40.88,0.22,1.32,0.48,1.15,,,,,,,,,电力公用事业,电力,公用事业,主板,0.06865018447144702
SAN,桑坦德银行(US),706.05,706.05,4.56,0.22,1.54,0.25,0.03,明星股,高分红,,,,,,,综合性银行,银行,金融,主板,0.028607800329635672
OXY,西方石油,562.26,562.26,63.93,0.22,0.88,3.43,0.61,,高分红,,,,,,"页岩油,油气开采,能源",综合性石油与天然气企业,石油,能源,主板,0.1646451842081446
WTRG,Essential Utilities,99.94,99.94,36.54,0.22,1.37,0.62,0.62,,,,,,,,,水公用事业,水,公用事业,主板,0.07951130873413818
DGICA,多尼戈尔股份-A,3.88,4.66,13.96,0.22,1.22,0.01,0.32,,,,,,,,,财产与意外伤害保险,保险,金融,Nasdaq Global Select Market,0.0021907657908409035
SRE,桑普拉能源,442.0,442.0,69.92,0.21,1.16,1.89,0.43,明星股,高分红,,,,,,天然气,独立电力生产商与能源贸易商,电力,公用事业,主板,0.14715893749545983
JKHY,杰克亨利,125.23,125.23,171.86,0.21,0.83,0.91,0.73,,,,,,,,互联网,数据处理和外包服务,信息技术服务,科技,Nasdaq Global Select Market,0.04979895043773235
SWX,Southwest Gas,51.45,51.45,71.83,0.21,1.51,0.23,0.45,,,,,,,,,燃气公用事业,燃气,公用事业,主板,0.03890788515479399
TGNA,TEGNA,25.31,25.31,14.37,0.21,1.81,0.28,1.11,,,,,,,,文化传媒,广播,媒体娱乐,科技,主板,0.07285797884960538
DIS,迪士尼,2140.63,2140.63,116.7,0.21,1.29,12.08,0.56,明星股,高分红,,,,,,"品牌服饰,文化传媒,玩具及消闲用品",电影和娱乐,媒体娱乐,科技,主板,0.9120476525613886
LNT,美国联合能源,125.23,125.23,48.9,0.2,1.05,1.12,0.9,,,,,,,,,电力公用事业,电力,公用事业,Nasdaq Global Select Market,0.09020436691406876
CINF,辛辛那提金融,186.21,186.21,118.84,0.2,0.97,0.58,0.31,,,,,,,,,财产与意外伤害保险,保险,金融,Nasdaq Global Select Market,0.03845430656473258
PSX,Phillips 66,680.58,680.58,159.08,0.2,1.54,3.94,0.58,,高分红,,,,,,"油气开采,能源",石油与天然气的炼制和营销,石油,能源,主板,0.45305724414831655
FIGS,FIGZ,8.46,8.46,4.98,0.2,2.21,0.13,1.56,,,,,,,,品牌服饰,服装、服饰与奢侈品,纺织服装,可选消费,主板,0.06025522523782371
CVX,雪佛龙,2876.17,2876.17,154.86,0.2,0.83,12.24,0.43,明星股,高分红,,,,,,"天然气,页岩油,油气装备,巴菲特持股,能源",综合性石油与天然气企业,石油,能源,主板,0.43621748280658734
VRE,Veris Residential,13.95,13.95,15.13,0.2,2.32,0.11,0.76,,,,,,,,,办公REIT,股权房地产投资信托 (REITs),房地产,主板,0.04806732960141358
NRC,National Research,9.64,9.64,40.4,0.2,1.41,0.03,0.35,,,,,,,,,调查和咨询服务,商业服务,工业,Nasdaq Global Select Market,0.006718207039744398
FLYW,Flywire,31.1,31.1,25.32,0.2,3.21,0.3,0.97,,,,,,,,,交易与支付处理服务,综合金融,金融,Nasdaq Global Market,0.17540138477324416
CDLX,Cardlytics,6.72,6.72,15.24,0.2,7.89,0.34,4.91,,,,,,,,,数据处理和外包服务,信息技术服务,科技,Nasdaq Global Market,1.0250546700528587
DINO,HF Sinclair,122.34,122.34,61.61,0.2,1.54,1.17,0.96,,,,,,,,能源,石油与天然气的炼制和营销,石油,能源,主板,0.17408838095154644
VIV,保罗迪圣电讯,170.22,170.22,10.3,0.19,1.56,0.05,0.03,,,,,,,,,综合电信业务,电信业务,科技,主板,0.007185622246337902
OFG,OFG Bancorp,17.04,17.04,36.2,0.19,1.74,0.1,0.6,,,,,,,,,其它综合性金融服务,综合金融,金融,主板,0.0268627448209468
ACTG,阿卡西亚,5.17,5.17,5.18,0.19,2.13,0.02,0.47,,,,,,,,,综合支持服务,商业服务,工业,Nasdaq Global Select Market,0.010097887982460798
HCVI,Hennessy Capital Investment Cor,3.87,3.87,10.42,0.19,0.1,0.01,0.21,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,9.02512001806858e-05
RCL,皇家加勒比邮轮,348.54,348.54,135.79,0.19,1.98,3.6,1.03,,,,,,,,"旅游观光,邮轮",酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.6691457394439849
CAAP,Corporacion America Airports SA,25.66,25.66,15.72,0.19,8.6,0.06,0.23,,,,,,,,基础建设,机场服务,运输,工业,主板,0.14432875694310188
BHP,必和必拓(US ADR),1466.3,1466.3,57.89,0.19,1.12,1.04,0.07,明星股,高分红,,,,,,"特斯拉,煤炭",多种金属与采矿,金属与采矿,原材料,主板,0.06547352366967556
COR,Cencora,483.4,483.4,242.33,0.19,1.37,1.94,0.4,,,,,,,,"生物医药,医疗保健",保健护理产品经销商,医疗保健设备与服务,医疗保健,主板,0.19446953481221527
AMKR,艾马克技术,77.87,77.87,31.67,0.19,3.07,0.36,0.46,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.1642259621977978
AACT,Ares Acquisition,6.61,6.61,10.57,0.19,0.19,0.01,0.18,,,,,,,,,投资银行业与经纪业,综合金融,金融,主板,7.695334611315049e-05
AFG,美国金融,111.44,111.44,133.2,0.19,1.48,0.51,0.46,,,,,,,,,财产与意外伤害保险,保险,金融,主板,0.07246421054632105
NBN,东北银行,4.18,4.18,53.58,0.19,1.81,0.02,0.41,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Market,0.008401911732546936
EQX,Equinox Gold,17.41,17.41,5.38,0.19,2.98,0.15,0.84,,,,,,,,黄金,黄金,金属与采矿,原材料,主板,0.08988056067643882
ADTN,亚川,4.32,4.32,5.46,0.18,3.12,0.04,0.98,,,,,,,,,通信设备,计算机设备,科技,Nasdaq Global Select Market,0.03753745326371333
AFAR,Aura FAT Projects Acquisition C,0.64,0.64,11.07,0.18,0.09,0.01,1.01,,,,,,SPAC（特殊目的收购公司）,,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.00014094165824326863
FRLA,Fortune Rise Acquisition,0.7,0.7,11.12,0.18,0.09,0.01,0.81,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Capital Market,0.0001376330057596761
ASCB,A SPAC II Acquisition,0.81,0.81,11.16,0.18,3.05,0.01,0.76,,,,,,SPAC（特殊目的收购公司）,,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.015222703586125578
DLB,杜比实验室,80.42,80.42,84.14,0.18,0.77,0.17,0.21,,,,,,,,,电子元件,计算机设备,科技,主板,0.008874275916285987
BSX,波士顿科学,993.06,993.06,67.56,0.18,0.79,2.82,0.28,明星股,,,,,,,"医疗器械,医疗保健",医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.10500450742935392
RRR,Red Rock Resorts,59.5,59.5,56.57,0.18,2.36,0.31,0.52,,,,,,,,,赌场与赌博,酒店餐饮,可选消费,Nasdaq Global Select Market,0.10089898211393568
ALRM,Alarm.com,36.74,36.74,73.57,0.18,1.95,0.15,0.42,,,,,,,,智能家居,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Select Market,0.04033434399840515
LOVE,The Lovesac Co,3.54,3.54,22.83,0.18,3.03,0.07,2.05,,,,,,,,,家庭装饰品,耐用商品,可选消费,Nasdaq Global Market,0.06691846712230974
MAIN,Main Street Capital,39.19,39.19,46.12,0.17,1.28,0.17,0.42,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.02341539754521774
TPB,Turning Point Brands,5.15,5.15,29.26,0.17,2.98,0.06,1.09,,,,,,,,,烟草,食品饮料,日常消费品,主板,0.049948388389838526
AEG,荷兰全球保险,155.89,155.89,5.87,0.17,1.19,0.17,0.11,,,,,,,,金融,人寿与健康保险,保险,金融,主板,0.016154227731492936
FL,富乐客,22.28,22.28,23.66,0.17,1.82,0.72,3.24,,,,,,,,,服装零售,零售业,可选消费,主板,0.19451395711504169
CNXN,PC Connection,17.24,17.24,65.39,0.17,1.93,0.05,0.3,,,,,,,,,技术产品经销商,计算机设备,科技,Nasdaq Global Select Market,0.01570034041374114
ORI,Old Republic International,83.26,83.26,29.93,0.17,1.41,0.57,0.68,,,,,,,,,财产与意外伤害保险,保险,金融,主板,0.07903707279564991
PHI,菲律宾长途电话,52.78,52.78,24.43,0.16,1.76,0.01,0.02,,,,,,,,,无线电信业务,电信业务,科技,主板,0.0021349096516416724
EGY,瓦可能源,6.34,6.34,6.14,0.16,3.43,0.12,1.86,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.1152917162707894
TCX,Tucows,2.02,2.02,18.5,0.16,3.25,0.01,0.44,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Capital Market,0.01263589813898799
ALEC,Alector,5.97,5.97,6.23,0.16,4.34,0.03,0.58,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.04104067025840793
REVG,REV Group,9.78,9.78,18.85,0.16,2.55,0.2,2.05,,,,,,,,,汽车零件与设备,汽车,可选消费,主板,0.11036101786960871
SYRS,Syros Pharmaceuticals,1.65,1.65,6.34,0.16,4.11,0.01,0.41,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.018867551175440776
ATNI,大西洋电讯网络国际,4.91,4.91,31.71,0.16,1.64,0.02,0.51,,,,,,,,电信运营,综合电信业务,电信业务,科技,Nasdaq Global Select Market,0.006873095472496692
F,福特汽车,513.39,513.39,12.92,0.16,2.09,7.19,1.4,明星股,高分红,,,,,,"汽车制造,无人驾驶,新能源汽车,新能源汽车",汽车制造商,汽车,可选消费,主板,1.3733079230694711
TERN,Terns Pharmaceuticals,4.23,4.23,6.55,0.15,6.73,0.05,1.21,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.1393367251262192
RYN,雷欧尼尔,49.24,49.24,33.13,0.15,1.09,0.23,0.47,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,主板,0.023369206187539824
ARLP,Alliance Resource Partners LP,25.6,25.6,19.99,0.15,1.9,0.05,0.2,,,,,,,,煤炭,煤与消费用燃料,石油,能源,Nasdaq Global Select Market,0.013978273866163434
CFB,CrossFirst Bankshares,6.66,6.66,13.49,0.15,1.78,0.02,0.35,,,,,,,,,综合性银行,银行,金融,Nasdaq Global Select Market,0.007133691299501833
VAC,万豪度假环球,35.68,35.68,101.43,0.15,2.44,0.36,1.01,,,,,,,,,酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.1365412869111298
AGI,Alamos Gold,54.04,54.04,13.62,0.15,2.65,0.43,0.79,,,,,,,,黄金,黄金,金属与采矿,原材料,主板,0.16941272109254205
NWPX,西北管道,3.43,3.43,34.7,0.14,1.04,0.02,0.45,,,,,,,,水利,钢铁,金属与采矿,原材料,Nasdaq Global Select Market,0.0037208217980059534
ROST,罗斯百货,495.54,495.54,147.19,0.14,1.18,2.95,0.59,明星股,,,,,,,,服装零售,零售业,可选消费,Nasdaq Global Select Market,0.23234853252356305
HRT,HireRight,9.6,9.6,14.26,0.14,0.77,0.14,1.41,,,,,,,,,信息科技咨询与其它服务,信息技术服务,科技,主板,0.01174155639271639
OLN,欧林,68.37,68.37,57.15,0.14,1.3,0.7,1.02,,,,,,,,枪械制造,商品化工,化学制品,原材料,主板,0.08852731972101262
NTCT,网侦系统,15.36,15.36,21.63,0.14,2.13,0.14,0.91,,,,,,,,,通信设备,计算机设备,科技,Nasdaq Global Select Market,0.052521596745771656
AON,怡安保险,647.48,647.48,326.52,0.14,1.32,2.72,0.42,明星股,,,,,,,"现代服务业,巴菲特持股",保险经纪商,保险,金融,主板,0.24704111975226145
PNW,品尼高西方资本,89.87,89.87,72.88,0.14,1.11,0.44,0.49,,,,,,,,光伏,电力公用事业,电力,公用事业,主板,0.04108735791438841
HTZ,赫兹租车,22.87,22.87,7.49,0.13,2.81,0.21,0.92,,,,,,,,,地面客运,运输,工业,Nasdaq Global Select Market,0.10826511233833482
NVGS,Navigator,11.03,11.03,15.06,0.13,1.26,0.02,0.14,,,,,,,,,石油与天然气的储存和运输,石油,能源,主板,0.0036157384363120233
OBDE,Blue Owl Capital,18.58,18.58,15.09,0.13,0.6,0.01,0.05,,,,,,,,,综合性资本市场,综合金融,金融,主板,0.0004645152546740759
MCW,Mister Car Wash,23.82,23.82,7.55,0.13,2.52,0.07,0.29,,,,,,,,,特殊消费者服务,社会服务,可选消费,主板,0.030438354441509528
FLO,花苑食品,48.64,48.64,23.1,0.13,1.26,0.22,0.45,,,,,,,,,包装食品与肉类,食品饮料,日常消费品,主板,0.028279443567388096
AWR,美洲国家水务,26.44,26.44,71.49,0.13,1.36,0.16,0.59,,,,,,,,,水公用事业,水,公用事业,主板,0.026409645457132026
VRNA,维罗纳制药,12.92,12.92,15.95,0.13,4.08,0.06,0.45,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.060885543681468896
OBE,Obsidian Energy,6.22,6.22,8.04,0.12,1.74,0.02,0.25,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.007025246053575864
RDY,如瑞迪博士,121.6,121.6,72.9,0.12,2.21,0.12,0.1,,,,,,,,印度,制药,制药,医疗保健,主板,0.03109056807222724
GWRE,Guidewire Software,94.56,94.56,113.49,0.12,2.1,0.57,0.6,,,,,,,,,系统软件,软件,科技,主板,0.14286038275379428
MA,万事达,4558.48,4558.48,488.64,0.12,1.35,12.6,0.28,明星股,高分红,,,,,,"移动支付,信用支付,巴菲特持股,科技股",交易与支付处理服务,综合金融,金融,主板,0.9404649088338004
TTGT,TechTarget,9.3,9.3,32.59,0.12,1.35,0.05,0.51,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Market,0.010555966436568011
ESI,Element Solutions,59.58,59.58,24.62,0.12,1.38,0.39,0.64,,,,,,,,,商品化工,化学制品,原材料,主板,0.05565391688495561
EA,艺电,354.19,354.19,132.48,0.12,1.81,2.76,0.78,明星股,,,,,,,"电子竞技,网络游戏",互动家庭娱乐,媒体娱乐,科技,Nasdaq Global Select Market,0.4461968085467625
WELL,Welltower,529.63,529.63,93.1,0.12,2.38,3.52,0.67,,高分红,,,,,,,医疗保健REIT,股权房地产投资信托 (REITs),房地产,主板,0.813884557936135
CALX,Calix,22.29,22.29,34.08,0.12,2.38,0.22,1.0,,,,,,,,,通信设备,计算机设备,科技,主板,0.08920285057416778
EBR,巴西电力ADR,172.92,172.92,8.53,0.12,2.0,0.1,0.06,,,,,,,,,电力公用事业,电力,公用事业,主板,0.021012801549171033
PINS,Pinterest,233.09,233.09,34.33,0.12,2.65,2.53,1.08,明星股,,,,,,,社交媒体,互动媒体与服务,媒体娱乐,科技,主板,0.7732570763133395
BIPC,Brookfield Infrastructure,49.27,49.27,34.46,0.12,2.56,0.17,0.34,,,,,,,,,石油天然气设备与服务,油服工程,能源,主板,0.06480970856770404
BFAM,Bright Horizons Family Solution,66.54,66.54,114.79,0.11,1.16,0.26,0.39,,,,,,,,教育服务,教育服务,社会服务,可选消费,主板,0.02754854290978496
FIVN,Five9,45.39,45.39,61.9,0.11,1.91,0.69,1.51,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Market,0.17209463996830796
RCKY,Rocky Brands,1.97,1.97,26.57,0.11,3.01,0.01,0.31,,,,,,,,体育,鞋类,纺织服装,可选消费,Nasdaq Global Select Market,0.011391512723996858
MDC,M.D.C.,47.18,47.18,62.87,0.11,0.11,0.95,2.01,,,,,,,,,住宅建筑,耐用商品,可选消费,主板,0.0016116951743642663
TYL,泰勒科技,178.02,178.02,421.08,0.11,0.88,0.74,0.42,,,,,,,,,应用软件,软件,科技,主板,0.04210146239604717
REGN,再生元制药,1062.51,1062.51,968.01,0.11,1.16,4.23,0.4,明星股,,,,,,,生物医药,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.29316237983515436
AEL,美国股票投资寿险,44.65,44.65,56.23,0.11,0.18,0.45,1.0,,,,,,,,,人寿与健康保险,保险,金融,主板,0.0019663796758834784
TAST,Carrols Restaurant Group,5.45,5.45,9.5,0.11,0.11,0.11,2.03,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,Nasdaq Global Select Market,0.00031764092492249883
GPRK,GeoPark,5.34,5.34,9.51,0.11,1.47,0.04,0.75,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.011303357767643435
AWK,美国水业,230.22,230.22,118.21,0.1,1.79,1.22,0.53,,,,,,,,,水公用事业,水,公用事业,主板,0.20681186312832583
BAP,Credicorp,141.32,141.32,177.67,0.1,1.96,0.32,0.23,,,,,,,,,综合性银行,银行,金融,主板,0.06740005915268259
KNSA,Kiniksa Pharmaceuticals,13.98,13.98,19.8,0.1,2.02,0.09,0.62,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.03189948219487517
SDRL,Seadrill,37.04,37.04,50.02,0.1,1.42,0.4,1.08,,,,,,,,,石油与天然气钻井,油服工程,能源,主板,0.06570082111807145
TD,道明银行,1064.3,1064.3,60.19,0.1,1.28,2.39,0.22,明星股,高分红,,,,,,,综合性银行,银行,金融,主板,0.1938406364313318
HON,霍尼韦尔(US),1313.36,1313.36,201.38,0.1,0.89,5.68,0.43,明星股,,,,,,,"航空,",工业集团企业,资本品,工业,Nasdaq Global Select Market,0.24901550383736368
BLKB,布莱克波特科技,38.32,38.32,71.66,0.1,1.62,0.16,0.43,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.0320638006234329
DFIN,Donnelley Financial Solutions I,18.1,18.1,62.23,0.1,1.16,0.27,1.49,,,,,,,,,金融交易所和数据,综合金融,金融,主板,0.03775640368328158
UBS,瑞银集团,1002.77,1002.77,31.25,0.1,0.93,1.32,0.13,明星股,高分红,,,,,,,综合性资本市场,综合金融,金融,主板,0.06433802404648763
OGS,ONE Gas,35.61,35.61,62.97,0.1,1.3,0.2,0.55,,,,,,,,,燃气公用事业,燃气,公用事业,主板,0.028807605903307897
O,Realty,452.0,452.0,52.49,0.1,1.32,2.66,0.59,,,,,,,,现代服务业,零售业REIT,股权房地产投资信托 (REITs),房地产,主板,0.25377123384484934
ACI,艾伯森,121.03,121.03,21.01,0.1,0.81,0.66,0.54,,,,,,,,,食品零售,零售业,可选消费,主板,0.03488246108537064
BLAC,Bellevue Life Sciences Acquisit,0.97,0.97,10.67,0.09,0.28,0.02,1.63,,,,,,,,,投资银行业与经纪业,综合金融,金融,Nasdaq Capital Market,0.0005692994620396907
ECL,艺康,654.22,654.22,228.82,0.09,1.12,3.18,0.49,明星股,,,,,,,现代服务业,特种化学制品,化学制品,原材料,主板,0.22176125697855803
MORN,晨星,130.42,130.42,305.24,0.09,1.72,0.23,0.18,,,,,,,,,金融交易所和数据,综合金融,金融,Nasdaq Global Select Market,0.04018959881524059
SYK,史赛克,1344.27,1344.27,353.51,0.09,1.1,5.44,0.4,明星股,,,,,,,"医疗器械,医疗保健",医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.3361767368678112
MASI,麦斯莫医疗,70.41,70.41,133.07,0.09,1.34,0.38,0.54,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.05014666852437366
CTVA,Corteva,389.84,389.84,55.78,0.09,1.15,1.37,0.35,,,,,,,,,农产品,食品饮料,日常消费品,主板,0.10708700877361156
MUR,墨菲石油,68.34,68.34,44.74,0.09,1.36,1.06,1.54,,,,,,,,"页岩油,油气开采",石油与天然气的勘探与生产,石油,能源,主板,0.1440048669030603
BEP,Brookfield Renewable Partners L,64.73,64.73,22.54,0.09,2.09,0.11,0.16,,,,,,,,生物质能,新能源发电业者,电力,公用事业,主板,0.02934633212616557
APCA,AP收购,1.76,1.76,11.28,0.09,0.09,0.02,1.39,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,主板,5.577897886131891e-05
MCAA,Mountain & Co I Acquisition Cor,1.98,1.98,11.49,0.09,0.17,0.01,0.49,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,9.044687975868811e-05
MORF,Morphic Holding,17.34,17.34,34.65,0.09,4.25,0.12,0.71,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.11992624128067357
WSBF,沃特财务,2.34,2.34,11.65,0.09,2.84,0.01,0.41,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.009905003731317497
UTHR,联合治疗,111.5,111.5,236.93,0.08,1.72,0.71,0.64,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.12743331966402924
HOMB,Home BancShares,47.75,47.75,23.74,0.08,1.56,0.31,0.64,,,,,,,,,综合性银行,银行,金融,主板,0.0560037181576793
PGC,皮帕克格拉德斯通金融,4.23,4.23,23.94,0.08,3.05,0.01,0.34,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.009137522313065409
IMNM,Immunome,13.44,13.44,24.14,0.08,6.09,0.07,0.51,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.123051820576756
CTRE,CareTrust REIT,32.68,32.68,24.21,0.08,1.32,0.36,1.11,,,,,,,,,医疗保健REIT,股权房地产投资信托 (REITs),房地产,主板,0.05410678541931629
NWN,西北天然气,13.75,13.75,36.49,0.08,1.65,0.1,0.74,,,,,,,,,燃气公用事业,燃气,公用事业,主板,0.02609537409259755
IDT,万威,9.69,9.69,38.17,0.08,1.73,0.03,0.32,,,,,,,,,综合电信业务,电信业务,科技,主板,0.009228047362847987
HTBI,HomeTrust Bancshares,4.52,4.52,25.9,0.08,1.82,0.01,0.17,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.004137188610361024
GFS,GLOBALFOUNDRIES,290.32,290.32,52.48,0.08,3.43,0.59,0.2,,,,,,,,,半导体产品,半导体,科技,Nasdaq Capital Market,0.2542207925272363
SLB,斯伦贝谢,779.78,779.78,54.44,0.07,0.86,3.52,0.45,,高分红,,,,,,"油气装备,能源",石油天然气设备与服务,油服工程,能源,主板,0.1557219930541641
ZNTL,Zentalis Pharmaceuticals,9.73,9.73,13.71,0.07,4.31,0.06,0.65,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.07088437131386839
AGM,联邦农业抵押贷款-C,18.85,20.83,192.03,0.07,1.67,0.14,0.73,,,,,,,,,其它综合性金融服务,综合金融,金融,主板,0.03364803161862422
CHKP,Check Point Software Technologi,193.8,193.8,165.65,0.07,1.12,0.86,0.44,,,,,,,,互联网,系统软件,软件,科技,Nasdaq Global Select Market,0.07157196221960305
MDT,美敦力,1107.54,1107.54,83.41,0.07,1.08,5.21,0.47,明星股,高分红,,,,,,"健康产业,医疗器械,医疗保健",医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.3200980938054385
ELV,Elevance Health,1197.48,1197.48,514.67,0.07,0.7,3.34,0.28,,,,,,,,医疗保健,管理型保健护理,医疗保健设备与服务,医疗保健,主板,0.09913380553471757
CHK,切萨皮克能源,112.81,112.81,86.25,0.07,0.9,1.44,1.28,,,,,,,,,石油与天然气的勘探与生产,石油,能源,Nasdaq Global Select Market,0.09174121128925455
DOOR,美森特,28.86,28.86,131.59,0.07,0.47,0.99,3.43,,,,,,,,,建筑产品,资本品,工业,主板,0.027209901934112914
