股票代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占净资产比例,资产负债率,扣非PEG,扣非市赚率,市赚率
001259.SZ,利仁科技,119.36,115.32,2.23,1.31,1.36,0.07,1.41,0.0,29.14,3.43,-39.09,-16.98,,9.6,-6.79,176.05,175.54
001260.SZ,坤泰股份,33.92,36.61,2.33,5.16,5.23,4.95,0.57,0.0,27.38,9.06,16.68,32.65,,22.55,1.12,14.19,12.97
001266.SZ,宏英智能,-143.86,-63.43,2.33,-1.96,-1.18,-0.96,0.68,0.0,23.0,-3.08,-82.29,46.97,,29.91,扣非亏损,扣非亏损,亏损
001267.SZ,汇绿生态,172.34,113.68,3.97,1.72,1.73,1.61,0.76,0.0,24.45,7.48,21.81,-9.17,,42.77,-12.4,132.0,199.24
001268.SZ,联合精密,29.56,31.25,1.99,4.98,4.98,4.71,1.0,0.0,21.41,9.28,8.67,7.94,,20.8,3.94,12.55,11.87
001269.SZ,欧晶科技,-18.55,-33.66,4.34,-14.64,-13.78,-7.27,2.24,0.0,5.43,-27.66,-140.4,-65.27,,47.72,扣非亏损,扣非亏损,亏损
001270.SZ,铖昌科技,-255.96,-601.06,7.9,-3.03,-2.29,-3.18,0.32,0.0,52.04,-31.4,-191.29,-41.22,,7.35,扣非亏损,扣非亏损,亏损
001277.SZ,速达股份,19.03,16.12,1.92,9.68,11.69,7.36,,0.0,24.99,13.21,15.48,0.26,,30.81,61.23,3.33,3.26
001278.SZ,一彬科技,35.46,32.01,1.56,2.82,3.32,1.79,0.39,0.0,20.31,2.68,-36.44,10.3,,60.13,3.11,22.7,21.36
001279.SZ,强邦新材,90.64,,13.15,11.27,11.63,7.22,,0.0,12.42,6.22,,6.28,,36.54,,,15.59
001282.SZ,三联锻造,24.05,23.24,2.19,6.68,6.93,5.62,0.92,0.0,20.1,9.25,44.28,28.85,,27.73,0.81,6.96,6.94
001283.SZ,豪鹏科技,36.83,77.6,1.68,2.4,3.06,1.32,0.92,0.0,19.64,2.05,-36.94,25.87,,71.48,3.0,64.54,24.07
001286.SZ,陕西能源,11.28,13.43,1.53,10.36,10.42,7.87,4.21,0.0,37.92,22.82,12.33,18.6,0.63,53.16,0.72,2.59,2.17
001287.SZ,中电港,78.81,58.63,3.07,2.74,2.93,2.9,0.41,0.0,2.85,0.39,160.3,57.65,,79.09,1.02,42.77,53.79
001288.SZ,运机集团,43.67,43.97,2.48,3.81,3.98,2.97,1.49,0.0,30.93,9.71,22.28,35.22,0.44,46.73,1.25,23.08,21.95
001289.SZ,龙源电力,20.67,28.57,2.09,7.13,7.55,4.29,1.12,0.0,35.09,23.34,-15.83,-6.39,0.22,64.93,-4.47,8.01,5.48
001296.SZ,长江材料,19.77,19.69,1.41,5.17,5.39,5.3,1.7,0.0,25.69,13.11,2.34,8.87,,16.34,2.22,7.62,7.34
001298.SZ,好上好,152.33,282.66,3.96,1.65,1.97,3.15,0.67,0.0,4.38,0.57,-53.44,22.27,,45.22,12.69,343.15,154.65
001299.SZ,美能能源,34.48,33.39,1.98,3.7,4.1,3.4,1.93,0.0,17.93,12.37,15.01,18.25,,23.72,1.83,18.07,16.82
001300.SZ,三柏硕,112.19,-68.6,2.93,1.11,1.98,1.31,,0.0,23.78,5.17,204.49,37.66,,17.81,扣非亏损,扣非转亏,113.32
001301.SZ,尚太科技,24.66,25.9,3.14,9.76,9.85,9.7,2.18,0.0,25.2,15.96,3.69,14.16,,25.83,1.83,5.31,5.01
001306.SZ,夏厦精密,57.88,62.43,2.8,3.2,3.62,2.84,0.71,0.0,24.15,10.35,-2.71,21.25,,28.76,2.94,39.05,31.98
001308.SZ,康冠科技,19.86,17.65,2.06,6.29,7.89,3.61,2.14,0.0,13.2,4.88,-46.86,33.05,,55.85,0.53,5.61,5.03
001309.SZ,德明利,22.93,24.06,8.27,30.02,31.52,13.66,0.14,0.0,23.13,11.73,439.19,268.45,,69.55,0.09,1.6,1.45
001311.SZ,多利科技,15.34,15.93,1.56,7.66,7.67,7.26,1.66,0.0,22.12,13.68,-10.19,-9.42,,19.0,-1.69,4.16,4.0
001313.SZ,粤海饲料,-59.66,-193.69,2.07,-2.9,-2.56,-1.91,0.58,0.0,11.09,-1.58,-197.47,-16.24,0.78,47.42,扣非亏损,扣非亏损,亏损
001314.SZ,亿道信息,222.85,178.85,3.04,0.53,1.02,0.05,0.46,0.0,15.06,0.88,-85.69,22.58,,38.65,7.92,669.47,436.95
001316.SZ,润贝航科,27.3,30.42,2.21,6.22,6.13,6.29,1.85,0.0,27.83,10.58,-4.68,10.68,0.77,11.32,2.85,9.79,8.91
001317.SZ,三羊马,148.29,260.2,2.83,0.9,1.35,1.74,0.34,0.0,7.6,1.43,-48.27,16.89,,50.65,15.41,577.01,219.69
001318.SZ,阳光乳业,29.02,29.42,2.4,6.64,6.0,5.26,1.08,0.0,36.95,21.97,-4.06,-8.72,,4.7,-3.37,8.86,9.67
001319.SZ,铭科精技,36.03,37.21,2.92,5.56,6.1,5.37,1.49,0.0,29.01,11.49,13.01,7.86,,22.17,4.73,13.37,11.81
001322.SZ,箭牌家居,201.41,65.4,1.77,0.02,0.64,0.81,1.11,0.0,26.42,0.61,-99.61,-8.49,,49.48,-7.7,6318.51,629.4
001324.SZ,长青科技,36.04,49.09,2.13,3.69,4.48,4.14,1.32,0.0,33.34,14.95,-26.12,-15.24,,15.14,-3.22,26.63,16.09
001328.SZ,登康口腔,33.22,46.68,3.7,6.56,8.27,6.77,2.3,0.0,49.25,11.2,6.4,4.12,,27.66,11.33,14.23,8.03
001330.SZ,博纳影业,-19.55,-13.07,1.59,-6.64,-5.89,-1.4,,0.0,-2.6,-37.03,8.43,-27.35,1.65,60.01,扣非亏损,扣非亏损,亏损
001331.SZ,胜通能源,71.03,78.15,1.52,1.16,1.59,0.27,0.57,0.0,1.07,0.65,130.24,12.43,,23.37,6.29,135.13,89.34
001333.SZ,光华股份,18.73,21.95,1.47,5.88,5.96,4.13,1.63,0.0,14.31,7.65,2.98,12.94,,34.03,1.7,7.46,6.28
001338.SZ,永顺泰,18.55,21.78,1.53,6.18,6.35,5.53,0.87,0.0,11.41,6.63,120.56,-11.79,,18.52,-1.85,7.05,5.84
001358.SZ,兴欣新材,35.16,42.48,2.01,3.74,4.19,3.85,2.5,0.0,31.66,18.54,-55.89,-33.92,,5.01,-1.25,22.7,16.78
001359.SZ,平安电工,21.58,,2.64,11.2,11.03,10.99,,0.0,36.05,21.08,,14.75,,16.51,,,3.91
001360.SZ,南矿集团,35.15,39.3,2.16,4.13,4.62,3.42,1.29,0.0,33.2,11.52,-23.14,-11.34,,31.91,-3.47,19.02,15.22
001366.SZ,播恩集团,-95.94,-233.05,2.25,-1.97,-1.72,-1.62,0.73,0.0,14.04,-2.0,-166.88,-34.39,,19.95,扣非亏损,扣非亏损,亏损
001367.SZ,海森药业,26.78,26.43,2.38,6.75,6.81,6.24,1.14,0.0,41.37,27.17,22.87,13.02,,6.89,2.03,7.83,7.86
001368.SZ,通达创智,20.75,25.46,1.64,5.27,5.96,5.1,3.19,0.0,27.15,11.73,2.47,23.66,,18.32,1.08,9.65,6.96
001373.SZ,翔腾新材,132.97,136.92,2.2,1.24,1.22,1.18,0.45,0.0,12.85,3.12,-63.1,-6.23,,14.2,-21.97,220.69,217.98
001378.SZ,德冠新材,32.78,34.64,1.67,3.77,3.83,2.75,1.16,0.0,13.65,6.39,-25.31,29.45,,16.77,1.18,18.39,17.12
001379.SZ,腾达科技,78.68,99.72,4.16,4.25,4.29,3.87,,0.0,7.56,4.3,-35.4,-1.73,,31.59,-57.67,46.9,36.68
001380.SZ,华纬科技,21.82,22.33,2.76,9.2,9.87,7.26,1.64,0.0,25.01,12.81,45.08,45.86,,32.49,0.49,4.85,4.42
001387.SZ,雪祺电气,38.12,29.02,2.36,5.44,5.58,3.46,,0.0,12.13,3.98,-44.98,-17.05,,38.7,-1.7,10.66,13.66
001389.SZ,广合科技,29.67,32.58,6.78,20.39,19.86,12.37,,0.0,33.3,18.37,51.34,36.69,,43.9,0.89,3.2,2.99
001696.SZ,宗申动力,58.2,95.65,6.18,7.57,7.99,5.07,3.77,0.0,14.18,5.75,2.3,26.0,20.39,53.23,3.68,25.27,14.57
001872.SZ,招商港口,10.17,13.72,0.83,5.6,6.22,4.89,3.63,0.0,44.73,60.06,11.77,3.5,4.79,35.72,3.92,4.9,3.27
001896.SZ,豫能控股,-56.11,-48.5,2.13,-3.78,-2.82,1.75,,0.0,7.48,-0.98,81.48,6.92,,88.88,扣非亏损,扣非亏损,亏损
001914.SZ,招商积余,14.86,17.19,1.2,5.93,6.19,4.54,1.42,0.0,11.31,5.27,10.2,12.01,30.82,45.6,1.43,5.8,4.8
001965.SZ,招商公路,14.46,16.35,1.25,6.13,6.52,4.05,5.44,0.0,37.96,51.87,-5.43,38.04,0.02,45.42,0.43,5.33,4.44
001979.SZ,招商蛇口,31.38,24.46,1.11,1.46,2.04,0.73,3.36,0.0,9.95,4.38,-43.32,2.88,0.7,68.63,8.51,33.49,30.77
002001.SZ,新和成,13.72,16.05,2.66,14.86,15.22,12.16,2.65,0.0,39.54,25.4,99.03,43.31,0.01,33.56,0.37,2.16,1.8
002004.SZ,华邦健康,15.84,48.75,0.94,4.32,4.47,3.24,4.72,0.0,36.81,6.57,-9.78,0.64,16.65,47.03,76.03,22.58,7.09
002005.SZ,ST德豪,-41.45,-16.74,8.72,-17.1,-14.02,-3.02,,0.0,18.33,-9.05,69.96,-7.53,,63.88,扣非亏损,扣非亏损,亏损
002006.SZ,精工科技,63.71,70.07,4.72,4.7,5.35,2.83,0.98,0.0,24.37,6.19,-50.31,5.51,,54.65,12.72,29.8,23.82
002007.SZ,华兰生物,26.06,27.23,2.74,7.09,8.02,7.39,1.36,0.0,61.77,28.97,-9.75,-10.79,,14.85,-2.52,7.68,6.5
002008.SZ,大族激光,15.08,60.58,1.81,2.43,9.25,4.34,0.97,0.0,34.31,14.52,2.29,7.9,1.88,48.4,7.67,49.86,3.26
002010.SZ,传化智联,48.01,104.14,0.88,1.92,1.36,2.08,2.16,0.0,14.3,1.71,-29.74,-24.76,1.72,55.24,-4.21,108.36,70.6
002011.SZ,盾安环境,14.31,14.99,2.42,13.17,13.6,6.75,,0.0,18.19,6.91,0.81,10.54,3.39,55.95,1.42,2.28,2.1
002012.SZ,凯恩股份,106.14,131.19,1.68,0.74,1.2,1.15,0.55,0.0,17.95,7.11,174.19,-36.15,,7.37,-3.63,356.31,176.91
002014.SZ,永新股份,15.54,16.11,2.6,11.8,12.98,9.27,6.59,0.0,22.96,12.09,2.54,2.44,,38.29,6.6,2.73,2.39
002015.SZ,协鑫能科,16.72,49.18,1.15,4.07,5.14,4.12,1.05,0.0,26.05,9.33,60.1,-15.7,0.14,66.27,-3.13,24.16,6.5
002016.SZ,世荣兆业,184.62,-298.57,1.23,0.48,0.5,0.91,0.41,0.0,38.46,5.79,-90.48,-41.61,0.15,27.21,扣非亏损,扣非转亏,738.48
002017.SZ,东信和平,40.34,39.69,3.81,6.55,7.07,4.3,1.44,0.0,31.75,11.25,8.1,1.89,0.06,42.98,20.96,12.12,11.41
002020.SZ,京新药业,14.14,18.36,1.86,8.71,10.11,7.6,2.36,0.0,51.11,18.09,13.16,9.68,5.95,31.73,1.9,4.21,2.8
002021.SZ,中捷资源,132.7,-412.5,5.32,2.15,3.03,1.26,,0.0,16.98,2.62,224.06,21.94,,31.03,扣非亏损,扣非转亏,87.59
002022.SZ,科华生物,-21.29,-8.96,0.89,-3.58,-3.02,-1.42,,0.0,40.04,-7.92,-282.82,-29.09,14.63,20.1,扣非亏损,扣非亏损,亏损
002023.SZ,海特高新,109.7,196.53,2.12,0.97,1.45,2.0,0.55,0.0,34.1,5.37,631.01,24.65,0.57,41.13,7.97,403.8,151.31
002024.SZ,ST易购,23.77,-6.47,1.57,-7.15,5.09,2.33,,0.0,21.65,1.49,72.74,-21.86,13.34,90.95,扣非亏损,扣非亏损,9.34
002025.SZ,航天电器,49.58,55.02,4.16,5.9,6.4,4.29,0.79,0.0,44.36,11.68,-34.27,-23.22,,35.47,-2.37,18.65,15.49
002026.SZ,山东威达,15.97,20.65,1.19,4.94,5.66,4.28,1.18,0.0,24.21,12.46,64.87,-4.32,0.09,26.58,-4.78,8.35,5.64
002028.SZ,思源电气,30.63,35.5,5.18,12.69,13.28,8.77,0.77,0.0,31.42,14.6,26.52,21.28,5.39,44.35,1.67,5.6,4.61
002029.SZ,七匹狼,13.96,48.4,0.67,0.31,3.62,1.91,2.09,0.0,51.93,12.18,-82.67,-7.73,,35.46,-6.26,307.77,7.71
002030.SZ,达安基因,-13.38,-10.88,1.08,-5.03,-5.83,-5.86,0.15,0.0,39.98,-84.85,-487.9,-29.83,,13.84,扣非亏损,扣非亏损,亏损
002031.SZ,巨轮智能,1183.08,-319.3,3.79,-0.08,0.24,1.28,,0.0,17.99,0.33,95.65,64.89,,44.15,扣非亏损,扣非亏损,9859.0
002032.SZ,苏泊尔,22.41,20.73,7.63,23.49,24.46,13.82,5.15,0.0,24.47,8.67,5.26,7.45,,52.87,2.78,1.77,1.83
002033.SZ,丽江股份,19.8,23.95,2.02,7.68,7.39,8.75,4.33,0.0,60.76,34.16,-10.78,-0.96,0.99,12.26,-24.91,6.24,5.36
002035.SZ,华帝股份,13.26,15.74,1.93,10.55,11.07,6.2,4.83,0.0,40.5,8.79,12.0,3.27,2.77,46.49,4.82,2.98,2.4
002036.SZ,联创电子,-195.58,-16.29,4.48,-3.46,-1.67,0.99,,0.0,9.53,-1.15,74.19,9.22,,79.25,扣非亏损,扣非亏损,亏损
002037.SZ,保利联合,-58.46,-5.54,2.36,-3.95,-3.02,0.96,,0.0,19.55,-1.9,-204.06,-15.43,8.15,83.01,扣非亏损,扣非亏损,亏损
002038.SZ,双鹭药业,-347.6,70.61,1.38,1.36,-0.29,-0.71,1.47,0.0,68.41,-3.28,-61.34,-30.4,,4.63,-2.32,103.48,亏损
002040.SZ,南京港,19.87,20.69,1.01,3.63,3.87,4.35,1.43,0.0,45.6,21.58,-0.97,7.32,1.71,21.73,2.83,11.41,10.27
002041.SZ,登海种业,124.38,74.53,2.7,-0.05,1.63,0.77,0.27,0.0,27.31,9.91,-104.02,-11.55,,23.32,-6.46,转盈,152.61
002042.SZ,华孚时尚,107.06,-20.5,1.13,-1.0,0.99,1.07,,0.0,5.08,0.65,-376.34,-15.61,2.39,63.55,扣非亏损,扣非亏损,216.27
002044.SZ,美年健康,601.86,81.21,2.58,0.11,0.32,1.68,0.32,0.0,39.67,1.13,-96.43,-1.96,56.71,55.68,-41.33,1530.85,3761.6
002045.SZ,国光电器,24.24,38.54,1.89,4.98,6.01,2.65,,0.0,13.79,4.29,25.98,31.78,,57.81,1.21,15.49,8.07
002046.SZ,国机精工,23.24,31.44,1.87,4.84,6.12,4.65,1.73,0.0,36.77,11.75,7.41,-11.64,0.47,37.07,-2.7,12.98,7.59
002047.SZ,宝鹰股份,-8.03,-4.43,-24.25,,,-3.07,,0.0,6.17,-28.79,-28.08,-37.78,-2.78,101.89,扣非亏损,,
002048.SZ,宁波华翔,11.38,13.29,0.96,5.56,5.17,4.62,4.86,0.0,15.1,5.38,-15.16,10.55,7.77,54.74,1.26,4.78,4.4
002049.SZ,紫光国微,44.89,44.86,5.04,7.37,8.49,6.05,1.01,0.0,56.81,23.83,-54.37,-24.56,5.63,26.84,-1.83,12.17,10.58
002051.SZ,中工国际,25.25,51.27,0.95,2.07,2.86,2.53,1.54,0.0,17.15,3.76,-49.41,0.37,2.06,50.75,139.96,49.6,17.66
002052.SZ,*ST同洲,-148.92,-60.47,-739.83,-191.56,,-3.06,,0.0,29.46,-10.8,89.46,15.66,-13.7,104.2,扣非亏损,扣非亏损,
002053.SZ,云南能投,15.31,16.73,1.59,7.76,8.01,3.77,1.66,0.0,40.96,21.04,82.73,31.66,,54.27,0.53,4.31,3.82
002054.SZ,德美化工,38.8,61.69,1.11,2.03,2.12,1.29,1.03,0.0,23.12,-1.05,44.91,-3.14,2.74,56.71,-19.66,60.82,36.61
002055.SZ,得润电子,-29.2,-13.62,1.96,-5.88,-4.92,-1.59,,0.0,15.39,-6.35,-569.48,-23.07,14.72,69.98,扣非亏损,扣非亏损,亏损
002056.SZ,横店东磁,19.32,18.71,2.6,9.73,10.3,4.02,2.87,0.0,15.65,6.75,-45.88,-13.85,0.0,55.67,-1.35,3.84,3.75
002057.SZ,中钢天源,30.27,49.56,2.03,4.19,4.97,3.85,2.25,0.0,22.43,9.36,-38.0,-5.43,1.31,31.25,-9.13,23.64,12.18
002058.SZ,威尔泰,-149.72,-98.74,15.49,-8.43,-5.68,-1.63,,0.0,30.3,-5.56,-8.67,16.48,,41.01,扣非亏损,扣非亏损,亏损
002059.SZ,云南旅游,32.5,-13.07,3.7,-10.63,8.93,3.82,,0.0,3.58,28.64,-43.62,21.01,,51.97,扣非亏损,扣非亏损,7.28
002060.SZ,广东建工,17.35,12.08,1.14,4.94,4.9,1.09,3.16,0.0,10.17,1.65,-33.29,-19.39,0.13,89.09,-0.62,4.89,7.08
002061.SZ,浙江交科,10.62,8.63,0.81,5.68,5.74,1.77,3.42,0.0,8.15,2.85,11.63,3.16,,77.18,2.73,3.04,3.7
002062.SZ,宏润建设,14.54,17.78,1.09,5.61,6.05,3.06,2.26,0.0,17.94,7.88,-2.95,-5.53,,68.16,-3.21,6.34,4.81
002063.SZ,远光软件,85.05,42.05,3.58,3.13,3.19,2.48,0.42,0.0,56.99,6.37,-22.94,-1.44,0.97,17.94,-29.28,26.86,53.32
002064.SZ,华峰化学,15.0,16.04,1.54,7.46,7.84,6.1,2.24,0.0,15.6,9.91,4.24,3.51,0.23,25.97,4.57,4.3,3.83
002065.SZ,东华软件,34.74,57.92,1.92,3.22,4.18,2.24,0.81,0.0,23.1,5.16,12.99,10.13,4.69,50.11,5.72,35.96,16.62
002066.SZ,瑞泰科技,49.57,53.67,3.88,4.69,5.94,2.77,0.9,0.0,15.13,2.67,6.41,-0.03,0.42,71.25,-1546.72,22.87,16.69
002067.SZ,景兴纸业,61.49,235.27,0.75,0.14,0.9,1.3,0.74,0.0,6.64,1.21,-62.75,-0.7,,33.43,-335.0,3434.59,136.63
002068.SZ,黑猫股份,-85.73,-78.79,2.12,-2.93,-1.84,0.27,,0.0,4.04,-0.83,67.75,7.45,2.32,62.07,扣非亏损,扣非亏损,亏损
002069.SZ,獐子岛,-76.49,-54.97,52.03,-47.65,-37.69,1.14,,0.0,13.53,-2.05,-256.16,-8.96,1.97,95.72,扣非亏损,扣非亏损,亏损
002072.SZ,凯瑞德,-533.43,-6003.25,35.55,-5.39,-4.88,-2.31,,0.0,2.75,-0.5,-80.71,133.02,,51.86,扣非亏损,扣非亏损,亏损
002073.SZ,软控股份,18.55,21.2,1.51,5.6,6.32,2.88,1.52,0.0,24.32,8.35,82.15,32.67,,65.58,0.65,7.57,5.87
002074.SZ,国轩高科,78.82,353.3,1.72,0.23,1.66,1.2,0.47,0.0,17.98,1.62,12.62,15.6,1.88,74.31,22.65,3103.2,94.96
002076.SZ,星光股份,-941.84,-150.09,7.96,-2.61,-0.64,-0.17,,0.0,37.4,-1.99,38.3,19.52,1.16,49.05,扣非亏损,扣非亏损,亏损
002077.SZ,大港股份,178.43,526.57,2.85,1.11,1.21,1.67,,0.0,9.52,17.01,26.47,-28.53,3.98,20.42,-18.46,950.39,294.93
002078.SZ,太阳纸业,12.32,11.43,1.46,9.64,9.09,6.47,2.47,0.0,16.35,7.97,24.26,6.07,0.07,46.37,1.88,2.37,2.71
002079.SZ,苏州固锝,173.54,169.06,3.14,0.6,1.37,1.65,0.34,0.0,10.47,0.9,-82.3,55.61,0.01,31.56,3.04,559.08,253.34
002080.SZ,中材科技,28.4,29.19,1.26,1.76,3.29,2.07,3.52,0.0,17.81,4.52,-78.4,-8.2,0.18,54.73,-3.56,33.16,17.27
002081.SZ,金螳螂,16.0,16.54,0.74,2.93,3.47,1.57,2.66,0.0,12.93,3.25,-34.6,-11.24,1.38,60.39,-1.47,11.28,9.22
002082.SZ,万邦德,59.2,62.01,1.35,0.16,1.7,1.4,1.25,0.0,40.58,3.37,120.88,5.56,4.66,35.26,11.16,766.01,69.65
002084.SZ,海鸥住工,-338.46,-8.01,1.29,-0.39,-0.28,0.23,0.76,0.0,15.52,-0.2,-213.29,-0.11,,54.19,扣非亏损,扣非亏损,亏损
002085.SZ,万丰奥威,63.05,72.44,6.86,7.32,8.27,5.84,3.04,0.0,17.5,6.48,3.2,-1.97,14.32,46.26,-36.77,19.79,15.25
002086.SZ,东方海洋,-69.65,-10.1,4.18,-5.09,-4.4,-3.0,,0.0,10.3,-28.36,-5.08,-23.77,0.27,20.19,扣非亏损,扣非亏损,亏损
002088.SZ,鲁阳节能,14.01,13.49,2.32,12.27,12.2,10.95,5.61,0.0,29.62,13.45,-12.74,-0.73,,26.26,-18.38,2.2,2.3
002091.SZ,江苏国泰,10.22,9.73,0.8,5.53,5.72,4.52,3.83,0.0,15.12,5.08,-24.03,2.16,0.02,50.15,4.51,3.52,3.57
002092.SZ,ST中泰,-24.44,-5.32,0.51,-1.86,-1.54,0.57,,0.0,16.56,-1.89,65.25,-25.74,0.01,64.04,扣非亏损,扣非亏损,亏损
002094.SZ,青岛金王,65.63,235.15,3.78,4.12,4.43,4.23,,0.0,20.95,4.75,118.02,-41.32,3.13,56.01,-5.69,114.25,29.63
002095.SZ,生意宝,-198.42,-157.51,4.33,-2.71,-1.61,-2.6,0.25,0.0,11.85,-5.9,-471.85,18.41,,21.18,扣非亏损,扣非亏损,亏损
002096.SZ,易普力,23.84,24.93,2.29,7.15,7.37,6.17,1.98,0.0,23.58,8.85,8.54,0.29,11.34,30.88,85.82,6.97,6.47
002097.SZ,山河智能,192.59,-68.09,1.95,-1.07,0.76,1.42,0.82,0.0,27.57,0.21,-11.1,-1.85,,77.87,扣非亏损,扣非亏损,506.81
002098.SZ,浔兴股份,13.41,15.43,2.38,14.21,14.08,10.25,1.65,0.0,33.97,9.26,77.08,29.7,,37.69,0.52,2.17,1.91
002099.SZ,海翔药业,627.3,-28.42,1.83,0.33,0.22,-0.3,,0.0,27.33,0.71,-49.5,-13.85,11.05,28.24,扣非亏损,扣非转亏,5702.72
002100.SZ,天康生物,12.67,-29.72,1.38,8.15,8.46,4.09,,0.0,11.99,4.24,206.35,-11.01,2.1,49.89,扣非亏损,扣非转亏,3.0
002101.SZ,广东鸿图,25.85,26.35,1.2,3.15,3.46,1.9,2.1,0.0,15.62,4.68,-15.12,6.99,10.04,41.73,3.77,16.7,14.94
002102.SZ,能特科技,48.14,-193.39,1.83,2.56,2.9,1.77,,0.0,2.2,1.39,-25.2,17.0,31.31,48.29,扣非亏损,扣非转亏,33.2
002103.SZ,广博股份,24.04,27.16,3.35,9.81,10.66,5.83,,0.0,18.0,6.0,-6.01,-1.45,0.02,48.15,-18.76,5.53,4.51
002104.SZ,恒宝股份,45.86,66.73,2.62,3.2,4.26,4.05,1.69,0.0,34.21,13.4,-42.72,-28.49,,8.12,-2.34,41.69,21.53
002105.SZ,信隆健康,1707.52,-178.07,2.12,-0.32,0.09,0.32,0.46,0.0,16.05,0.05,-129.16,10.68,,44.26,扣非亏损,扣非亏损,37944.84
002106.SZ,莱宝高科,19.41,20.87,1.5,5.8,5.86,3.46,2.35,0.0,16.11,7.02,4.97,4.45,,37.34,4.69,7.2,6.62
002107.SZ,沃华医药,95.99,127.54,4.29,2.86,3.04,2.0,4.12,0.0,72.27,3.49,-61.44,-19.5,4.58,27.97,-6.54,89.23,63.15
002108.SZ,沧州明珠,33.39,61.7,1.21,2.42,2.71,2.29,2.43,0.0,11.93,7.05,-46.66,-1.54,,31.39,-40.09,50.97,24.64
002109.SZ,兴化股份,-10.62,-8.93,0.96,-6.35,-5.75,-2.1,,0.0,-2.78,-11.96,-53.93,0.38,,52.53,扣非亏损,扣非亏损,亏损
002110.SZ,三钢闽光,-5.05,-9.24,0.47,-4.01,-6.74,-2.97,,0.0,3.13,-3.99,-5432.47,-3.47,,63.48,扣非亏损,扣非亏损,亏损
002112.SZ,三变科技,27.67,21.64,4.76,13.37,13.55,4.95,0.29,0.0,19.11,5.27,163.34,54.03,,71.76,0.4,3.24,4.08
002114.SZ,罗平锌电,-20.63,-29.89,2.02,1.9,-7.07,-1.81,,0.0,9.2,-7.32,115.32,-14.54,1.16,57.95,扣非亏损,扣非转亏,亏损
002115.SZ,三维通信,-142.03,-47.82,2.0,-1.93,-1.05,0.91,,0.0,4.61,-0.03,-155.93,-14.29,13.55,45.13,扣非亏损,扣非亏损,亏损
002116.SZ,中国海诚,18.65,17.59,2.21,8.67,8.99,3.2,2.54,0.0,14.96,4.97,13.13,2.05,,60.43,8.57,4.06,4.15
002119.SZ,康强电子,54.86,79.24,4.26,4.51,5.98,3.98,0.22,0.0,12.78,5.34,33.14,13.55,0.09,44.59,5.85,35.18,18.35
002120.SZ,韵达股份,13.3,15.68,1.26,5.96,7.14,5.8,2.28,0.0,9.87,4.04,20.86,8.14,,48.02,1.93,5.26,3.72
002121.SZ,科陆电子,-35.23,-13.66,8.86,-25.18,-17.5,0.3,,0.0,32.02,-6.26,-298.6,-13.15,8.88,89.35,扣非亏损,扣非亏损,亏损
002122.SZ,汇洲智能,68.37,113.42,2.68,2.66,2.98,1.6,,0.0,20.56,9.04,48.61,10.43,0.67,32.29,10.87,85.43,45.89
002123.SZ,梦网科技,231.54,-5.14,5.67,0.79,1.86,1.78,0.23,0.0,8.97,1.14,136.57,-0.76,,58.62,扣非亏损,扣非转亏,248.96
002124.SZ,ST天邦,4.39,-6.69,2.2,4.61,46.45,10.58,,0.0,15.65,18.79,107.92,-1.68,7.19,73.85,扣非亏损,扣非转亏,0.19
002125.SZ,湘潭电化,21.64,23.01,2.41,8.04,8.54,6.1,1.57,0.0,31.08,17.47,5.11,-13.2,,38.48,-1.74,5.73,5.07
002126.SZ,银轮股份,20.49,23.04,2.72,9.47,10.41,4.78,0.54,0.0,20.07,7.41,32.78,15.18,2.6,60.73,1.52,4.87,3.94
002127.SZ,南极电商,117.48,177.43,1.9,0.77,1.0,0.79,2.06,0.0,14.14,2.11,-43.4,16.42,9.71,14.52,10.81,463.56,234.95
002129.SZ,TCL中环,-5.79,-4.84,1.35,-18.17,-15.94,-4.39,1.66,0.0,-8.21,-28.69,-230.39,-53.59,5.75,59.57,扣非亏损,扣非亏损,亏损
002130.SZ,沃尔核材,28.4,30.57,4.65,12.1,12.76,9.02,2.25,0.0,32.84,14.71,36.0,20.13,12.37,39.7,1.52,5.06,4.45
002131.SZ,利欧股份,-66.53,143.3,1.1,1.96,-1.19,-1.18,1.32,0.0,8.71,-1.14,20.23,1.08,2.68,43.68,132.57,146.09,亏损
002133.SZ,广宇集团,-10.58,-7.71,0.57,-3.95,-3.93,-0.13,1.43,0.0,3.29,-3.63,-197.32,-55.02,0.03,64.4,扣非亏损,扣非亏损,亏损
002134.SZ,天津普林,130.7,153.24,11.32,6.04,6.63,2.94,,0.0,17.23,4.64,21.06,88.13,17.52,61.6,1.74,50.76,39.43
002135.SZ,东南网架,25.34,30.04,0.87,2.09,2.56,1.58,1.73,0.0,8.09,1.8,-48.01,-7.5,0.01,67.53,-4.01,28.73,19.79
002136.SZ,安纳达,40.57,140.42,1.83,3.35,3.42,0.36,0.86,0.0,5.58,1.35,-55.11,-14.85,,28.9,-9.46,83.74,23.72
002137.SZ,实益达,102.45,242.21,2.39,1.15,1.77,2.36,,0.0,22.07,8.8,-28.64,0.41,,16.45,584.91,421.02,115.76
