股票代码,股票简称,港股@最新价,港股@最新涨跌幅,港股@所属恒生行业(二级),港股@所属概念,港股@总市值[20240308],港股@流通市值[20240308],港股@所属恒生行业,market_code,code
0197.HK,亨泰,0.370,0.000,食物饮品,物流[HK],38876011.74,38876011.74,必需性消费,177,HK0197
0199.HK,德祥地产,0.510,0.000,地产,"物业投资[HK],香港房地产[HK]",462671189.1,462671189.1,地产建筑业,177,HK0199
0202.HK,润中国际控股,0.123,0.000,综合企业,节能环保[HK],897207431.649,897207431.649,综合企业,177,HK0202
0205.HK,财讯传媒,0.230,0.000,媒体及娱乐,文化传媒[HK],169312827.9,169312827.9,非必需性消费,177,HK0205
0209.HK,瀛晟科学,0.085,0.000,家庭电器及用品,"婴童[HK],玩具及消闲用品[HK]",52001929.0,52001929.0,非必需性消费,177,HK0209
0213.HK,乐声电子,0.600,0.000,工业工程,物业投资[HK],549505777.2,549505777.2,工业,177,HK0213
0211.HK,大凌集团,0.182,0.000,其他金融,物业投资[HK],129403856.218,129403856.218,金融业,177,HK0211
0215.HK,和记电讯香港,1.050,0.000,电讯,"5G[HK],电信股[HK],移动互联网[HK],苹果概念[HK],长和系[HK]",5060051018.4,5060051018.4,电讯业,177,HK0215
0214.HK,汇汉控股,0.420,0.000,其他金融,物业投资[HK],353167078.32,353167078.32,金融业,177,HK0214
0216.HK,建业实业,0.900,0.000,地产,香港房地产[HK],496231337.7,496231337.7,地产建筑业,177,HK0216
0224.HK,建生国际,0.750,0.000,地产,物业投资[HK],865528992.0,865528992.0,地产建筑业,177,HK0224
0222.HK,闽信集团,2.540,0.000,保险,"物业投资[HK],红筹股[HK]",1517033420.08,1517033420.08,金融业,177,HK0222
0226.HK,力宝,0.920,0.000,旅游及消闲设施,"物业投资[HK],餐饮连锁[HK]",453701709.44,453701709.44,非必需性消费,177,HK0226
0235.HK,中策资本控股,0.028,0.000,一般金属及矿石,现代服务业[HK],570787107.38,570787107.38,原材料业,177,HK0235
0234.HK,新世纪集团,0.039,0.000,旅游及消闲设施,"旅游及观光[HK],现代服务业[HK]",225434379.495,225434379.495,非必需性消费,177,HK0234
0243.HK,品质国际,0.175,0.000,半导体,集成电路[HK],50530643.1,50530643.1,资讯科技业,177,HK0243
0247.HK,尖沙咀置业,19.500,0.000,地产,"物业投资[HK],香港房地产[HK]",41045496687.0,41045496687.0,地产建筑业,177,HK0247
0251.HK,爪哇控股,1.900,0.000,地产,物业投资[HK],1144033179.4,1144033179.4,地产建筑业,177,HK0251
0252.HK,华信地产财务,3.100,0.000,工用支援,物业投资[HK],698802105.4,698802105.4,工业,177,HK0252
0253.HK,顺豪控股,0.720,0.000,旅游及消闲设施,"物业投资[HK],连锁酒店[HK]",219145500.0,219145500.0,非必需性消费,177,HK0253
0258.HK,汤臣集团,1.510,0.000,地产,"台资企业[HK],知名公司[HK],香港房地产[HK]",3098742252.37,3098742252.37,地产建筑业,177,HK0258
0260.HK,幸福控股,0.010,0.000,其他金融,"天然气[HK],红筹股[HK]",59437457.41,59437457.41,金融业,177,HK0260
0262.HK,迪臣发展国际,0.077,0.000,地产,"健康产业[HK],安防[HK],香港房地产[HK]",112945186.2,112945186.2,地产建筑业,177,HK0262
0266.HK,天德地产,2.200,0.000,地产,连锁酒店[HK],1044410012.8,1044410012.8,地产建筑业,177,HK0266
0269.HK,中国资源交通,0.010,0.000,工用运输,,106440931.85,106440931.85,工业,177,HK0269
0271.HK,亚证地产,0.175,0.000,地产,,217117065.375,217117065.375,地产建筑业,177,HK0271
0278.HK,华厦置业,3.950,0.000,地产,,477792000.0,477792000.0,地产建筑业,177,HK0278
0277.HK,太兴置业,2.360,0.000,地产,,654269603.88,654269603.88,地产建筑业,177,HK0277
0280.HK,景福集团,0.370,0.000,纺织及服饰,奢侈品股[HK],336444132.05,336444132.05,非必需性消费,177,HK0280
0287.HK,永发置业,4.550,0.000,地产,,182000000.0,182000000.0,地产建筑业,177,HK0287
0294.HK,长江制衣,1.180,0.000,纺织及服饰,,243962271.84,243962271.84,非必需性消费,177,HK0294
0295.HK,江山控股,0.021,0.000,公用事业,太阳能[HK],314253292.899,314253292.899,公用事业,177,HK0295
0299.HK,宝新置地,0.190,0.000,地产,"软件外包[HK],香港房地产[HK]",20748474.05,20748474.05,地产建筑业,177,HK0299
0306.HK,冠忠巴士集团,1.700,0.000,旅游及消闲设施,现代服务业[HK],810520631.4,810520631.4,非必需性消费,177,HK0306
0310.HK,嘉进投资国际,0.094,0.000,其他金融,财产管理[HK],11386409.88,11386409.88,金融业,177,HK0310
0311.HK,联泰控股,0.230,0.000,纺织及服饰,现代服务业[HK],237845913.18,237845913.18,非必需性消费,177,HK0311
0313.HK,裕田中国,0.010,0.000,地产,香港房地产[HK],233366872.55,233366872.55,地产建筑业,177,HK0313
0318.HK,黄河实业,0.295,0.000,软件服务,移动支付[HK],79894053.205,79894053.205,资讯科技业,177,HK0318
0332.HK,元亨燃气,0.043,0.000,石油及天然气,节能环保[HK],281461708.633,281461708.633,能源业,177,HK0332
0333.HK,黛丽斯国际,0.335,0.000,纺织及服饰,,100852646.125,100852646.125,非必需性消费,177,HK0333
0334.HK,华显光电,0.226,0.000,资讯科技器材,"台资企业[HK],电子信息[HK]",477833591.954,477833591.954,资讯科技业,177,HK0334
0335.HK,美建集团,0.730,0.000,其他金融,财产管理[HK],1958091233.34,1958091233.34,金融业,177,HK0335
0336.HK,华宝国际,2.330,0.000,食物饮品,"烟草[HK],食品添加剂[HK]",7525729621.08,7525729621.08,必需性消费,177,HK0336
0356.HK,鼎立资本,0.053,0.000,其他金融,财产管理[HK],144969840.0,144969840.0,金融业,177,HK0356
0361.HK,顺龙控股,0.047,0.000,家庭电器及用品,"体育[HK],玩具及消闲用品[HK]",244458750.0,244458750.0,非必需性消费,177,HK0361
0366.HK,陆氏集团(越南),0.980,0.000,建筑,物业投资[HK],492506269.64,492506269.64,地产建筑业,177,HK0366
0369.HK,永泰地产,2.500,0.000,地产,"物业投资[HK],香港房地产[HK]",3393000697.5,3393000697.5,地产建筑业,177,HK0369
0373.HK,联合集团,1.620,0.000,其他金融,财产管理[HK],5692168663.2,5692168663.2,金融业,177,HK0373
0375.HK,YGM贸易,1.250,0.000,纺织及服饰,,207329740.0,207329740.0,非必需性消费,177,HK0375
0374.HK,四洲集团,2.500,0.000,食物饮品,,960554100.0,960554100.0,必需性消费,177,HK0374
0377.HK,中国华君,1.000,0.000,工用支援,现代服务业[HK],61543075.0,61543075.0,工业,177,HK0377
0380.HK,中国管业,0.072,0.000,建筑,新材料[HK],95923152.0,95923152.0,地产建筑业,177,HK0380
0383.HK,中国医疗网络,0.700,0.000,医疗保健设备和服务,"健康产业[HK],物业投资[HK]",760203819.9,760203819.9,医疗保健业,177,HK0383
0387.HK,力丰(集团),0.670,0.000,工业工程,物业投资[HK],154150961.54,154150961.54,工业,177,HK0387
0388.HK,香港交易所,234.200,0.000,其他金融,"数据中心[HK],现代服务业[HK],知名公司[HK]",296927400809.0,296927400809.0,金融业,177,HK0388
0399.HK,领航医药生物科技,0.209,0.000,消费者主要零售商,生物医药[HK],360147342.016,360147342.016,必需性消费,177,HK0399
0398.HK,东方表行集团,3.750,0.000,专业零售,奢侈品股[HK],1827593340.0,1827593340.0,非必需性消费,177,HK0398
0401.HK,万嘉集团,0.068,0.000,医疗保健设备和服务,生物医药[HK],38095105.248,38095105.248,医疗保健业,177,HK0401
0403.HK,星光集团,0.194,0.000,工用支援,现代服务业[HK],97122857.872,97122857.872,工业,177,HK0403
0406.HK,有利集团,1.110,0.000,建筑,现代服务业[HK],486239496.0,486239496.0,地产建筑业,177,HK0406
0408.HK,叶氏化工集团,1.500,0.000,原材料,,852726144.0,852726144.0,原材料业,177,HK0408
0413.HK,南华集团控股,0.049,0.000,家庭电器及用品,"婴童[HK],玩具及消闲用品[HK]",647843806.428,647843806.428,非必需性消费,177,HK0413
0416.HK,锦州银行,1.380,0.000,银行,"内银股[HK],财产管理[HK]",19294629643.92,4853901600.0,金融业,177,HK0416
0420.HK,福田实业,0.385,0.000,纺织及服饰,"国企改革[HK],现代服务业[HK],红筹股[HK]",471635379.6,471635379.6,非必需性消费,177,HK0420
0423.HK,经济日报集团,0.920,0.000,媒体及娱乐,文化传媒[HK],397072000.0,397072000.0,非必需性消费,177,HK0423
0426.HK,万华媒体,0.056,0.000,媒体及娱乐,文化传媒[HK],22450400.0,22450400.0,非必需性消费,177,HK0426
0430.HK,东方兴业控股,0.290,0.000,地产,物业投资[HK],112573244.0,112573244.0,地产建筑业,177,HK0430
0442.HK,域能控股,1.170,0.000,纺织及服饰,海航系[HK],201942000.0,201942000.0,非必需性消费,177,HK0442
0444.HK,Sincerewatch HK,0.025,0.000,专业零售,,151098750.0,151098750.0,非必需性消费,177,HK0444
0456.HK,新城市建设发展,0.560,0.000,地产,物业投资[HK],65657224.64,65657224.64,地产建筑业,177,HK0456
0464.HK,中国智能科技,0.490,0.000,家庭电器及用品,"健康产业[HK],家用电器[HK]",261245460.0,261245460.0,非必需性消费,177,HK0464
0472.HK,新丝路文旅,0.151,0.000,食物饮品,互联网金融[HK],484346342.774,484346342.774,必需性消费,177,HK0472
0475.HK,中发展控股,0.600,0.000,工业工程,,232538400.0,232538400.0,工业,177,HK0475
0476.HK,科轩动力控股,0.102,0.000,工业工程,小金属[HK],94652725.494,94652725.494,工业,177,HK0476
0480.HK,香港兴业国际,1.270,0.000,地产,"物业投资[HK],香港房地产[HK]",1886333289.81,1886333289.81,地产建筑业,177,HK0480
0485.HK,中国华星,0.149,0.000,地产,"电子信息[HK],香港房地产[HK]",31713141.822,31713141.822,地产建筑业,177,HK0485
0491.HK,英皇文化产业,0.038,0.000,媒体及娱乐,文化传媒[HK],122106953.82,122106953.82,非必需性消费,177,HK0491
0495.HK,百利大,0.043,0.000,地产,物业投资[HK],60255794.607,60255794.607,地产建筑业,177,HK0495
0498.HK,蓝河控股,0.207,0.000,建筑,物流[HK],215475845.598,215475845.598,地产建筑业,177,HK0498
0499.HK,青岛控股,0.139,0.000,支援服务,"互联网+[HK],物业投资[HK]",138798917.04,138798917.04,非必需性消费,177,HK0499
0505.HK,兴业合金,1.000,0.000,一般金属及矿石,铜[HK],899558173.0,899558173.0,原材料业,177,HK0505
0513.HK,恒和集团,0.214,0.000,纺织及服饰,,146187307.212,146187307.212,非必需性消费,177,HK0513
0518.HK,同得仕(集团),0.233,0.000,纺织及服饰,品牌服饰[HK],105098740.781,105098740.781,非必需性消费,177,HK0518
0519.HK,实力建业,0.064,0.000,地产,"养老概念[HK],连锁酒店[HK],香港房地产[HK]",195526767.296,195526767.296,地产建筑业,177,HK0519
0521.HK,CWT Int'l,0.060,0.000,一般金属及矿石,"海航系[HK],现代服务业[HK],红筹股[HK]",683999766.06,683999766.06,原材料业,177,HK0521
0524.HK,长城天下,0.228,0.000,电讯,现代服务业[HK],44899470.0,44899470.0,电讯业,177,HK0524
0527.HK,瑞风新能源,0.249,0.000,公用事业,"电子信息[HK],风电[HK]",413928940.527,413928940.527,公用事业,177,HK0527
0526.HK,利时集团控股,0.042,0.000,家庭电器及用品,,337848856.422,337848856.422,非必需性消费,177,HK0526
0528.HK,金达控股,1.200,0.000,纺织及服饰,,755613600.0,755613600.0,非必需性消费,177,HK0528
0529.HK,新龙国际,1.500,0.000,资讯科技器材,"现代服务业[HK],电讯设备[HK]",416949999.0,416949999.0,资讯科技业,177,HK0529
0532.HK,WKK Intl (Hold),0.470,0.000,工业工程,电子信息[HK],343052043.08,343052043.08,工业,177,HK0532
0543.HK,太平洋网络,0.420,0.000,专业零售,"汽车零售[HK],电子商务[HK],移动互联网[HK]",476951020.14,476951020.14,非必需性消费,177,HK0543
0544.HK,大同集团,0.130,0.000,工用运输,"物流[HK],现代服务业[HK]",37714352.0,37714352.0,工业,177,HK0544
0554.HK,汉思能源,0.195,0.000,石油及天然气,物流[HK],771544410.0,771544410.0,能源业,177,HK0554
0556.HK,泛亚环保,0.385,0.000,工业工程,"环保[HK],节能环保[HK]",381150000.0,381150000.0,工业,177,HK0556
0559.HK,德泰新能源集团,0.011,0.000,旅游及消闲设施,连锁酒店[HK],172650848.7,172650848.7,非必需性消费,177,HK0559
0567.HK,大昌微线集团,0.064,0.000,工业工程,电子信息[HK],103250404.48,103250404.48,工业,177,HK0567
0570.HK,中国中药,4.320,0.000,药品及生物科技,"MSCI概念[HK],中医药[HK],医药股[HK],抗疫[HK],生物医药[HK]",21754664000.64,21754664000.64,医疗保健业,177,HK0570
0576.HK,浙江沪杭甬,5.950,0.000,工用运输,"国企改革[HK],现代服务业[HK]",35661313159.5,11773379299.5,工业,177,HK0576
0588.HK,北京北辰实业股份,0.660,0.000,地产,"内地房地产[HK],国企改革[HK]",5536649175.3209,466633200.0,地产建筑业,177,HK0588
0595.HK,先思行,0.415,0.000,半导体,"LED[HK],创投概念[HK],电子信息[HK],网络游戏[HK]",377095270.33,377095270.33,资讯科技业,177,HK0595
0600.HK,中国基建投资,0.390,0.000,石油及天然气,,166526509.89,166526509.89,能源业,177,HK0600
0599.HK,怡邦行控股,0.167,0.000,建筑,,120046103.314,120046103.314,地产建筑业,177,HK0599
0602.HK,佳华百货控股,0.040,0.000,专业零售,,41500000.08,41500000.08,非必需性消费,177,HK0602
0605.HK,中国金融投资管理,0.239,0.000,其他金融,"融资租赁[HK],金融科技[HK]",50019370.013,50019370.013,金融业,177,HK0605
0608.HK,达利国际,1.400,0.000,纺织及服饰,品牌服饰[HK],427861588.0,427861588.0,非必需性消费,177,HK0608
0610.HK,惠记集团,0.960,0.000,建筑,"基础建设[HK],涉矿[HK]",761399072.64,761399072.64,地产建筑业,177,HK0610
0611.HK,中国核能科技,0.285,0.000,公用事业,"核电[HK],核电核能[HK],红筹股[HK],连锁酒店[HK]",527830528.47,527830528.47,公用事业,177,HK0611
0617.HK,百利保控股,0.740,0.000,旅游及消闲设施,连锁酒店[HK],824793250.76,824793250.76,非必需性消费,177,HK0617
0621.HK,坛金矿业,0.029,0.000,黄金及贵金属,黄金[HK],526392687.449,526392687.449,原材料业,177,HK0621
0630.HK,隽泰控股,0.112,0.000,医疗保健设备和服务,医疗美容器械[HK],108365800.704,108365800.704,医疗保健业,177,HK0630
0632.HK,中港石油,0.118,0.000,石油及天然气,天然气[HK],99341778.876,99341778.876,能源业,177,HK0632
0637.HK,利记,0.140,0.000,一般金属及矿石,小金属[HK],116025000.0,116025000.0,原材料业,177,HK0637
0640.HK,星谦发展,0.720,0.000,原材料,,405612774.72,405612774.72,原材料业,177,HK0640
0643.HK,恒富控股,0.240,0.000,纺织及服饰,品牌服饰[HK],215962932.96,215962932.96,非必需性消费,177,HK0643
0648.HK,京玖康疗,0.380,0.000,医疗保健设备和服务,"专科医院[HK],健康产业[HK],民营医院[HK]",123893994.64,123893994.64,医疗保健业,177,HK0648
0670.HK,中国东方航空股份,1.940,0.000,旅游及消闲设施,"MSCI概念[HK],人民币升值[HK],国企改革[HK],航空股[HK]",78301151972.997,10042948887.38,非必需性消费,177,HK0670
0668.HK,东银国际控股,0.118,0.000,其他金融,"太阳能[HK],涉矿[HK],物业投资[HK]",150336548.9,150336548.9,金融业,177,HK0668
0676.HK,创信国际,0.760,0.000,纺织及服饰,"台资企业[HK],品牌服饰[HK]",555294000.0,555294000.0,非必需性消费,177,HK0676
0679.HK,亚洲联网科技,0.930,0.000,工业工程,,366376662.0,366376662.0,工业,177,HK0679
0681.HK,中民控股,0.028,0.000,公用事业,天然气[HK],250167713.684,250167713.684,公用事业,177,HK0681
0683.HK,嘉里建设,13.100,0.000,地产,"物业投资[HK],香港房地产[HK],高股息概念[HK]",19012105036.8,19012105036.8,地产建筑业,177,HK0683
0685.HK,世界华文媒体,0.179,0.000,媒体及娱乐,文化传媒[HK],302015287.139,302015287.139,非必需性消费,177,HK0685
0687.HK,泰升集团,0.350,0.000,建筑,"基础建设[HK],海航系[HK]",1178112498.15,1178112498.15,地产建筑业,177,HK0687
0684.HK,亚伦国际,0.880,0.000,家庭电器及用品,家用电器[HK],293087977.6,293087977.6,非必需性消费,177,HK0684
0693.HK,陈唱国际,1.330,0.000,专业零售,"汽车制造[HK],汽车零售[HK]",2677700970.0,2677700970.0,非必需性消费,177,HK0693
0695.HK,东吴水泥,2.390,0.000,建筑,,1319280000.0,1319280000.0,地产建筑业,177,HK0695
0703.HK,佳景集团,0.166,0.000,旅游及消闲设施,餐饮连锁[HK],115254202.052,115254202.052,非必需性消费,177,HK0703
0702.HK,中国油气控股,0.122,0.000,石油及天然气,"天然气[HK],石油股[HK],页岩气[HK]",408143566.418,408143566.418,能源业,177,HK0702
0711.HK,亚洲联合基建控股,0.480,0.000,建筑,"基础建设[HK],物业投资[HK]",857429686.56,857429686.56,地产建筑业,177,HK0711
0713.HK,世界(集团),0.365,0.000,家庭电器及用品,家具[HK],289122858.665,289122858.665,非必需性消费,177,HK0713
0715.HK,中泛控股,0.025,0.000,地产,物业投资[HK],403566326.5,403566326.5,地产建筑业,177,HK0715
0717.HK,英皇资本,0.037,0.000,其他金融,财产管理[HK],249411291.788,249411291.788,金融业,177,HK0717
0718.HK,太和控股,0.034,0.000,地产,,178500674.968,178500674.968,地产建筑业,177,HK0718
0720.HK,意达利控股,0.140,0.000,地产,现代服务业[HK],740952154.6,740952154.6,地产建筑业,177,HK0720
0721.HK,中国金融国际,0.027,0.000,其他金融,财产管理[HK],296234118.81,296234118.81,金融业,177,HK0721
0723.HK,信保环球控股,0.015,0.000,原材料,农业现代化[HK],136731527.715,136731527.715,原材料业,177,HK0723
0725.HK,恒都集团,0.510,0.000,工业工程,,101468580.0,101468580.0,工业,177,HK0725
0727.HK,皇冠环球集团,0.042,0.000,医疗保健设备和服务,,148381800.0,148381800.0,医疗保健业,177,HK0727
0728.HK,中国电信,4.060,0.000,电讯,"5G[HK],F5G概念[HK],互联网+[HK],人工智能[HK],华为概念[HK],国企改革[HK],数据中心[HK],新经济[HK],智慧城市[HK],电信股[HK],知名公司[HK],移动互联网[HK]",565235454609.42,56342284600.0,电讯业,177,HK0728
0730.HK,首惠产业金融,0.153,0.000,地产,"文化传媒[HK],红筹股[HK],财产管理[HK]",607804082.559,607804082.559,地产建筑业,177,HK0730
0745.HK,中国国家文化产业,0.152,0.000,媒体及娱乐,文化传媒[HK],11874567.104,11874567.104,非必需性消费,177,HK0745
0753.HK,中国国航,3.940,0.000,旅游及消闲设施,"人民币升值[HK],国企改革[HK],知名公司[HK],航空股[HK]",111075925905.95,19525106047.68,非必需性消费,177,HK0753
0752.HK,笔克远东,1.780,0.000,媒体及娱乐,文化传媒[HK],2206737385.12,2206737385.12,非必需性消费,177,HK0752
0758.HK,新华联资本,0.168,0.000,一般金属及矿石,物业投资[HK],202649874.168,202649874.168,原材料业,177,HK0758
0760.HK,新天地产集团,0.096,0.000,地产,内地房地产[HK],49407055.392,49407055.392,地产建筑业,177,HK0760
0764.HK,永恒策略,0.050,0.000,综合企业,文化传媒[HK],190980324.3,190980324.3,综合企业,177,HK0764
0765.HK,威发国际,1.000,0.000,家庭电器及用品,"婴童[HK],玩具及消闲用品[HK]",326923607.0,326923607.0,非必需性消费,177,HK0765
0767.HK,中基长寿科学,0.126,0.000,其他金融,现代服务业[HK],57385602.666,57385602.666,金融业,177,HK0767
0768.HK,开明投资,0.019,0.000,其他金融,财产管理[HK],24162911.8,24162911.8,金融业,177,HK0768
0770.HK,沪光国际,0.109,0.000,其他金融,财产管理[HK],9108503.1644356,1164774.0,金融业,177,HK0770
0771.HK,自动系统,0.690,0.000,软件服务,软件外包[HK],575250579.48,575250579.48,资讯科技业,177,HK0771
0776.HK,帝国科技集团,4.500,0.000,软件服务,"NFT概念[HK],元宇宙[HK],家具[HK]",1399662000.0,1399662000.0,资讯科技业,177,HK0776
0794.HK,锦胜集团(控股),0.170,0.000,工用支援,,56284280.0,56284280.0,工业,177,HK0794
0798.HK,中电光谷,0.355,0.000,地产,物业管理[HK],2666875020.0,2666875020.0,地产建筑业,177,HK0798
0804.HK,鼎石资本,0.185,0.000,其他金融,,75122968.5,75122968.5,金融业,177,HK0804
0812.HK,西证国际证券,0.030,0.000,其他金融,财产管理[HK],109854918.39,109854918.39,金融业,177,HK0812
0814.HK,北京京客隆,0.450,0.000,消费者主要零售商,国企改革[HK],185499000.0,81972000.0,必需性消费,177,HK0814
0817.HK,中国金茂,0.590,0.000,地产,"海南板块[HK],红筹股[HK],香港房地产[HK]",7964757068.68,7964757068.68,地产建筑业,177,HK0817
0833.HK,华讯,0.550,0.000,家庭电器及用品,"家用电器[HK],小米概念[HK],电子信息[HK]",260181999.0,260181999.0,非必需性消费,177,HK0833
0842.HK,理士国际,1.240,0.000,工业工程,,1694201665.84,1694201665.84,工业,177,HK0842
0844.HK,广泰国际控股,0.320,0.000,纺织及服饰,品牌服饰[HK],158187305.6,158187305.6,非必需性消费,177,HK0844
0845.HK,恒盛地产,0.010,0.000,地产,香港房地产[HK],77926456.23,77926456.23,地产建筑业,177,HK0845
0851.HK,盛源控股,0.265,0.000,其他金融,财产管理[HK],233722193.365,233722193.365,金融业,177,HK0851
0852.HK,海峡石油化工,0.220,0.000,石油及天然气,"石化股[HK],石油股[HK]",467140099.8,467140099.8,能源业,177,HK0852
0854.HK,威雅利,3.180,0.000,工业工程,"电子信息[HK],芯片替代[HK]",278638115.82,278638115.82,工业,177,HK0854
0858.HK,精优药业,0.032,0.000,药品及生物科技,"医药股[HK],生物医药[HK]",76480000.0,76480000.0,医疗保健业,177,HK0858
0864.HK,永利地产发展,0.222,0.000,地产,物业投资[HK],85731018.276,85731018.276,地产建筑业,177,HK0864
0865.HK,建德国际控股,0.025,0.000,地产,"现代服务业[HK],香港房地产[HK]",145949742.4,145949742.4,地产建筑业,177,HK0865
0872.HK,泰坦智华科技,0.060,0.000,汽车,"无人驾驶[HK],智慧城市[HK],汽车制造[HK],高校[HK]",123816916.98,123816916.98,非必需性消费,177,HK0872
0876.HK,佳兆业健康,0.021,0.000,医疗保健设备和服务,电子信息[HK],105884926.854,105884926.854,医疗保健业,177,HK0876
0878.HK,金朝阳集团,6.280,0.000,地产,,1779178227.8,1779178227.8,地产建筑业,177,HK0878
0882.HK,天津发展,1.570,0.000,综合企业,"生物医药[HK],红筹股[HK]",1684249096.25,1684249096.25,综合企业,177,HK0882
0889.HK,连达科技控股,0.290,0.000,工业工程,电子信息[HK],92800000.0,92800000.0,工业,177,HK0889
0898.HK,万事昌国际,0.780,0.000,地产,,652137890.04,652137890.04,地产建筑业,177,HK0898
0899.HK,中加国信,0.091,0.000,地产,涉矿[HK],85394654.8,85394654.8,地产建筑业,177,HK0899
0900.HK,Aeon信贷,5.530,0.000,其他金融,小额贷款[HK],2315773768.0,2315773768.0,金融业,177,HK0900
0901.HK,金石投资集团,0.024,0.000,其他金融,财产管理[HK],51941250.816,51941250.816,金融业,177,HK0901
0905.HK,胡桃资本,0.205,0.000,其他金融,财产管理[HK],143568454.625,143568454.625,金融业,177,HK0905
0907.HK,高雅光学,0.103,0.000,纺织及服饰,,89904959.452,89904959.452,非必需性消费,177,HK0907
0910.HK,中国三迪,0.060,0.000,地产,"节能环保[HK],香港房地产[HK]",305292452.76,305292452.76,地产建筑业,177,HK0910
0911.HK,前海健康,0.026,0.000,药品及生物科技,生物医药[HK],44055700.0,44055700.0,医疗保健业,177,HK0911
0923.HK,综合环保集团,0.030,0.000,原材料,节能环保[HK],144690270.0,144690270.0,原材料业,177,HK0923
0924.HK,坤集团,0.440,0.000,建筑,,440000000.0,440000000.0,地产建筑业,177,HK0924
0927.HK,富士高实业,0.760,0.000,家庭电器及用品,"消费电子[HK],电子信息[HK]",323637640.0,323637640.0,非必需性消费,177,HK0927
0932.HK,顺腾国际控股,0.050,0.000,药品及生物科技,健康产业[HK],155394672.0,155394672.0,医疗保健业,177,HK0932
0943.HK,中证国际,0.010,0.000,家庭电器及用品,"健康产业[HK],家具[HK]",128244840.1,128244840.1,非必需性消费,177,HK0943
0950.HK,李氏大药厂,1.290,0.000,药品及生物科技,"抗癌概念[HK],生物医药[HK]",759597592.47,759597592.47,医疗保健业,177,HK0950
0969.HK,华联国际,0.149,0.000,农业产品,"农业现代化[HK],红筹股[HK]",326485820.0,326485820.0,必需性消费,177,HK0969
0974.HK,中国顺客隆,1.400,0.000,专业零售,,406639800.0,406639800.0,非必需性消费,177,HK0974
0976.HK,齐合环保,0.490,0.000,一般金属及矿石,"环保[HK],节能环保[HK],铜[HK]",786524622.59,786524622.59,原材料业,177,HK0976
0983.HK,瑞安建业,0.590,0.000,建筑,,220274236.76,220274236.76,地产建筑业,177,HK0983
0984.HK,永旺,0.650,0.000,消费者主要零售商,"电子商务[HK],零售股[HK]",169000000.0,169000000.0,必需性消费,177,HK0984
0988.HK,丝路物流控股,0.186,0.000,工用运输,煤化工[HK],119372963.994,119372963.994,工业,177,HK0988
0994.HK,中天顺联,0.305,0.000,公用事业,,270841830.0,270841830.0,公用事业,177,HK0994
0998.HK,中信银行,4.200,0.000,银行,"中信系[HK],内银股[HK],国企改革[HK],知名公司[HK]",302842330291.09,62505084503.4,金融业,177,HK0998
1000.HK,北青传媒,0.385,0.000,媒体及娱乐,"国企改革[HK],文化传媒[HK]",75964350.0,21136885.0,非必需性消费,177,HK1000
1004.HK,中国智慧能源,0.015,0.000,公用事业,节能环保[HK],140615270.4,140615270.4,公用事业,177,HK1004
1008.HK,力图控股,0.170,0.000,工用支援,,266540387.78,266540387.78,工业,177,HK1008
1020.HK,赛伯乐国际控股,0.080,0.000,软件服务,,318035840.4,318035840.4,资讯科技业,177,HK1020
1030.HK,新城发展,1.070,0.000,地产,"MSCI概念[HK],内地房地产[HK]",7560343427.47,7560343427.47,地产建筑业,177,HK1030
1036.HK,万科海外,1.460,0.000,地产,物业投资[HK],568710780.72,568710780.72,地产建筑业,177,HK1036
1039.HK,畅由联盟,0.136,0.000,软件服务,汽车制造[HK],246289644.992,246289644.992,资讯科技业,177,HK1039
1047.HK,毅兴行,0.345,0.000,原材料,,127374000.0,127374000.0,原材料业,177,HK1047
1057.HK,浙江世宝,2.070,0.000,汽车,"无人驾驶[HK],汽车制造[HK]",8704134199.1158,448744950.0,非必需性消费,177,HK1057
1058.HK,南粤控股,0.345,0.000,纺织及服饰,红筹股[HK],185616555.0,185616555.0,非必需性消费,177,HK1058
1060.HK,阿里影业,0.415,0.000,媒体及娱乐,"双十一[HK],影视娱乐[HK],新经济[HK],电子商务[HK],电影概念[HK],知名公司[HK],腾讯概念[HK],蚂蚁集团概念[HK],阿里巴巴概念[HK]",12237839136.245,12237839136.245,非必需性消费,177,HK1060
1062.HK,国开国际投资,0.078,0.000,其他金融,"红筹股[HK],财产管理[HK]",226372798.08,226372798.08,金融业,177,HK1062
1063.HK,新确科技,0.187,0.000,资讯科技器材,"电子信息[HK],电讯设备[HK]",287706337.842,287706337.842,资讯科技业,177,HK1063
1068.HK,雨润食品,0.164,0.000,农业产品,"农业现代化[HK],猪肉[HK]",298931926.6,298931926.6,必需性消费,177,HK1068
1069.HK,中国健康科技集团,0.049,0.000,原材料,农业现代化[HK],35095867.996,35095867.996,原材料业,177,HK1069
1075.HK,首都信息,0.295,0.000,软件服务,"冬奥会[HK],国企改革[HK],数字经济[HK],智慧城市[HK],软件外包[HK]",854935396.845,228476910.0,资讯科技业,177,HK1075
1076.HK,博华太平洋,0.064,0.000,旅游及消闲设施,博彩概念[HK],681551384.512,681551384.512,非必需性消费,177,HK1076
1087.HK,威讯控股,0.300,0.000,软件服务,电子信息[HK],59966400.0,59966400.0,资讯科技业,177,HK1087
1090.HK,大明国际,1.220,0.000,一般金属及矿石,铁矿石[HK],1554924160.0,1554924160.0,原材料业,177,HK1090
