股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20240308],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20240308],美股@流通股[20240308],美股@上市板块,market_code,code
MDT.N,美敦力,85.110,-0.024,医疗保健设备与用品,"健康产业[US],医疗器械[US],明星股[US],高分红概念[US],医疗保健板块",113037532745.07,医疗保健,医疗保健设备与服务,医疗保健设备,20150127,1327822539.0,1327822539.0,主板,169,MDT
C.N,花旗,57.520,-0.364,商业银行,"明星股[US],财产管理[US],高分红概念[US],金融板块",109922703690.33,金融,银行,综合性银行,19861031,1911366783.0,1911366783.0,主板,169,C
TJX.N,TJX零售,95.910,0.157,专营零售,"品牌服饰[US],明星股[US],美股概念板块",109306403422.56,非日常生活消费品,非必需消费品分销和零售,服装零售,19651117,1139676816.0,1139676816.0,主板,169,TJX
BMY.N,百时美施贵宝,53.770,0.957,制药,"抗癌医药[US],生物疫苗[US],生物医药[US],明星股[US],高分红概念[US],巴菲特持股[US],医疗保健板块",108773783577.69,医疗保健,制药、生物科技和生命科学,制药,19290705,2022193411.0,2022193411.0,主板,169,BMY
MU.O,美光科技,97.620,-1.374,半导体产品与设备,"人工智能[US],半导体[US],机器人[US],苹果概念股[US],芯片概念[US],科技股[US],移动互联网[US],明星股[US],华为海外供应商[US],信息技术板块",107763584865.6,信息技术,半导体产品与设备,半导体产品,20091230,1103908880.0,1103908880.0,Nasdaq Global Select Market,185,MU
SONY.N,索尼,87.220,0.357,家庭耐用消费品,"机器人[US],元宇宙[US],网络游戏[US],日本概念[US],玩具及消闲用品[US],数字音乐[US],消费电子[US],美股概念板块",107319722766.03,非日常生活消费品,耐用消费品与服装,消费电子产品,19700917,1230589643.0,1230589643.0,主板,169,SONY
TD.N,多伦多道明银行,60.320,-0.773,商业银行,"明星股[US],高分红概念[US],金融板块",106910793000.0,金融,银行,综合性银行,19960830,1772100000.0,1772100000.0,主板,169,TD
VRTX.O,福泰制药,413.590,0.743,生物科技,"ESG概念[US],明星股[US],美股概念板块,生物医药[US]",106833529619.44,医疗保健,制药、生物科技和生命科学,生物科技,19910724,258307816.0,258307816.0,Nasdaq Global Select Market,185,VRTX
ABNB.O,爱彼迎,164.910,0.838,软件,"旅游观光[US],明星股[US],美股概念板块",106707434564.79,信息技术,软件与服务,应用软件,20201210,647064669.0,647064669.0,Nasdaq Global Select Market,185,ABNB
REGN.O,再生元制药,968.830,-0.460,生物科技,"明星股[US],美股概念板块,生物医药[US]",106340617701.68,医疗保健,制药、生物科技和生命科学,生物科技,19910405,109761896.0,109761896.0,Nasdaq Global Select Market,185,REGN
LMT.N,洛克希德马丁,432.930,0.677,航空航天与国防,"航空[US],特朗普概念[US],军工[US],无人机[US],明星股[US],高分红概念[US],太空探索[US],美股概念板块",104607386301.6,工业,资本品,航天航空与国防,19611011,241643304.0,241643304.0,主板,169,LMT
DE.N,迪尔,373.990,-0.325,机械制造,"农业现代化[US],明星股[US],美股概念板块,盖茨持股[US]",104133806361.0,工业,资本品,建筑机械和重型运输设备,19330629,278358210.0,278358210.0,主板,169,DE
HDB.N,HDFC银行,55.900,-0.232,商业银行,"印度概念[US],明星股[US],金融板块",103932008960.56,金融,银行,综合性银行,20010720,1859914262.0,1859914262.0,主板,169,HDB
SBUX.O,星巴克,91.060,0.121,酒店、餐馆与休闲,"餐饮连锁[US],O2O[US],健康产业[US],明星股[US],高分红概念[US],美股概念板块",103098132000.0,非日常生活消费品,消费者服务,餐馆,19920626,1132200000.0,1132200000.0,Nasdaq Global Select Market,185,SBUX
BP.N,英国石油,36.415,-0.055,石油、天然气与消费用燃料,"明星股[US],高分红概念[US],能源板块",103015370898.29,能源,能源,石油与天然气的炼制和营销,19700316,2829315322.6667,2829315322.6667,主板,169,BP
CB.N,安达保险,248.810,-0.004,保险,"明星股[US],高分红概念[US],金融板块",100956846032.76,金融,保险,财产与意外伤害保险,19930325,405758796.0,405758796.0,主板,169,CB
MMC.N,威达信,205.120,0.421,保险,"明星股[US],巴菲特持股[US],美股概念板块",100863268609.4,金融,保险,保险经纪商,19690604,491656196.0,491656196.0,主板,169,MMC
CI.N,The Cigna,341.780,-0.277,医疗保健提供商与服务,"医疗保险[US],明星股[US],医疗保健板块",99924022969.38,医疗保健,医疗保健设备与服务,管理型保健护理,20181221,292355022.0,292355022.0,主板,169,CI
ADP.O,自动数据处理,242.400,-0.757,专业服务,"软件外包[US],SaaS概念[US],明星股[US],高分红概念[US],信息技术板块",99575633440.8,工业,商业和专业服务,人力资源与就业服务,20081021,410790567.0,410790567.0,Nasdaq Global Select Market,185,ADP
BSX.N,波士顿科学,67.655,-0.236,医疗保健设备与用品,"医疗器械[US],明星股[US],医疗保健板块",99263690122.82,医疗保健,医疗保健设备与服务,医疗保健设备,19920522,1467095627.0,1467095627.0,主板,169,BSX
UBS.N,瑞银,30.840,3.489,资本市场,"明星股[US],高分红概念[US],金融板块",98993154692.25,金融,金融服务,综合性资本市场,20000519,3208854285.0,3208854285.0,主板,169,UBS
SHOP.N,Shopify,76.170,1.102,信息技术服务,"SaaS概念[US],明星股[US],美股概念板块",98032192079.36,信息技术,软件与服务,互联网服务和基础设施,20150521,1287187396.0,1287187396.0,主板,169,SHOP
ADI.O,亚德诺,195.940,-1.160,半导体产品与设备,"传感器[US],苹果概念股[US],半导体[US],5G[US],明星股[US],美股概念板块,华为海外供应商[US]",97168242911.0,信息技术,半导体产品与设备,半导体产品,20120402,495908150.0,495908150.0,Nasdaq Global Select Market,185,ADI
MDLZ.O,亿滋国际,71.850,1.197,食品,"巴菲特持股[US],乳业[US],明星股[US],高分红概念[US],美股概念板块",96744401980.35,日常消费品,食品、饮料与烟草,包装食品与肉类,20120626,1346477411.0,1346477411.0,Nasdaq Global Select Market,185,MDLZ
AMT.N,美国电塔,207.300,1.260,专门REIT,"元宇宙[US],明星股[US],高分红概念[US],美股概念板块",96679476240.48,房地产,房地产投资信托（REITs）,电信塔REIT,19980605,466352208.0,466352208.0,主板,169,AMT
KLAC.O,科磊,699.210,-3.325,半导体产品与设备,"光伏概念[US],半导体[US],明星股[US],美股概念板块",94556721115.71,信息技术,半导体产品与设备,半导体材料与设备,19801010,135233651.0,135233651.0,Nasdaq Global Select Market,185,KLAC
CVS.N,西维斯,75.080,1.036,日常消费品分销和零售,"医疗保险[US],生物医药[US],明星股[US],高分红概念[US],美股概念板块,贸易战受益股[US]",94471807943.71,日常消费品,日常消费品分销和零售,药品零售,19521001,1258449553.0,1258449553.0,主板,169,CVS
GILD.O,吉利德科学,75.120,1.982,生物科技,"生物医药[US],CAR-T[US],猴痘概念[US],明星股[US],高分红概念[US],抗疫概念[US],医疗保健板块",93582589153.92,医疗保健,制药、生物科技和生命科学,生物科技,19920124,1245774616.0,1245774616.0,Nasdaq Global Select Market,185,GILD
IBN.N,印度工业信贷投资银行,26.185,-0.305,商业银行,"印度概念[US],明星股[US],金融板块",91590848202.7,金融,银行,综合性银行,20000328,3498504515.0,3498504515.0,主板,169,IBN
PANW.O,Palo Alto Networks,280.200,-2.194,通信设备,,90532620000.0,信息技术,技术硬件与设备,通信设备,20211025,323100000.0,323100000.0,Nasdaq Global Select Market,185,PANW
BX.N,黑石,125.990,0.954,资本市场,"明星股[US],高分红概念[US],美股概念板块",90038053625.55,金融,金融服务,资产管理与托管银行,20070622,714644445.0,714644445.0,主板,169,BX
FI.N,费哲金融服务,151.240,0.646,金融服务,,89292479544.64,金融,金融服务,交易与支付处理服务,20230607,590402536.0,590402536.0,主板,169,FI
GSK.N,葛兰素史克,43.145,-1.010,制药,"减肥药[US],明星股[US],高分红概念[US],医疗保健板块",88804411257.66,医疗保健,制药、生物科技和生命科学,制药,20011029,2058516719.0,2058516719.0,主板,169,GSK
KKR.N,Kkr,98.650,0.684,资本市场,,87305801256.2,金融,金融服务,资产管理与托管银行,20100715,885005588.0,885005588.0,主板,169,KKR
SNPS.O,新思科技,571.290,-2.067,软件,华为海外供应商[US],87146684660.1,信息技术,软件与服务,应用软件,19920228,152543690.0,152543690.0,Nasdaq Global Select Market,185,SNPS
SHW.N,宣伟,340.480,-1.152,化学制品,"新材料[US],明星股[US],美股概念板块",86568213240.25,原材料,原材料,商品化工,19640211,254096725.0,254096725.0,主板,169,SHW
EQIX.O,易昆尼克斯,910.100,0.446,专门REIT,"大数据[US],ESG概念[US],元宇宙[US],数据中心[US],明星股[US],互联网板块",86114980734.9,房地产,房地产投资信托（REITs）,数据中心REIT,20000811,94621449.0,94621449.0,Nasdaq Global Select Market,185,EQIX
HCA.N,HCA健康护理,325.460,0.219,医疗保健提供商与服务,"生物医药[US],明星股[US],医疗保健板块",86059942019.0,医疗保健,医疗保健设备与服务,保健护理机构,20110310,264498700.0,264498700.0,主板,169,HCA
ANET.N,Arista Networks,273.130,-4.667,信息技术服务,元宇宙[US],85383365773.32,信息技术,软件与服务,互联网服务和基础设施,20140606,312633612.0,312633612.0,主板,169,ANET
CDNS.O,铿腾电子,308.600,-2.968,软件,"ESG概念[US],华为海外供应商[US]",84012955400.0,信息技术,软件与服务,应用软件,19870610,272239000.0,272239000.0,Nasdaq Global Select Market,185,CDNS
CP.N,加拿大太平洋铁路,89.690,-0.278,地面运输,"明星股[US],美股概念板块",83638832323.8,工业,运输,铁路运输,20010824,932428454.0,932428454.0,主板,169,CP
WM.N,美国废物管理,207.710,0.236,商业服务与商业用品,"节能环保[US],废物管理[US],明星股[US],美股概念板块",83432000496.75,工业,商业和专业服务,环境与设施服务,19930720,401598077.0,401598077.0,主板,169,WM
ZTS.N,硕腾,182.160,0.358,制药,"生物疫苗[US],明星股[US],美股概念板块",83405073668.4,医疗保健,制药、生物科技和生命科学,制药,20130201,457867115.0,457867115.0,主板,169,ZTS
DEO.N,帝亚吉欧,149.160,0.621,饮料,"啤酒概念[US],酒精饮料[US],明星股[US],高分红概念[US],美股概念板块",83302306635.9,日常消费品,食品、饮料与烟草,酿酒商与葡萄酒商,19971219,558476177.5,558476177.5,主板,169,DEO
DELL.N,戴尔科技,116.255,-3.527,电脑与外围设备,"AI终端[US],5G[US],明星股[US],信息技术板块",82723629153.75,信息技术,技术硬件与设备,电脑硬件、储存设备及电脑周边,20181228,711601111.0,711601111.0,主板,169,DELL
CNI.N,加拿大国家铁路,128.730,-0.256,地面运输,"明星股[US],高分红概念[US],美股概念板块",82470904000.0,工业,运输,铁路运输,19951117,640700000.0,640700000.0,主板,169,CNI
RELX.N,RELX,43.815,0.367,信息技术服务,"明星股[US],美股概念板块",82465744212.28,信息技术,软件与服务,信息科技咨询与其它服务,19941007,1882349788.0,1882349788.0,主板,169,RELX
STLA.N,Stellantis,27.300,-0.907,汽车,"明星股[US],美股概念板块",82432997255.7,非日常生活消费品,汽车与汽车零部件,汽车制造商,20141013,3019523709.0,3019523709.0,主板,169,STLA
SMFG.N,三井住友金融,12.325,2.409,商业银行,"日本概念[US],明星股[US],金融板块",81612947410.2,金融,银行,综合性银行,20101101,6619054940.0,6619054940.0,主板,169,SMFG
INFY.N,印孚瑟斯,19.255,-0.670,信息技术服务,"印度科技[US],印度概念[US],明星股[US],高分红概念[US],信息技术板块",79720955194.14,信息技术,软件与服务,信息科技咨询与其它服务,20121212,4139198089.0,4139198089.0,主板,169,INFY
ICE.N,洲际交易所,138.640,-0.137,资本市场,"明星股[US],美股概念板块",79398993490.5,金融,金融服务,金融交易所和数据,20131113,572616425.0,572616425.0,主板,169,ICE
EQNR.N,Equinor,26.250,1.508,石油、天然气与消费用燃料,"明星股[US],高分红概念[US],能源板块",78831495881.25,能源,能源,综合性石油与天然气企业,20010618,3003104605.0,3003104605.0,主板,169,EQNR
RIO.N,力拓,62.690,-1.539,金属与采矿,"明星股[US],高分红概念[US],美股概念板块",78451374672.65,原材料,原材料,多种金属与采矿,19900629,1251417685.0,1251417685.0,主板,169,RIO
TGT.N,塔吉特,169.720,-1.061,日常消费品分销和零售,"现代服务业[US],信用支付[US],明星股[US],高分红概念[US],美股概念板块",78355555846.52,日常消费品,日常消费品分销和零售,日常消费品零售,19690908,461675441.0,461675441.0,主板,169,TGT
CRWD.O,CrowdStrike Holdings,322.850,-2.072,软件,"SaaS概念[US],明星股[US],美股概念板块",78087296235.3,信息技术,软件与服务,应用软件,20190612,241868658.0,241868658.0,Nasdaq Global Select Market,185,CRWD
ITW.N,伊利诺伊机械,261.210,-0.115,机械制造,"明星股[US],高分红概念[US],美股概念板块",78040584000.0,工业,资本品,工业机械和用品及零部件,19730313,298800000.0,298800000.0,主板,169,ITW
CNQ.N,加拿大自然资源,71.675,-0.596,石油、天然气与消费用燃料,"高分红概念[US],能源板块",76768878050.0,能源,能源,石油与天然气的勘探与生产,20000804,1070845000.0,1070845000.0,主板,169,CNQ
MELI.O,Mercadolibre,1512.500,-1.140,多品类零售,"明星股[US],美股概念板块",76679881025.0,非日常生活消费品,非必需消费品分销和零售,多品类零售,20070810,50697442.0,50697442.0,Nasdaq Global Select Market,185,MELI
CME.O,芝加哥商品交易所,212.980,-0.258,金融服务,"区块链[US],明星股[US],高分红概念[US],美股概念板块",76671734248.08,金融,金融服务,综合金融服务,20021206,359994996.0,359994996.0,Nasdaq Global Select Market,185,CME
ENB.N,安桥,35.845,0.392,石油、天然气与消费用燃料,"明星股[US],高分红概念[US],能源板块",76181014999.04,能源,能源,石油与天然气的储存和运输,20011030,2125586356.0,2125586356.0,主板,169,ENB
RACE.N,法拉利,420.930,-0.240,汽车,"汽车制造[US],新能源汽车[US],新能源汽车[US],明星股[US],美股概念板块",75909107186.6,非日常生活消费品,汽车与汽车零部件,汽车制造商,20151021,180418090.0,180418090.0,主板,169,RACE
SO.N,南方电力,69.010,-0.347,电力公用事业,"明星股[US],高分红概念[US],美股概念板块",75290952948.13,公用事业,公用事业,电力公用事业,19490930,1091015113.0,1091015113.0,主板,169,SO
CSX.O,CSX运输,38.190,0.712,地面运输,"物流[US],基础建设[US],明星股[US],美股概念板块,贸易战受益股[US]",74819340520.98,工业,运输,铁路运输,20151222,1959134342.0,1959134342.0,Nasdaq Global Select Market,185,CSX
GD.N,通用动力,272.295,-0.264,航空航天与国防,"军工[US],明星股[US],航空[US],高分红概念[US],美股概念板块",74607548806.62,工业,资本品,航天航空与国防,19520425,273980202.0,273980202.0,主板,169,GD
MO.N,奥驰亚集团,41.880,0.770,烟草,"明星股[US],高分红概念[US],美股概念板块",73836144519.25,日常消费品,食品、饮料与烟草,烟草,19230315,1763461775.0,1763461775.0,主板,169,MO
CMG.N,墨式烧烤,2686.110,-0.152,酒店、餐馆与休闲,"明星股[US],餐饮连锁[US],美股概念板块",73656550474.28,非日常生活消费品,消费者服务,餐馆,20060126,27421169.0,27421169.0,主板,169,CMG
DUK.N,杜克能源,94.960,0.487,电力公用事业,"风电[US],天然气[US],明星股[US],高分红概念[US],美股概念板块",73180838683.24,公用事业,公用事业,电力公用事业,19610712,770811446.0,770811446.0,主板,169,DUK
