证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
000702.SZ,正虹科技,10.32,13.41,3.87,0.26,3.89,0.24,2.38,-39.14,3.2,-0.024719948,-2.02,1.209827314,-,52.4837187303,农林牧渔-农产品加工-饲料,饲料,养殖,必需消费,饲料,生产销售饲料产品行业龙头企业,生产销售饲料产品行业龙头企业,,"阿里巴巴,国企改革,猪肉,地方国企改革,饲料,新零售",0.24128800352887056
600893.SH,航发动力,931.73,931.89,34.96,0.26,1.41,4.82,0.52,65.56,2.36,0.533247546,3.66,14.801593353,0.41,56.0545008933,国防军工-国防军工-航空装备,飞机,军工,公共事业,航空发动机,三代主战机型发动机国内唯一供应商,国内领先的航空发动机制造企业,"上证50,沪深300","国产航母,军工,国企改革,中航系,航空发动机,大飞机,高端装备,央企国企改革,MSCI,同花顺漂亮100,预警机,无人机",0.4633440367564677
600889.SH,南京化纤,14.29,14.29,3.9,0.26,4.63,0.21,1.48,-10.95,1.7,-0.089009614,-3.81,2.293915156,-,48.1917508719,基础化工-化工合成材料-粘胶,化纤,合成材料,化工,粘胶短丝,从事粘胶纤维生产五十多年，综合实力居于同行前列,公司从事粘胶纤维生产五十多年，综合实力居于同行前列,,"风电,国企改革,氨纶,地方国企改革,南京国企改革,江苏国企改革,粘胶短纤",0.2483698282067636
002713.SZ,东易日盛,15.96,16.49,3.93,0.26,4.59,0.42,2.65,-6.3,134.35,-0.468117982,-177.79,0.029252302,-,96.4842982206,建筑装饰-建筑装饰-装饰园林,园林景观,家居装修,建筑业,家庭建筑装饰,家装行业龙头，家装行业上市第一股,家装行业上市第一股，全国行业质量领先品牌,,"装配式建筑,全屋定制,精装修,互联网金融,AIGC,智能物流,小米,电子商务,人工智能,数字经济,智能家居,元宇宙",0.4774393288499901
301170.SZ,锡南科技,5.92,23.66,23.66,0.25,2.71,0.4,6.79,21.0,1.43,0.281709384,1.72,16.550744356,-,10.2835867122,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,汽车轻量化铝合金零部件,全球涡轮增压器精密压气机壳组件的核心供应商之一,涡轮增压器精密压气机壳组件全球市占率15%左右,中证2000,"氢能源,新能源汽车,人民币贬值受益,燃料电池,减速器",0.2779992719483457
688179.SH,阿拉丁,31.6,31.6,15.95,0.25,1.89,0.45,1.42,36.82,3.21,0.433193761,9.27,4.970719826,-,31.1613363608,基础化工-化学制品-其他化学制品,化学制品,化学制品,化工,分析试剂,领先的化学、生命科学和材料科学等领域研发试剂制造商,领先的化学、生命科学和材料科学等领域研发试剂的制造商,中证2000,"专精特新,千金藤素,猴痘,光刻胶,电子商务,新材料",0.1191335461778641
834639.BJ,晨光电缆,3.53,8.06,4.0,0.25,1.25,0.02,0.54,13.94,0.97,-,5.17,4.118303262,-,49.2784144513,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电线电缆,公司的电力电缆产品在国家电网采购中标率较高,国内少数具备超高压、大截面电力电缆设备生产能力的企业之一,,,0.004958875939839004
603226.SH,菲林格尔,14.29,14.29,4.02,0.25,3.74,0.17,1.16,-53.82,1.46,-0.056021803,-2.01,2.755058672,0.25,29.6437603247,轻工制造-家用轻工-瓷砖地板,地板,家居装修,建筑业,强化复合地板,木地板行业领军品牌,主营强化、实木复合地板及全屋定制家居等产品的国家高新技术企业,,"精装修,新零售,智能家居",0.148540471999218
000020.SZ,深华发A,21.85,34.15,12.06,0.25,2.99,0.55,2.53,158.53,9.17,0.01901858,1.46,1.314819992,-,37.189008586,电子-光学光电子-面板,电视,家电,可选消费,液晶显示器,液晶显示器供应商之一,国家彩电定点生产企业,,"元器件,粤港澳大湾区",0.3138499154032095
834475.BJ,三友科技,3.67,8.3,8.06,0.25,1.24,0.06,1.64,57.93,2.27,-,0.98,3.554212754,-,30.6665306489,机械设备-专用设备-其他专用设备,特钢,钢铁,资源,阴极板,国内主要的不锈钢阴极板制造基地之一,国内不锈钢阴极板龙头企业,,"无人驾驶,机器人,专精特新,AIGC",0.014511255673581934
300584.SZ,海辰药业,13.25,19.36,16.13,0.25,3.67,0.42,3.21,36.23,1.93,0.111315112,1.34,8.340509156,-,29.1129184469,医药生物-化学制药-化学制剂,制药,生物,生物医药,利尿剂类,江苏省内主要的抗感染及冻干药物生产基地之一,配备了国内先进的科研设备及分析仪器，完善的化学药研发体系,中证2000,"生物医药,流感,肝炎,锂电池,创新药,猴痘,仿制药一致性评价,幽门螺杆菌,新冠特效药,医保目录",0.36406152098261507
002245.SZ,蔚蓝锂芯,87.46,92.97,8.07,0.25,1.86,1.81,2.07,32.89,1.43,0.061338776,1.09,5.656382475,0.43,35.5058885679,电力设备-电力设备-电池,锂电池,储能,电力设备,锂电池,拥有目前国内外顶尖水平圆柱型锂电池自动化产线,横跨金属物流配送、LED芯片、新能源锂电三大领域，拥有目前国内外顶尖水平圆柱型锂电池自动化产线,中证1000,"锂电池,舟山自贸区,节能照明,芯片,氮化镓,锂电制造,MiniLED,钠离子电池,磷酸铁锂,蓝宝石,正极材料,储能",0.38245692396483255
002330.SZ,得利斯,25.72,25.76,4.05,0.25,1.73,0.28,1.08,-75.77,1.09,-0.053450292,-1.43,3.711220837,-,29.9002477691,食品饮料-食品加工制造-肉制品,猪肉,养殖,必需消费,冷鲜肉,中国肉类十强企业，首批农业产业化国家重点龙头企业,“得利斯”牌低温肉制品连续多年全国市场同类产品销量第一名,中证2000,"网红经济,杭州亚运会,猪肉,电子商务,大消费,新零售,预制菜,冷链物流",0.06771654339728035
605111.SH,新洁能,109.16,109.61,36.76,0.25,2.45,2.93,2.68,33.92,3.01,1.083671004,9.25,12.216449799,-,14.0280242751,电子-半导体及元件-分立器件,功率,半导体,科技,MOSFET,国内MOSFET设计龙头,曾为中国半导体功率器件十强企业,中证1000,"碳化硅,养老金持股,新能源汽车,芯片设计,比亚迪,IGBT,芯片,光伏,宁德时代,汽车芯片,专精特新,第三代半导体,汽车电子",0.90244719631789
600248.SH,陕建股份,150.54,154.15,4.09,0.25,1.96,1.24,0.83,3.81,0.73,0.804946519,15.31,5.636018831,2.44,89.395377006,建筑装饰-建筑装饰-房屋建设,建筑工程,基建,建筑业,房屋建设、化工工程,陕西民用建筑龙头，国内石化施工优秀企业,目前国内石油化工建设领域为数不多的上市公司之一,中证1000,"天然气,水利,装配式建筑,国企改革,地方国企改革,一带一路,煤化工",0.2584522945730581
688350.SH,富淼科技,15.02,15.02,12.3,0.24,2.44,0.09,0.6,55.22,1.06,0.222739197,1.81,11.64588028,-,36.4569824121,基础化工-化学制品-其他化学制品,化学制品,化学制品,化工,水熔性高分子,功能高分子和水处理行业知名企业,公司在亲水性功能高分子领域处于国内领先水平,,"氢能源,养老金持股,膜材料,专精特新,污水处理,盐湖提锂",0.041628352986747816
301209.SZ,联合化学,5.02,16.4,20.5,0.24,8.95,0.47,9.44,29.24,2.33,0.175284806,2.02,8.782369582,0.88,15.2551203681,基础化工-化学制品-涂料油墨,油墨,化学制品,化工,有机颜料,国内主要的有机颜料生产企业之一,主营偶氮类有机颜料、挤水基墨,,"染料,专精特新",1.8274412501780586
603333.SH,尚纬股份,25.54,25.54,4.11,0.24,2.68,0.41,1.59,-38.66,1.19,-0.026574674,-0.77,3.466209704,-,34.9769958684,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电缆,工艺技术达到国际同类先进水平,特种电线电缆的研发、生产、销售和服务于一体的高新技术企业,中证2000,"军工,电缆,风电,轨道交通,锂电池,新能源汽车,特高压,充电桩,核电,新基建,一带一路,专精特新,光伏",0.19224145594369557
000680.SZ,山推股份,88.38,123.82,8.25,0.24,2.55,2.52,2.85,14.92,2.14,0.138260579,3.66,3.853221087,0.92,57.2729471435,机械设备-专用设备-工程机械,工程机械,工程机械,建筑业,推土机,国内推土机行业的领军企业,主营工程机械制造，推土机市场占有率行业首位,中证2000,"新型城镇化,国企改革,乡村振兴,马歇尔计划,雄安新区,机械装备,垃圾分类,机器人,高端装备,挖掘机,地方国企改革,山东国企改革,一带一路",0.8550763789997239
000595.SZ,宝塔实业,47.01,47.03,4.13,0.24,1.94,0.6,1.28,-69.49,9.68,-0.014857974,-3.42,0.426496769,-,50.206575795,机械设备-通用设备-金属制品,轴承,金属制品,机械,轴承,公司的NXZ品牌在业内拥有较高知名度和较强影响力,全国轴承行业六家大型一档企业之一、西部地区最大的轴承厂家,,"国产航母,风电,军工,国企改革,轨道交通,地方国企改革,新基建,机器人,光伏,减速器",0.15216879471441205
002481.SZ,双塔食品,46.63,51.45,4.17,0.24,4.81,0.83,1.82,30.9,1.97,0.033741037,1.61,2.115515472,-,36.0401478338,农林牧渔-农产品加工-其他农产品加工,食品加工,农业,必需消费,粉丝,国内粉丝行业内的龙头企业,全国最大的豌豆蛋白生产企业，已研制“人造肉”新品,,"海底捞,国企改革,人造肉,地方国企改革,人民币贬值受益,燃料乙醇,预制菜,渤海粮仓",0.793657745344222
301010.SZ,晶雪节能,6.4,13.65,12.64,0.24,5.0,0.29,4.55,80.29,1.63,0.03935652,0.51,7.741131555,0.79,53.8018716794,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,节能隔热保温材料,国内知名的冷库节能围护系统整体解决方案提供商,国内领先的冷库节能围护系统整体解决方案提供商,,"建筑节能,装配式建筑,节能环保,节能减排,专精特新,冷链物流",0.4743424926294524
603709.SH,中源家居,12.2,12.2,12.71,0.24,3.55,0.2,1.66,30.35,2.03,0.314048917,5.15,6.257156626,-,51.8496131965,轻工制造-家用轻工-家具,家具,家居装修,建筑业,功能沙发,专注海外市场的多功能沙发生厂商，国家级绿色工厂,多种类型沙发研发、设计、生产和销售，国家级绿色工厂,,"跨境电商,工业互联网,外贸受益,养老,人民币贬值受益",0.1688135480915567
601677.SH,明泰铝业,152.04,158.57,12.75,0.24,2.36,2.31,1.53,10.95,0.97,0.29105209,2.92,13.095799763,1.3,24.7099919658,有色金属-工业金属-铝,铝,有色金属,资源,铝加工,国内铝加工行业尤其是铝板带箔子行业的龙头,印刷铝版基等产品占据了国内40%以上的市场份额,中证1000,"5G,铝材加工,有色铝,军工,轨道交通,新能源汽车,特高压,新基建,比亚迪",0.6361574396158005
301273.SZ,瑞晨环保,5.92,12.24,17.09,0.23,6.28,0.14,2.37,-15.59,1.24,-0.274054519,-1.96,13.827633602,0.88,21.3453976652,机械设备-通用设备-其他通用设备,泵,金属制品,机械,离心风机、离心水泵,主营高效节能离心风机及水泵,主营高效节能离心风机及水泵,中证2000,节能环保,0.32105237955845484
430418.BJ,苏轴股份,10.97,20.75,21.45,0.23,3.41,0.15,1.38,16.71,2.92,-,18.77,7.341760211,-,14.0007694159,交运设备-汽车零部件-汽车零部件Ⅲ,传动系统,汽车零部件,汽车,滚针、轴承,滚针轴承细分领域龙头,滚针轴承细分领域龙头,,"军工,国企改革,新能源汽车,地方国企改革,江苏国企改革,军民融合,机器人,专精特新",0.12283425600900401
600036.SH,招商银行,7112.86,8695.8,34.48,0.23,1.89,32.92,0.46,5.93,0.94,5.812961836,16.22,36.714102642,5.04,90.1552280581,银行-银行-股份制银行,股份制银行,银行,金融,股份银行,国内最大的零售银行，信用卡发卡最多的银行,国内最大的零售银行，信用卡发卡最多的银行,"上证50,沪深300","跨境支付（CIPS）,同花顺中特估100,央视财经50,MSCI,招商系,同花顺漂亮100,优先股",3.9597600265701374
000860.SZ,顺鑫农业,127.88,127.88,17.24,0.23,2.21,1.79,1.4,7.1,1.77,0.607437137,6.43,9.751448941,-,48.7114886233,食品饮料-饮料制造-白酒,白酒,饮料,必需消费,牛栏山二锅头,北京地区保持自主酿造规模最大的白酒企业,拥有牛栏山品牌白酒，同时是北京地区最大的安全猪肉生产基地,中证1000,"猪肉收储,白酒,猪肉,国企改革,地方国企改革,MSCI,冬奥会",0.4598134079299297
301279.SZ,金道科技,4.97,17.28,17.28,0.23,4.0,0.23,4.58,49.03,1.3,0.088106122,0.67,13.271593811,2.89,20.8217381982,机械设备-专用设备-工程机械,工程机械,工程机械,建筑业,工业车辆变速装置,我国少数打入国际知名叉车厂供应链的公司,核心产品为叉车变速箱，是国内少数打入国际知名叉车厂供应链的公司,中证2000,"减速器,共同富裕示范区",0.2958487131652085
600148.SH,长春一东,18.45,18.45,13.04,0.23,3.61,0.32,1.76,-264.83,3.93,-0.012309667,-0.37,3.316965047,-,51.6157852308,交运设备-汽车零部件-汽车零部件Ⅲ,变速器,汽车零部件,汽车,液压举升机构、离合器,国内重型车离合器配套规模领先的厂商,国内重型车离合器配套规模较大的生产厂商,,"中兵系,军工,国企改革,振兴东北,新能源汽车,央企国企改革,传感器,中俄贸易,换电,一带一路,专精特新,无人机",0.24965662693556148
002188.SZ,中天服务,10.5,12.75,4.36,0.23,5.52,0.2,1.94,63.08,9.66,0.069118439,16.41,0.45113108,-,58.913000426400004,房地产-房地产服务-房地产服务Ⅲ,房产服务,房地产,金融,物业管理,全资子公司中天美好服务主营业务为物业管理,主营物业管理,,"共同富裕示范区,物业管理,长三角一体化",0.3273068302579823
600668.SH,尖峰集团,30.04,30.04,8.73,0.23,1.26,0.22,0.73,17.54,0.58,0.373259898,2.46,15.072,1.72,22.2462419789,建筑材料-建筑材料-水泥,水泥,建筑材料,建筑业,水泥,以水泥和医药为主，以健康品、商贸物流等为辅,以水泥和医药为主，以健康品、商贸物流等辅的业务格局,中证2000,"新冠特效药,国企改革,节能环保,地方国企改革,仿制药一致性评价,保健品,水泥,儿童医药医疗,眼科医疗,抗癌",0.031273117412459084
603648.SH,畅联股份,31.89,31.89,8.8,0.23,3.19,0.66,2.1,19.68,1.69,0.111799316,2.17,5.199037631,3.98,22.3862999935,交通运输-物流-物流Ⅲ,物流,物流,交通运输,精益供应链管理,服务于高端企业的专业性第三方物流企业,上海浦东国资委旗下，专注于为国际跨国企业提供精益供应链管理服务,中证2000,"上海国企改革,机器人,国企改革,一带一路,地方国企改革,智能物流,医疗器械,统一大市场,换电,上海自贸区,苹果,冷链物流,自由贸易港,长三角一体化",0.38032761519258973
600717.SH,天津港,129.07,129.07,4.46,0.22,2.47,1.11,0.87,10.56,0.68,0.105577992,1.63,6.550604735,1.73,27.0125323244,交通运输-港口航运-港口,港口,水运,交通运输,港口装卸,大型港口综合服务商,天津港位于京津城市和环渤海经济圈的交汇点上，地理位置优越,中证1000,"京津冀一体化,国企改革,雄安新区,统一大市场,环渤海,滨海新区,央视财经50,地方国企改革,天津国企改革,证金持股,天津自贸区,一带一路,自由贸易港",0.33624917475717975
601607.SH,上海医药,344.78,661.04,17.85,0.22,1.4,1.63,0.48,10.72,0.94,0.416460215,2.23,18.918773879,3.42,62.2450573558,医药生物-医药商业-医药商业Ⅲ,医药商业,医疗服务,生物医药,医药批发,中国医药行业第2名，化学制药行业第3名,中国最大的医药进口总代理商和分销商,沪深300,"生物医药,流感,国企改革,仿制药,保健品,仿制药一致性评价,大消费,上海自贸区,上海国企改革,抗癌,医保目录,互联网医疗,证金持股,健康中国,地方国企改革,医疗器械,中医药,医药电商,禽流感,MSCI,抗肿瘤,生物疫苗,新冠特效药,医疗改革",0.17740275961100768
688049.SH,炬芯科技,24.46,32.83,26.91,0.22,4.77,0.95,3.95,96.17,1.84,0.069955824,0.47,14.653274094,-,6.0591048451,电子-半导体及元件-集成电路设计,SoC,半导体,科技,智能音频SoC芯片,智能音频SoC芯片行业领先企业,公司是全球蓝牙音箱SoC芯片的重要供应商之一,中证2000,"华为,无线耳机,MCU芯片,消费电子,小米,智能穿戴,芯片设计,语音技术,独角兽,人工智能,芯片,物联网,机器人,专精特新,智能音箱",1.030559479127814
000923.SZ,河钢资源,112.83,117.3,17.97,0.22,2.79,3.39,3.02,12.21,1.22,0.367813955,2.55,14.710043223,1.67,23.2172414854,黑色金属-钢铁-冶钢原料,冶钢原料,钢铁,资源,磁铁矿,国内重要的磁铁矿生产企业,我国生产推土机的重要骨干企业,中证1000,"京津冀一体化,中非合作,国企改革,地方国企改革,铁矿石,雄安新区,金属铜,铜冶炼,同花顺中特估100",1.2583611429639845
002442.SZ,龙星化工,21.84,22.09,4.5,0.22,2.67,0.46,2.13,15.95,1.3,0.21158825,6.32,3.467387069,-,54.5543005926,基础化工-化工合成材料-炭黑,炭黑,合成材料,化工,炭黑,规模、盈利和工艺处于国内炭黑行业领先水平,公司的炭黑单线生产技术处于行业领先地位,中证2000,"京津冀一体化,阿里巴巴,白炭黑,脱硫脱硝,智能制造,铁矿石,工业互联网,炭黑,煤化工,绿色轮胎",0.2222985181437784
601727.SH,上海电气,570.76,702.65,4.51,0.22,1.11,1.34,0.24,246.41,1.33,0.018302856,0.53,3.388866172,-,72.8430217464,电力设备-电力设备-其他电源设备,核电,电力,公共事业,核电设备,中国装备制造业最大的企业集团之一,领先的风电核电机组、燃气轮机、输配电设备等装备制造集团,,"智能交通,海水淡化,国企改革,轨道交通,航空发动机,固废处理,海上风电,特高压,人造太阳,太阳能,融资租赁,工业4.0,光伏,超超临界发电,中巴经济走廊,工业母机,地方国企改革,储能,一带一路,智能制造,充电桩,独角兽,上海国企改革,大飞机,高端装备,风电,减速器,氢能源,核电,节能电机,机器人,证金持股,钒电池,燃料电池,债转股(AMC)",0.09381134002627217
002135.SZ,东南网架,48.62,51.85,4.51,0.22,1.33,0.45,0.94,15.89,0.81,0.283852066,5.19,5.565614799,2.22,64.9685254752,建筑装饰-建筑装饰-专业工程,钢结构,基建,建筑业,建筑钢结构,空间钢结构领域中的龙头企业之一,由单一的钢结构建筑企业向装配式集成建筑服务商转型升级,中证1000,"新型城镇化,装配式建筑,光伏建筑一体化,杭州亚运会,乡村振兴,黑洞,雄安新区,冬奥会,PPP,杭州湾大湾区,国家科技大会,体育产业,一带一路",0.06303966045289658
002105.SZ,信隆健康,16.48,16.64,4.52,0.22,3.1,0.21,1.26,169.31,1.83,0.006674008,0.27,2.475409165,2.21,41.4914404848,交运设备-非汽车交运-其他交运设备,自行车,两轮车,汽车,自行车零配件,全球最大的自行车零配件生产厂商,全球最大自行车零配件生产商，自行车车把、立管、避震前叉等产品市占率世界第一,,"共享单车,健康中国,人民币贬值受益,体育用品,体育产业,医疗器械,小米,台湾,新零售,两轮车,养老,三胎",0.13508351664279172
000548.SZ,湖南投资,22.56,22.56,4.52,0.22,2.22,0.56,2.49,15.72,1.11,0.071879573,1.78,4.078297135,0.44,28.1282159898,交通运输-公路铁路运输-高速公路,高速公路,公路,交通运输,路桥收费,绕城高速30年经营权、浏阳河大桥等道桥部分经营权,主营业务包括路桥收费、酒店经营和房地产开发、现代物业管理,中证2000,"乡村振兴,国企改革,湖南国企改革,地方国企改革,湖南自贸区,年报预增,公路建设,物业管理",0.20400215733568014
002696.SZ,百洋股份,15.56,15.69,4.53,0.22,3.98,0.25,1.61,-104.35,1.12,-0.010852637,-0.27,4.03079212,-,51.7503209793,农林牧渔-农产品加工-饲料,饲料,养殖,必需消费,水产饲料+水产品加工,罗非鱼水产食品提供商之一,罗非鱼水产食品提供商之一，全国最具影响力罗非鱼企业,,"乡村振兴,国企改革,饲料,胶原蛋白,垃圾分类,海洋经济,土壤修复,水产品,地方国企改革,预制菜,山东国企改革,中俄贸易,化妆护肤品,一带一路,污水处理",0.2337217036626294
603303.SH,得邦照明,64.91,64.91,13.61,0.22,1.25,0.25,0.39,21.75,1.82,0.15647271,2.12,7.464464075,2.45,45.184727345,电子-光学光电子-LED,照明设备,消费电子,科技,LED灯泡,绿色照明产品供应商,立足能源，聚焦照明，致力于成为专业照明解决方案服务商,中证2000,"智慧灯杆,节能照明,智慧城市,汽车电子",0.029996295015516115
603335.SH,迪生力,19.44,19.44,4.54,0.22,2.65,0.32,1.65,-13.06,4.84,-0.347509965,-31.51,0.938477817,-,64.4241146061,交运设备-汽车零部件-汽车零部件Ⅲ,轮胎,汽车零部件,汽车,轮毂,专注于铝合金车轮的研发、生产和销售,国内少有的具备铝合金大车轮生产能力的企业之一，拥有同行业最完善的海外销售渠道，公司涉足废旧锂电池回收业务,中证2000,"锂电池,新能源汽车,人民币贬值受益,一体化压铸,汽车关税下调,宁德时代,动力电池回收",0.15715994550939938
837174.BJ,宏裕包材,1.86,7.44,9.15,0.22,1.86,0.03,1.35,36.22,1.43,-,0.99,6.419174203,-,41.0519770471,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,0,0,宜昌国资委旗下，主要为食品、 日化、卫材等下游行业生产包装材料,,"湖北国企改革,国企改革,专精特新,锂电池,地方国企改革",0.01694649773466608
301122.SZ,采纳股份,10.14,28.02,22.92,0.22,2.71,0.6,5.87,27.97,1.53,0.20487797,1.38,14.983248079,1.96,5.762049381,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,兽用注射穿刺器械,国内兽用注射器/针行业龙头,专业制造注射针、注射器等其他相关医疗器械的科技型中小企业,中证2000,"医疗器械,外贸受益,辅助生殖,人民币贬值受益",0.3587840546140758
002492.SZ,恒基达鑫,18.59,18.91,4.67,0.21,2.58,0.27,1.48,16.37,1.13,0.285316978,7.0,4.135593628,1.71,18.005899058,交通运输-物流-物流Ⅲ,物流,物流,交通运输,仓储物流,华南沿海地区储运能力最大的石化产品仓储基地之一,华南沿海地区规模最大的石化产品码头之一,中证2000,"油气运输仓储,统一大市场,融资租赁,横琴新区,粤港澳大湾区",0.12881395893214112
300016.SZ,北陆药业,22.99,23.02,4.68,0.21,2.57,0.32,1.42,49.94,1.48,0.023430257,0.7,3.152130606,1.5,37.3033789628,医药生物-化学制药-化学制剂,制药,生物,生物医药,对比剂系列,对比剂领域品牌影响力和市场份额不断提升,国内医药对比剂行业领跑者,,"生物医药,互联网医疗,基因测序,创新药,仿制药一致性评价,电子商务,中医药,独角兽,抗肿瘤,专精特新,医保目录,阿尔茨海默",0.1444300402160391
603658.SH,安图生物,330.36,330.36,56.35,0.21,1.96,3.11,0.94,25.47,3.76,0.553005879,3.74,14.975707178,1.42,23.7125798261,医药生物-医疗器械-体外诊断,体外诊断,医疗器械,生物医药,免疫诊断试剂,体外诊断行业领先地位,专注于体外诊断试剂和仪器的研发、制造、整合及服务,中证500,"抗原检测,体外诊断,猴痘,流感,幽门螺杆菌,医疗器械,MSCI,POCT",0.5736715241470715
601700.SH,风范股份,53.69,53.69,4.7,0.21,1.92,0.63,1.17,100.73,2.04,0.034993821,1.52,2.305475769,0.21,59.9385189166,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,铁塔,国内铁塔行业龙头企业之一,超高压和特高压输电线路铁塔行业领先，国内少有的能生产最高电压等级1000kV输电线路铁塔的企业，国内少数拥有自主知识产权并生产复合材料绝缘杆塔的企业,中证2000,"智能电网,特高压,村镇银行,硅能源,新基建,一带一路,年报预增,柔性直流输电,光伏,债转股(AMC)",0.1531752296111751
600735.SH,新华锦,20.59,20.75,4.84,0.21,2.69,0.3,1.45,70.54,1.54,0.017153411,0.548,3.138614999,0.76,31.1774646283,轻工制造-家用轻工-饰品,珠宝,贵金属,金融,发制品,国际发制品知名企业，境内外拥有众多自主品牌,国际发制品知名企业，境内外拥有众多自主品牌,中证2000,"澳交所,石墨烯,养老,人民币贬值受益,医疗器械,跨境电商,中俄贸易,二手车,外贸受益,青岛自贸区,三胎",0.14860972398589709
301538.SZ,骏鼎达,8.81,37.18,92.94,0.2,2.43,1.15,13.07,20.38,3.16,1.139954011,6.8,29.439180562,-,13.7508829065,基础化工-化工合成材料-改性塑料,改性塑料,合成材料,化工,,,首批专精特新“小巨人”，主营高分子改性保护材料,,None,0.6076386467719478
600272.SH,开开实业,15.71,23.86,9.82,0.2,2.04,0.45,2.9,25.65,3.85,0.095720441,3.83,2.547684817,0.51,52.1602135063,医药生物-医药商业-医药商业Ⅲ,医药商业,医疗服务,生物医药,医药流通+衬衫,静安区医药流通业龙头，零售药店中华老字号“雷允上”,主导产品“开开”牌衬衫为中国驰名商标，零售中华老字号“雷允上”药学服务,,"生物医药,国企改革,健康中国,地方国企改革,民营医院,电子商务,中医药,医药电商,新零售,上海国企改革",0.1572633037648616
300428.SZ,立中集团,104.09,123.14,19.67,0.2,5.35,5.84,5.52,11.22,1.82,0.438178916,4.04,10.812837869,0.4,62.8942057044,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,中间合金,中国知名的中间合金生产企业之一,中国最大的中间合金生产企业之一，部分产品技术指标国际先进水平,中证1000,"特斯拉,军工,有色铝,锂电池,新能源汽车,稀土永磁,长安汽车,比亚迪,金属回收,汽车制造,新材料,钠离子电池,蔚来汽车,一体化压铸,专精特新",5.57102588063159
600995.SH,南网储能,109.47,315.45,9.87,0.2,1.52,0.98,0.9,27.64,1.49,0.089258358,1.36,6.612961907,0.39,45.809608897,公用事业-电力-电能综合服务,供电,电力,公共事业,水电（云南）,集发电、供电于一体的公司,主要经营水力发电、供电业务,中证500,"西电东送,国企改革,抽水蓄能,央企国企改革,充电桩,储能,绿色电力,电力改革",0.1456302217877179
603909.SH,建发合诚,25.75,25.75,9.88,0.2,7.0,0.22,0.84,28.81,2.53,0.085742646,2.22,3.908488801,0.61,63.4499013626,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,工程咨询设计,我国海峡西岸经济区建设工程咨询监理龙头企业,厦门国资委旗下，海峡西岸经济区建设工程咨询行业龙头，具备工程全生命周期工程技术服务的各项资质和能力,,"地方国企改革,福建自贸区,国企改革",0.4005357589247212
002812.SZ,恩捷股份,328.75,387.19,39.6,0.2,3.62,7.18,2.2,61.21,1.44,0.161739045,0.59,27.536068618,0.97,38.6142765982,电力设备-电力设备-电池,隔膜,储能,电力设备,锂电池隔膜,锂电隔膜行业龙头,高性能湿法隔膜以及高端功能涂布隔膜领域的行业领导者,沪深300,"锂电池,新能源汽车,烟草,固态电池,比亚迪,MSCI,专精特新,同花顺漂亮100,锂电隔膜",3.282426927449242
000088.SZ,盐田港,111.33,212.14,4.95,0.2,1.82,0.54,0.49,19.14,1.6,0.258609286,8.67,3.103394041,0.91,32.9709825469,交通运输-港口航运-港口,港口,水运,交通运输,港口装卸,已形成港口、港口供应链、临港产业三大板块的经营格局,已形成港口、港口供应链、临港产业三大业务板块的经营格局,中证1000,"国企改革,深圳国企改革,广东基建,雄安新区,统一大市场,粤港澳大湾区,冷链物流,地方国企改革,广东国企改革,中俄贸易,年报预增,航运港口",0.10575548806191835
603877.SH,太平鸟,70.48,70.65,14.91,0.2,2.55,0.48,0.68,11.13,1.53,0.335053837,3.45,9.744631606,1.01,38.7701788462,纺织服装-服装家纺-服装,服装,纺织,可选消费,外套、衬衫等,以零售为导向的多品牌时尚服饰公司,聚焦时尚青年群体的品牌服饰生产商、零售商,中证1000,"共同富裕示范区,电子商务,新零售,抖音小店,年报预增",0.16977918008536913
002568.SZ,百润股份,143.1,209.41,19.95,0.2,4.72,3.52,2.52,30.9,5.26,0.161429599,4.13,3.794697608,2.51,41.2084192455,食品饮料-饮料制造-其他酒类,其他酒,饮料,必需消费,RIO鸡尾酒,国内预调鸡尾酒龙头企业,国内预调鸡尾酒行业市占率第一，拥有知名品牌“RIO(锐澳)”,中证500,"超级品牌,调味品,养老金持股,长三角一体化,电子商务,新零售,抖音小店,鸡尾酒,MSCI",2.670133483052177
