证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
301255.SZ,通力科技,8.48,33.91,31.17,0.94,3.43,0.51,5.97,40.57,3.31,0.576274803,6.05,9.411681825,3.21,18.5338343769,机械设备-通用设备-金属制品,减速器,机械设备,机械,减速机,公司是我国减速机领域知名企业之一,国家级专精特新“小巨人”，国内少数掌握全系列齿轮减速机设计技术的企业之一,中证2000,"减速器,杭州亚运会,比亚迪,专精特新,宁德时代",0.4514072888937906
002486.SZ,嘉麟杰,17.89,17.89,2.15,0.94,2.35,0.21,1.21,-68.21,1.75,-0.007879656,-0.64,1.23150936,0.56,14.6576107803,纺织服装-纺织制造-其他纺织,体育,社会服务,可选消费,中高档针织纬编功能性面料及成衣,公司是国内户外运动功能性面料领域的翘楚,户外专业运动市场的功能性面料领域奠定了稳固的行业地位,中证2000,"医疗器械,外贸受益,冬奥会,露营经济,抗病毒面料,人民币贬值受益,体育产业",0.08799063725641028
603061.SH,金海通,25.65,36.79,61.32,0.94,3.26,0.3,1.17,61.76,2.93,0.248210707,1.08,20.907836281,0.42,11.5659199314,电子-半导体及元件-半导体设备,设备,半导体,科技,半导体测试设备,国家级专精特新“小巨人”，主营测试分选机,国家级专精特新“小巨人”，主营测试分选机,中证2000,"专精特新,芯片设备,芯片,集成电路",0.18717168084488658
603726.SH,朗迪集团,21.98,21.98,11.84,0.94,1.88,0.31,1.4,18.92,1.85,0.469372175,7.4,6.392555301,2.96,46.5444084767,家用电器-白色家电-其他白色家电,制冷电器,家电,可选消费,塑料贯流风叶,国内空调风叶、风机设计制造的龙头企业,一线空调厂商的核心供应商，长期从事空调风叶的研发、生产,,"家用电器,集成电路,先进封装",0.08829176987573982
301129.SZ,瑞纳智能,5.85,21.64,16.16,0.94,4.56,0.27,4.63,-59.96,1.31,-0.067381219,-0.54,12.349974187,4.95,16.7435805715,机械设备-仪器仪表-仪器仪表Ⅲ,仪器仪表,机械设备,机械,供热节能产品,国内供热节能领域具有较强竞争力的知名企业,国内领先的一站式城市智慧供热整体解决方案提供商,中证2000,"工业互联网,人工智能,专精特新,节能环保",0.3983900638016757
000157.SZ,中联重科,609.48,748.04,8.62,0.94,2.69,5.45,0.9,21.34,1.33,0.404011838,6.41,6.50000816,3.71,54.7866445981,机械设备-专用设备-工程机械,工程机械,工程机械,建筑业,起重机械,中国工程机械装备制造领军企业,中国工程机械装备制造领军企业,沪深300,"乡村振兴,农机,公路建设,工业互联网,机械装备,宁德时代,高端装备,节能环保,挖掘机,MSCI,证金持股,一带一路",1.4828179546387363
872541.BJ,铁大科技,3.21,7.37,5.39,0.94,2.25,0.09,2.85,15.66,1.83,-,2.97,2.938205043,-,28.9293853742,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,轨道交通信号监控系统、雷电防护系统,曾2次参与原铁道部信号集中监测（CSM）技术攻关,国家级专精特新“小巨人”，专注于轨道交通行业的通信信号领域,,"专精特新,高铁",0.0570900133220837
600096.SH,云天化,375.85,375.85,20.49,0.94,2.66,7.69,2.06,6.44,1.86,0.795574344,7.49,11.035330953,4.88,56.2594007007,基础化工-化学制品-磷肥及磷化工,化肥,化学制品,化工,磷肥,国内领先的磷矿采选企业,我国最大的磷矿采选企业之一，计划投资建设磷酸铁电池新材料前驱体及配套项目,中证500,"磷酸一铵,国企改革,乡村振兴,锂电池,云南国企改革,煤炭,尿素,煤化工,氟化工,玻璃纤维,中以自贸区,碳中和,磷酸铁锂,地方国企改革,磷化工,化肥,MSCI,甲醇,锂电隔膜,六氟磷酸锂",2.2011117750789633
873576.BJ,天力复合,6.65,22.35,20.51,0.94,2.56,0.17,2.56,31.33,4.53,-,3.67,4.532554615,-,41.1519576011,有色金属-金属新材料-其他金属新材料,合金材料,有色金属,资源,钛钢复合板,公司有色金属爆炸复合材料市占率20%-30%，全国第一,陕西财政厅旗下，有色金属爆炸复合材料国内市占率第一，核电项目用复合材料国内唯一批量化供应商,,"核电,卫星导航,专精特新,可控核聚变,地方国企改革",0.10501704195772166
300281.SZ,金明精机,17.16,18.1,4.32,0.93,3.27,0.26,1.53,269.49,1.42,0.016030454,0.53,3.047805398,-,14.8843259325,机械设备-专用设备-其他专用设备,印刷设备,包装印刷,可选消费,薄膜吹塑机,国内塑料机械薄膜吹塑设备行业的龙头企业,专业塑料机械装备供应商,,"国企改革,可降解塑料,大数据,膜材料,地方国企改革,广东国企改革,养老,工业4.0,粤港澳大湾区",0.17896534485391818
002034.SZ,旺能环境,59.9,60.3,14.04,0.93,2.23,0.35,0.6,8.31,0.94,0.422318996,2.79,14.961458378,4.99,53.9751439504,环保-环保-固废治理,垃圾处理,环保,公共事业,垃圾焚烧发电,垃圾焚烧发电行业的龙头企业之一,城市固体废弃物处置以及相关环境产业的投资、建设及运营,中证1000,"PPP,节能环保,固废处理,生物质能发电,垃圾分类,动力电池回收",0.10450586328500668
002508.SZ,老板电器,212.74,215.52,22.71,0.93,3.69,5.09,2.42,13.52,1.97,0.41981624,3.72,11.512041722,4.4,29.7021552533,家用电器-厨卫电器-厨卫电器Ⅲ,厨卫电器,家电,可选消费,吸油烟机,中国厨房电器行业龙头企业，具备显著的品牌优势,中国厨房电器行业龙头企业,中证500,"杭州亚运会,家用电器,京东,电子商务,大消费,MSCI,恒大",2.554707524857483
688155.SH,先惠技术,44.82,52.22,58.46,0.93,1.78,0.23,0.52,126.78,2.9,0.461115773,3.56,20.144253173,-,67.9299394071,电力设备-电力设备-电池,变速器,汽车零部件,汽车,新能源汽车智能自动化装备,国内变速器、底盘系统智能制造装备领先供应商,汽车业高端智能装备制造商,,"锂电设备,高端装备,锂电池,新能源汽车,大数据,智能制造,人工智能,一带一路,专精特新,燃料电池,宁德时代,新型工业化",0.051623026040310244
601238.SH,广汽集团,638.31,909.21,8.67,0.93,1.86,3.64,0.57,18.63,0.78,0.116369115,1.05,11.159203824,2.65,40.8939528718,交运设备-汽车整车-乘用车,乘用车,汽车整车,汽车,乘用车,国内汽车行业领先的汽车制造商之一,国内产业链最为完整、产业布局最为优化的汽车集团之一,沪深300,"智能汽车,国企改革,华为,飞行汽车(eVTOL),新能源汽车,无人驾驶,汽车制造,宁德时代,华为汽车,石墨烯,蔚来汽车,智能座舱,地方国企改革,广东国企改革,固态电池,二手车,新能源整车,同花顺漂亮100,车联网,燃料电池",0.5652316533136765
600585.SH,海螺水泥,910.73,1206.65,22.77,0.93,2.44,3.84,0.43,20.08,0.65,0.283493667,0.81,35.192299862,6.5,18.7707057837,建筑材料-建筑材料-水泥,水泥,建筑材料,建筑业,水泥,亚洲规模最大、盈利能力最强的水泥龙头企业之一,我国最大的水泥企业,沪深300,"装配式建筑,国企改革,安徽国企改革,同花顺中特估100,光伏,证金持股,央视财经50,南水北调,地方国企改革,安徽自贸区,水泥,储能,MSCI,同花顺漂亮100,一带一路",0.857655934755076
603355.SH,莱克电气,141.94,143.15,24.95,0.93,2.43,0.41,0.29,13.5,3.62,1.385680589,19.75,6.892008359,4.01,63.7290249799,家用电器-小家电-小家电Ⅲ,小家电,家电,可选消费,电机吸尘器,连续16年吸尘器产销量处于全球行业领先地位,吸尘器产销量全球领先，净水机、空气净化器市占率国内居前，兼营电机、新能源汽车精密零部件,中证500,"空气净化,家用电器,电机电控,新能源汽车,人民币贬值受益,外贸受益,工业4.0",0.11929783779832663
603686.SH,福龙马,36.08,36.08,8.68,0.93,1.4,0.43,1.2,13.87,1.07,0.156453579,1.94,8.140153185,2.88,40.3777742541,环保-环保-固废治理,垃圾处理,环保,公共事业,环卫设备,中国专业化环卫装备、环卫服务主要供应商之一,环境卫生整体解决方案的领先者,中证2000,"海峡两岸,杭州亚运会,锂电池,新能源汽车,智能制造,固废处理,充电桩,无人驾驶,工业互联网,人工智能,智慧政务,垃圾分类,动力电池回收,物业管理,PPP,国产软件,节能环保,氢能源,迪士尼,数字孪生,生物质能发电,机器人,车联网,智慧城市",0.06945041248975978
688370.SH,丛麟科技,7.6,24.03,17.37,0.93,2.44,0.04,0.52,26.84,0.89,0.161803573,0.84,19.420352171,-,18.8629996596,环保-环保-固废治理,垃圾处理,环保,公共事业,危废处理,上海地区危废处理龙头企业,上海地区危废处理龙头企业,,节能环保,0.02215320232061694
833580.BJ,科创新材,3.04,4.67,5.43,0.93,2.23,0.02,0.6,26.54,1.39,-,1.32,3.898883849,-,12.6054428321,建筑材料-建筑材料-耐火材料,耐火材料,建筑材料,建筑业,功能耐火材料、不定形耐火材料,专注于钢包底吹氩透气砖的生产研发，科技小巨人企业,,,"专精特新,新材料,第三代半导体",0.012732895301592623
301043.SZ,绿岛风,4.69,17.73,26.07,0.93,3.64,0.22,4.72,18.57,2.2,1.052965872,9.02,11.856310341,2.34,25.0487040179,机械设备-通用设备-其他通用设备,通用设备,机械设备,机械,室内通风系统,专业室内通风系统品牌厂商,较早进入通风领域行业，拥有较强的自主研发设计和生产能力,,"建筑节能,空气净化,杭州亚运会,高铁,节能减排,PM2.5,年报预增,冬奥会,粤港澳大湾区",0.2516427843411261
603519.SH,立霸股份,34.78,34.78,13.06,0.93,3.86,1.26,3.56,5.44,2.38,2.402394706,44.8,5.482197027,13.02,25.04303231,家用电器-白色家电-其他白色家电,制冷电器,家电,可选消费,家电外观用复合材料,国内最具竞争力的专业生产家电用复合材料的企业之一,是国内最具竞争力的专业生产家电用复合材料的企业之一,中证2000,"碳化硅,集成电路,家用电器,第三代半导体",0.9378615226675084
300661.SZ,圣邦股份,323.78,337.81,71.83,0.93,3.18,2.4,0.75,155.29,8.57,0.115639502,1.4,8.382843928,0.42,17.4942888293,电子-半导体及元件-集成电路设计,模拟,半导体,科技,模拟芯片,国内模拟芯片龙头,专注于模拟芯片设计，产品覆盖信号链和电源管理的半导体企业,沪深300,"专精特新,无线耳机,芯片设计,超清视频,OLED,集成电路,人工智能,MSCI,芯片",0.9119388379155277
600765.SH,中航重机,255.84,258.09,17.42,0.93,3.53,7.58,2.95,19.43,2.22,0.896757216,12.02,7.849859303,0.95,51.807315748,国防军工-国防军工-航空装备,飞机,军工,公共事业,航空锻造,国内航空锻铸龙头,航空锻造产品技术居国内领先水平,中证500,"国产航母,航空航天,军工,国企改革,中航系,航空发动机,军民融合,3D打印,大飞机,黔中经济区,高端装备,成飞,激光器,央企国企改革,MSCI,超材料",3.4696610720632264
000709.SZ,河钢股份,225.31,225.35,2.18,0.93,1.85,1.75,0.78,35.42,0.44,0.015387088,0.19,4.970873629,1.83,74.2300742082,黑色金属-钢铁-普钢,普钢,钢铁,资源,板材,国内钢铁业龙头，品种最全的棒材、轧板的深加工企业,国内品种规格最全的棒材、冷热轧板材的深加工企业,中证500,"京津冀一体化,国企改革,雄安新区,比亚迪,稀有金属,冬奥会,特钢,钒涨价,中巴经济走廊,地方国企改革,铁矿石,核电,稀缺煤,MSCI,钒电池",0.3130942410988097
835179.BJ,凯德石英,9.77,12.27,16.36,0.93,1.91,0.02,0.26,26.58,1.73,-,1.65,9.462931441,-,21.8449381664,电子-半导体及元件-半导体材料,石英,光伏,电力设备,石英产品,公司石英加工技术与产品质量已达到行业较高水平,,,"集成电路,专精特新,芯片,光伏",0.007145474912306165
300246.SZ,宝莱特,13.84,17.33,6.55,0.92,4.01,0.43,3.13,119.45,1.38,0.013709059,0.28,4.733721612,3.05,46.1837230026,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,血透产品,在血液透析领域竞争中具有极大的成本优势,公司产品涵盖健康监测和血液净化两大领域，产品较多，覆盖面广,中证2000,"医疗器械,血液制品,肾透析,横琴新区,血氧仪,民营医院,智能穿戴",0.4183724161150005
301328.SZ,维峰电子,12.68,40.81,37.14,0.92,5.19,1.0,7.8,56.13,2.15,0.165417146,0.96,17.236989173,1.35,5.3266153919,电子-其他电子-其他电子Ⅲ,连接器,消费电子,科技,工业控制连接器、汽车连接器,公司在工业控制连接器领域处于国内领先水平。,工业控制连接器国产化代表性企业,中证2000,"智能座舱,新能源汽车,人形机器人,储能,比亚迪,机器人,光伏,汽车电子",1.4301735414846148
002968.SZ,新大正,18.68,19.91,8.74,0.92,3.81,0.49,2.63,12.43,1.67,0.703054693,13.97,5.24114153,3.43,40.5377982681,房地产-房地产服务-房地产服务Ⅲ,房产服务,房地产,金融,物业管理服务,是西南地区具有国家一级资质的专业物业服务供应商,物业管理服务行业百强企业,中证2000,物业管理,0.41176966180622154
300517.SZ,海波重科,9.49,15.33,7.65,0.92,8.18,0.48,5.12,28.73,1.46,0.066568153,1.25,5.233514886,0.34,35.2860454322,建筑装饰-建筑装饰-专业工程,钢结构,基建,建筑业,桥梁钢结构,在桥梁钢结构领域处于行业领先地位,国内较早进入桥梁钢结构工程专业领域的企业之一,中证2000,"5G,PPP,一带一路",1.3801565658103725
600868.SH,梅雁吉祥,41.57,41.57,2.19,0.92,2.3,0.27,0.66,-41.45,1.82,-0.05282877,-4.27,1.205540204,0.46,14.6919502633,计算机-计算机应用-IT服务,电力软件,计算机,科技,地理信息软件、水电,水力发电与地理信息软件双主业发展,以水力发电为主的民营企业，公司电站所在区域全部在广东,中证2000,"新型城镇化,水利,时空大数据,氢能源,水泥,数据要素,智慧城市,新材料,绿色电力,职业教育,粤港澳大湾区,小金属",0.09081199716271296
000962.SZ,东方钽业,48.32,55.37,10.96,0.92,4.79,1.17,2.45,27.84,2.26,0.098425789,2.05,4.849159612,-,14.0630498838,有色金属-小金属-其他小金属,小金属,有色金属,资源,钽铌,中国知名的钽铌专业研发生产厂家,大型稀有金属生产企业，中国最大的钽铌专业研发生产厂家,中证2000,"小金属,超导,国企改革,稀缺资源,可控核聚变,央企国企改革,人民币贬值受益,轻型合金,铌,智能玻璃,新材料,稀有金属,超级电容",1.104341793952751
600616.SH,金枫酒业,36.73,36.73,5.49,0.92,1.65,0.29,0.8,343.53,1.84,0.0039953,0.13,2.983908863,0.55,12.6598392378,食品饮料-饮料制造-其他酒类,其他酒,饮料,必需消费,黄酒,黄酒行业三家上市公司之一，上海商超市占有率达50%,黄酒行业三家上市公司之一，上海商超渠道中市场占有率达50%,中证2000,"上海国企改革,国企改革,地方国企改革",0.06032682278776879
002318.SZ,久立特材,220.34,225.63,23.09,0.92,2.45,1.45,0.66,15.27,3.26,1.133757483,16.92,7.085516845,-,37.8956214634,黑色金属-钢铁-特钢,特钢,钢铁,资源,无缝管、焊接管,不锈钢管和特殊合金管材的产销量多年居国内首位,不锈钢管和特殊合金管材的产销量多年居国内首位,中证1000,"海水淡化,轧板,养老金持股,人造太阳,海洋经济,工业4.0,天然气管道,油气管网,特钢,LNG汽车,超超临界发电,核电,新材料,西气东输",0.39790989787139336
839371.BJ,欧福蛋业,2.34,9.04,4.4,0.92,5.73,0.12,5.1,11.71,1.66,-,3.6,2.65330633,-,16.8270259037,农林牧渔-农产品加工-其他农产品加工,食品加工,农业,必需消费,蛋液及蛋粉类,公司是中国蛋制品加工业的引领者和积极开拓者,主营蛋液、蛋粉等,,预制菜,0.32268995844063764
603815.SH,交建股份,40.85,40.85,6.6,0.92,2.6,0.29,0.71,23.53,1.79,0.280493545,7.81,3.687559153,1.52,77.8159041681,建筑装饰-建筑装饰-基础建设,路桥建设,基建,建筑业,基础建设,安徽省基础设施建设一流企业,安徽省资质齐全、资质等级较高的公路、市政基础设施施工企业之一,中证2000,"新型城镇化,PPP,水利,乡村振兴,地下管网,基建工程,一带一路",0.11750822216770157
